,My Compass,King Of All,Lektra Nick,Irenes A Star,Prussian Spirit,Bushmans Prayer,Major China,Why Not Gigi
04-01-2023 16:12:39.632230,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:41.081041,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:43.076850,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:44.467803,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:45.732160,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:47.064270,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:48.584750,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:50.108868,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:51.545741,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:52.859582,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:54.147072,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:55.439318,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:56.758736,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:58.159756,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:59.512790,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:00.866665,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:02.455969,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:04.038142,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:05.397719,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:06.748906,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:08.380058,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:09.836892,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:11.108717,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:12.382764,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:13.616089,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:14.824769,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:16.115592,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:17.304770,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:18.577344,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:19.852158,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:21.117054,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:22.393536,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:23.714307,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:25.080754,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:26.277548,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:27.473961,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:28.736188,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:29.895387,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:30.973803,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:32.254912,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:33.453261,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:34.488514,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:35.656173,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:36.866483,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:38.022729,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:39.184172,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:40.313729,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:41.445242,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:42.582257,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:43.794610,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:44.902008,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:46.051718,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:47.203695,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:48.350025,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:49.533921,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:50.781827,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:52.066345,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:53.227439,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:54.296686,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:55.461636,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:56.651025,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:57.694359,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:58.712923,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:13:59.898853,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:01.107222,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:02.277609,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:03.384145,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:04.589160,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:05.760094,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:06.892496,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:08.097707,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:09.230024,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:10.344053,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:11.409684,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:12.528209,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:13.691647,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:14.907037,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:16.046986,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:17.203846,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:18.421889,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:19.697203,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:20.919727,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:22.070968,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:14:23.258976,"(3.7, 5.6, 4.4125)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
