,Dark Harmony,Eddy Street,Elroy,Johnny Utah,Kureder,Kalends,Daring Diego,Heroic Miss,Mission Of Love,Chaysen The King,Chicka,Mishani Supreme
11-01-2023 15:40:34.468116,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 145.0)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.569230769230769)","(14.0, 30.0, 28.571428571428573)","(3.3, 3.85, 3.716666666666667)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:40:36.013199,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 145.0)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.569230769230769)","(14.0, 30.0, 28.571428571428573)","(3.3, 3.85, 3.8)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:40:37.584818,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 145.0)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.569230769230769)","(14.0, 30.0, 28.571428571428573)","(3.3, 3.85, 3.8)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:40:39.216871,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 145.0)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.569230769230769)","(14.0, 30.0, 28.571428571428573)","(3.3, 3.85, 3.716666666666667)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:40:40.789785,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 145.0)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.569230769230769)","(14.0, 30.0, 28.333333333333332)","(3.3, 3.85, 3.716666666666667)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:40:42.380500,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 145.0)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.569230769230769)","(14.0, 30.0, 28.333333333333332)","(3.3, 3.85, 3.716666666666667)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:40:44.027343,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 145.0)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.569230769230769)","(14.0, 30.0, 28.333333333333332)","(3.3, 3.85, 3.716666666666667)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:40:45.672641,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 145.0)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.569230769230769)","(14.0, 30.0, 27.5)","(3.3, 3.85, 3.6657894736842103)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:40:47.317764,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 145.0)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.569230769230769)","(14.0, 30.0, 27.5)","(3.3, 3.75, 3.63)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:40:49.045896,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 164.28571428571428)","(15.0, 23.0, 22.02777777777778)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.333333333333334)","(14.0, 30.0, 28.333333333333332)","(3.3, 3.75, 3.7279310344827588)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:40:50.717492,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 164.28571428571428)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.878787878787879)","(14.0, 30.0, 28.75)","(3.3, 3.75, 3.7175675675675675)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:40:52.286208,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 164.28571428571428)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.878787878787879)","(14.0, 30.0, 28.75)","(3.3, 3.75, 3.716)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:40:53.899202,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 164.28571428571428)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.878787878787879)","(14.0, 30.0, 28.75)","(3.3, 3.75, 3.716)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:40:55.501580,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 164.28571428571428)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.878787878787879)","(14.0, 30.0, 28.75)","(3.3, 3.75, 3.716)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:40:57.067252,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 160.0)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.466666666666667)","(14.0, 30.0, 28.75)","(3.3, 3.75, 3.716)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:40:58.686628,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 160.0)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.466666666666667)","(14.0, 30.0, 28.75)","(3.3, 3.75, 3.716)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:41:00.297368,"(3.3, 3.8, 3.742857142857143)","(31.0, 42.0, 39.0)","(91.0, 190.0, 160.0)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.466666666666667)","(14.0, 30.0, 28.75)","(3.3, 3.75, 3.716)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:41:01.983207,"(3.3, 3.8, 3.742857142857143)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 160.0)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.466666666666667)","(14.0, 30.0, 28.75)","(3.3, 3.75, 3.716)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:41:03.634947,"(3.3, 3.8, 3.742857142857143)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 160.0)","(15.0, 23.0, 20.083333333333332)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.466666666666667)","(14.0, 30.0, 28.75)","(3.3, 3.75, 3.716)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:41:05.166291,"(3.3, 3.8, 3.742857142857143)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 160.0)","(15.0, 23.0, 20.5)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.466666666666667)","(14.0, 30.0, 28.75)","(3.3, 3.75, 3.716)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 75.0)"
11-01-2023 15:41:06.624447,"(3.3, 3.8, 3.742857142857143)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 160.0)","(15.0, 23.0, 20.5)","(26.0, 38.0, 36.53333333333333)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.466666666666667)","(14.0, 30.0, 28.75)","(3.3, 3.75, 3.716)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 75.0)"
11-01-2023 15:41:08.190150,"(3.3, 3.8, 3.742857142857143)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 160.0)","(15.0, 23.0, 20.857142857142858)","(26.0, 38.0, 34.8)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.466666666666667)","(14.0, 30.0, 28.75)","(3.3, 3.75, 3.7135714285714285)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 79.44444444444444)"
11-01-2023 15:41:09.982886,"(3.3, 3.8, 3.742857142857143)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 160.0)","(15.0, 23.0, 20.857142857142858)","(26.0, 36.0, 33.0)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.466666666666667)","(14.0, 30.0, 28.75)","(3.3, 3.75, 3.7135714285714285)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 79.44444444444444)"
11-01-2023 15:41:11.531528,"(3.3, 3.8, 3.742857142857143)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 160.0)","(15.0, 23.0, 20.857142857142858)","(26.0, 36.0, 33.0)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.466666666666667)","(14.0, 30.0, 28.333333333333332)","(3.3, 3.75, 3.7135714285714285)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 79.44444444444444)"
11-01-2023 15:41:13.008272,"(3.3, 3.8, 3.742857142857143)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 160.0)","(15.0, 23.0, 21.5)","(26.0, 36.0, 33.0)","(4.8, 5.5, 5.220454545454546)","(6.5, 10.0, 9.466666666666667)","(14.0, 30.0, 28.333333333333332)","(3.3, 3.75, 3.7135714285714285)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 79.44444444444444)"
11-01-2023 15:41:14.458068,"(3.3, 3.8, 3.742857142857143)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 160.0)","(15.0, 23.0, 21.666666666666668)","(26.0, 36.0, 33.0)","(4.8, 5.5, 5.307692307692308)","(6.5, 10.0, 9.657142857142857)","(14.0, 30.0, 28.333333333333332)","(3.3, 3.75, 3.8)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 79.44444444444444)"
11-01-2023 15:41:15.977912,"(3.3, 3.8, 3.7529411764705882)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 23.0, 21.666666666666668)","(26.0, 36.0, 33.0)","(4.8, 5.4, 5.316666666666667)","(6.5, 10.0, 9.563636363636364)","(14.0, 30.0, 27.5)","(3.3, 3.85, 3.8)","(41.0, 65.0, 62.7)","(101.0, 160.0, 140.0)","(31.0, 85.0, 75.0)"
11-01-2023 15:41:17.722991,"(3.3, 3.8, 3.7529411764705882)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 23.0, 21.666666666666668)","(26.0, 36.0, 33.0)","(4.8, 5.4, 5.316666666666667)","(6.5, 10.0, 9.563636363636364)","(14.0, 30.0, 27.5)","(3.3, 3.85, 3.8)","(41.0, 65.0, 62.7)","(101.0, 160.0, 126.66666666666667)","(31.0, 85.0, 72.5)"
11-01-2023 15:41:19.404783,"(3.3, 3.8, 3.7529411764705882)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 23.0, 21.666666666666668)","(26.0, 36.0, 32.0)","(4.8, 5.4, 5.316666666666667)","(6.5, 10.0, 9.625)","(14.0, 30.0, 27.5)","(3.3, 3.85, 3.8)","(41.0, 65.0, 62.7)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 72.5)"
11-01-2023 15:41:21.181655,"(3.3, 3.8, 3.7529411764705882)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 23.0, 21.666666666666668)","(26.0, 36.0, 32.0)","(4.8, 5.4, 5.316666666666667)","(6.5, 10.0, 9.625)","(14.0, 30.0, 28.333333333333332)","(3.3, 3.85, 3.8)","(41.0, 65.0, 62.7)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 72.5)"
11-01-2023 15:41:22.831033,"(3.3, 3.8, 3.7529411764705882)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 23.0, 21.666666666666668)","(26.0, 36.0, 32.0)","(4.8, 5.4, 5.316666666666667)","(6.5, 10.0, 9.625)","(14.0, 30.0, 28.333333333333332)","(3.3, 3.85, 3.8)","(41.0, 65.0, 62.7)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 72.5)"
11-01-2023 15:41:24.497939,"(3.3, 3.8, 3.7529411764705882)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 23.0, 21.666666666666668)","(26.0, 36.0, 32.0)","(4.8, 5.4, 5.316666666666667)","(6.5, 10.0, 9.625)","(14.0, 30.0, 28.333333333333332)","(3.3, 3.85, 3.8)","(41.0, 65.0, 62.7)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 72.5)"
11-01-2023 15:41:26.020494,"(3.3, 3.8, 3.7529411764705882)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 23.0, 21.666666666666668)","(26.0, 36.0, 32.0)","(4.8, 5.4, 5.316666666666667)","(6.5, 10.0, 9.625)","(14.0, 30.0, 28.333333333333332)","(3.3, 3.85, 3.8)","(41.0, 65.0, 62.7)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:41:27.797752,"(3.3, 3.8, 3.7529411764705882)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 23.0, 21.666666666666668)","(26.0, 36.0, 32.0)","(4.8, 5.4, 5.316666666666667)","(6.5, 10.0, 9.854545454545454)","(14.0, 30.0, 28.333333333333332)","(3.3, 3.85, 3.838888888888889)","(41.0, 65.0, 62.7)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:41:29.450538,"(3.3, 3.8, 3.7529411764705882)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 23.0, 21.666666666666668)","(26.0, 36.0, 32.0)","(4.8, 5.4, 5.316666666666667)","(6.5, 11.0, 9.854545454545454)","(14.0, 30.0, 28.333333333333332)","(3.3, 3.85, 3.7111111111111112)","(41.0, 65.0, 62.7)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:41:31.169077,"(3.3, 3.8, 3.7529411764705882)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 23.0, 21.666666666666668)","(26.0, 36.0, 32.0)","(4.8, 5.4, 5.316666666666667)","(6.5, 11.0, 9.854545454545454)","(14.0, 30.0, 28.333333333333332)","(3.3, 3.85, 3.7458333333333336)","(41.0, 65.0, 62.7)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:41:32.973907,"(3.3, 3.8, 3.7529411764705882)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 23.0, 21.666666666666668)","(26.0, 36.0, 32.0)","(4.8, 5.4, 5.316666666666667)","(6.5, 11.0, 9.854545454545454)","(14.0, 30.0, 28.333333333333332)","(3.3, 3.85, 3.7458333333333336)","(41.0, 65.0, 62.7)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:41:34.623836,"(3.3, 3.8, 3.73)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 23.0, 21.666666666666668)","(26.0, 36.0, 32.0)","(4.8, 5.4, 5.316666666666667)","(6.5, 11.0, 9.857142857142858)","(14.0, 30.0, 28.0)","(3.3, 3.85, 3.7111111111111112)","(41.0, 65.0, 57.5)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:41:36.480744,"(3.3, 3.75, 3.73)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 23.0, 22.0)","(26.0, 36.0, 30.264150943396228)","(4.8, 5.4, 5.316666666666667)","(6.5, 10.5, 9.857142857142858)","(14.0, 30.0, 28.0)","(3.3, 3.85, 3.7111111111111112)","(41.0, 65.0, 57.5)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:41:38.179200,"(3.3, 3.75, 3.73)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 24.0, 22.5)","(26.0, 44.0, 32.0655737704918)","(4.8, 5.4, 5.316666666666667)","(6.5, 10.5, 9.857142857142858)","(14.0, 30.0, 28.0)","(3.3, 3.85, 3.7111111111111112)","(41.0, 65.0, 57.5)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:41:39.901692,"(3.3, 3.75, 3.73)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 24.0, 22.5)","(26.0, 44.0, 30.264150943396228)","(4.8, 5.4, 5.316666666666667)","(6.5, 10.5, 9.857142857142858)","(14.0, 30.0, 28.0)","(3.3, 3.85, 3.7111111111111112)","(41.0, 65.0, 57.5)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:41:41.508487,"(3.3, 3.75, 3.73)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 24.0, 22.5)","(26.0, 44.0, 33.0)","(4.8, 5.4, 5.316666666666667)","(6.5, 10.5, 10.153846153846153)","(14.0, 30.0, 32.25)","(3.3, 3.85, 3.7111111111111112)","(41.0, 65.0, 57.5)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:41:43.148959,"(3.3, 3.75, 3.73)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 24.0, 22.5)","(26.0, 42.0, 34.8)","(4.8, 5.4, 5.316666666666667)","(6.5, 10.5, 10.023529411764706)","(14.0, 34.0, 31.0)","(3.3, 3.85, 3.7111111111111112)","(41.0, 65.0, 57.5)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:41:44.694379,"(3.3, 3.75, 3.73)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 145.0)","(15.0, 24.0, 22.5)","(26.0, 42.0, 34.8)","(4.8, 5.4, 5.316666666666667)","(6.5, 10.5, 10.023529411764706)","(14.0, 34.0, 31.0)","(3.3, 3.85, 3.7111111111111112)","(41.0, 65.0, 57.5)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 68.33333333333333)"
11-01-2023 15:41:46.400747,"(3.3, 3.75, 3.6708333333333334)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 111.25)","(15.0, 24.0, 22.5)","(26.0, 42.0, 33.0)","(4.8, 5.4, 5.365517241379311)","(6.5, 10.5, 10.023529411764706)","(14.0, 34.0, 31.0)","(3.3, 3.85, 3.7111111111111112)","(41.0, 65.0, 57.5)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 61.5625)"
11-01-2023 15:41:47.980514,"(3.3, 3.7, 3.6708333333333334)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 111.25)","(15.0, 24.0, 22.5)","(26.0, 42.0, 33.0)","(4.8, 5.4, 5.365517241379311)","(6.5, 10.5, 10.023529411764706)","(14.0, 34.0, 31.0)","(3.3, 3.85, 3.7111111111111112)","(41.0, 65.0, 55.0)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 61.5625)"
11-01-2023 15:41:49.699940,"(3.3, 3.7, 3.6708333333333334)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 111.25)","(15.0, 24.0, 22.5)","(26.0, 42.0, 33.0)","(4.8, 5.4, 5.365517241379311)","(6.5, 10.5, 10.023529411764706)","(14.0, 34.0, 31.0)","(3.3, 3.85, 3.7111111111111112)","(41.0, 65.0, 55.0)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 61.5625)"
11-01-2023 15:41:51.280784,"(3.3, 3.7, 3.6708333333333334)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 111.25)","(15.0, 24.0, 22.5)","(26.0, 42.0, 33.0)","(4.8, 5.4, 5.384615384615385)","(6.5, 10.5, 10.023529411764706)","(14.0, 34.0, 31.0)","(3.3, 3.85, 3.7111111111111112)","(41.0, 65.0, 55.0)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 61.5625)"
11-01-2023 15:41:52.875159,"(3.3, 3.7, 3.6708333333333334)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 111.25)","(15.0, 24.0, 22.5)","(26.0, 42.0, 33.0)","(4.8, 5.4, 5.384615384615385)","(6.5, 10.5, 10.095)","(14.0, 34.0, 31.0)","(3.3, 3.85, 3.6833333333333336)","(41.0, 65.0, 55.0)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 61.5625)"
11-01-2023 15:41:54.455062,"(3.3, 3.7, 3.6708333333333334)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 111.25)","(15.0, 24.0, 22.5)","(26.0, 42.0, 33.0)","(4.8, 5.4, 5.384615384615385)","(6.5, 10.5, 10.095)","(14.0, 34.0, 31.0)","(3.3, 3.85, 3.6333333333333333)","(41.0, 65.0, 55.0)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 61.5625)"
11-01-2023 15:41:55.931767,"(3.3, 3.7, 3.6708333333333334)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 111.25)","(15.0, 24.0, 22.5)","(26.0, 42.0, 33.0)","(4.8, 5.4, 5.384615384615385)","(6.5, 10.5, 10.095)","(14.0, 34.0, 31.0)","(3.3, 3.85, 3.6285714285714286)","(41.0, 65.0, 55.0)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 61.5625)"
11-01-2023 15:41:57.834762,"(3.3, 3.7, 3.6708333333333334)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 111.25)","(15.0, 24.0, 22.5)","(26.0, 42.0, 33.0)","(4.8, 5.4, 5.384615384615385)","(6.5, 10.5, 10.095)","(14.0, 34.0, 31.0)","(3.3, 3.85, 3.6285714285714286)","(41.0, 65.0, 55.0)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 61.5625)"
11-01-2023 15:41:59.591306,"(3.3, 3.7, 3.6708333333333334)","(31.0, 40.0, 37.333333333333336)","(91.0, 190.0, 111.25)","(15.0, 24.0, 22.5)","(26.0, 42.0, 33.0)","(4.8, 5.4, 5.384615384615385)","(6.5, 10.5, 10.095)","(14.0, 34.0, 31.0)","(3.3, 3.85, 3.6285714285714286)","(41.0, 65.0, 55.0)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 61.5625)"
11-01-2023 15:42:01.394937,"(3.3, 3.7, 3.6708333333333334)","(31.0, 40.0, 39.0)","(91.0, 190.0, 111.25)","(15.0, 24.0, 22.5)","(26.0, 42.0, 33.0)","(4.8, 5.4, 5.384615384615385)","(6.5, 10.5, 10.21875)","(14.0, 34.0, 31.0)","(3.3, 3.85, 3.6460526315789474)","(41.0, 65.0, 55.0)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 61.5625)"
11-01-2023 15:42:03.208192,"(3.3, 3.7, 3.6708333333333334)","(31.0, 42.0, 39.0)","(91.0, 190.0, 111.25)","(15.0, 24.0, 22.5)","(26.0, 42.0, 33.0)","(4.8, 5.4, 5.384615384615385)","(6.5, 10.5, 10.21875)","(14.0, 34.0, 31.0)","(3.3, 3.85, 3.6460526315789474)","(41.0, 65.0, 55.0)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 61.5625)"
11-01-2023 15:42:04.757053,"(3.3, 3.7, 3.6708333333333334)","(31.0, 42.0, 39.0)","(91.0, 190.0, 111.25)","(15.0, 24.0, 22.5)","(26.0, 42.0, 33.0)","(4.8, 5.4, 5.384615384615385)","(6.5, 10.5, 10.21875)","(14.0, 34.0, 31.0)","(3.3, 3.85, 3.6460526315789474)","(41.0, 65.0, 57.5)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 61.5625)"
11-01-2023 15:42:06.289100,"(3.3, 3.7, 3.6708333333333334)","(31.0, 42.0, 39.0)","(91.0, 190.0, 140.0)","(15.0, 24.0, 22.5)","(26.0, 42.0, 35.0)","(4.8, 5.4, 5.384615384615385)","(6.5, 10.5, 10.21875)","(14.0, 34.0, 31.0)","(3.3, 3.85, 3.6460526315789474)","(41.0, 65.0, 57.5)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 61.5625)"
11-01-2023 15:42:07.798233,"(3.3, 3.7, 3.6708333333333334)","(31.0, 42.0, 39.0)","(91.0, 180.0, 140.0)","(15.0, 24.0, 22.5)","(26.0, 40.0, 35.0)","(4.8, 5.4, 5.366666666666667)","(6.5, 10.5, 10.21875)","(14.0, 34.0, 31.0)","(3.3, 3.85, 3.6728571428571426)","(41.0, 65.0, 57.5)","(101.0, 160.0, 133.33333333333334)","(31.0, 85.0, 61.5625)"
