,Applicant,Torpedo Tears,Providence Bale,Balbina Bale,Rosies No Angel,Modern Collinda,Jigglypuff
07-01-2023 19:36:14.208123,"(2.3, 2.7, 2.68)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.3125)","(8.5, 10.5, 9.959999999999999)","(3.9, 5.3, 4.911111111111111)","(5.0, 6.6, 6.300000000000001)","(21.0, 32.0, 29.96)"
07-01-2023 19:36:15.227755,"(2.3, 2.78, 2.69)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.548387096774194)","(8.5, 10.5, 10.015384615384615)","(3.9, 5.2, 4.988235294117647)","(5.0, 6.4, 6.2444444444444445)","(21.0, 32.0, 29.96)"
07-01-2023 19:36:16.227693,"(2.3, 2.72, 2.7150000000000003)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.548387096774194)","(8.5, 10.5, 10.185)","(3.9, 5.2, 5.010526315789474)","(5.0, 6.4, 6.300000000000001)","(21.0, 32.0, 30.0)"
07-01-2023 19:36:17.201228,"(2.3, 2.74, 2.711764705882353)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.548387096774194)","(8.5, 10.5, 10.185)","(3.9, 5.2, 5.010526315789474)","(5.0, 6.4, 6.342857142857143)","(21.0, 32.0, 30.0)"
07-01-2023 19:36:18.275984,"(2.3, 2.72, 2.7140000000000004)","(17.0, 24.0, 21.555555555555557)","(8.0, 11.0, 10.548387096774194)","(8.5, 10.5, 9.9)","(3.9, 5.2, 5.04)","(5.0, 6.4, 6.342857142857143)","(21.0, 32.0, 30.0)"
07-01-2023 19:36:19.434874,"(2.3, 2.72, 2.7150000000000003)","(17.0, 24.0, 21.9375)","(8.0, 11.0, 10.548387096774194)","(8.5, 10.5, 9.9)","(4.0, 5.2, 5.050000000000001)","(5.0, 6.4, 6.342857142857143)","(21.0, 32.0, 30.0)"
07-01-2023 19:36:20.509180,"(2.3, 2.72, 2.7150000000000003)","(17.0, 24.0, 21.9375)","(8.0, 11.0, 10.263157894736842)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.2, 5.118181818181818)","(5.0, 6.4, 6.342857142857143)","(21.0, 32.0, 30.0)"
07-01-2023 19:36:21.542609,"(2.3, 2.7, 2.6892857142857145)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.263157894736842)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.2, 5.118181818181818)","(5.0, 6.4, 6.342857142857143)","(21.0, 32.0, 30.0)"
07-01-2023 19:36:22.611880,"(2.3, 2.7, 2.687878787878788)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.416666666666666)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.2, 5.118181818181818)","(5.0, 6.4, 6.342857142857143)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:23.723697,"(2.3, 2.7, 2.6636)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.263157894736842)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.2, 5.118181818181818)","(5.0, 6.4, 6.342857142857143)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:24.731228,"(2.3, 2.7, 2.6473584905660377)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.575757575757576)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.2, 5.0736842105263165)","(5.0, 6.4, 6.355555555555556)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:25.861879,"(2.3, 2.7, 2.6473584905660377)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.575757575757576)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.2, 5.166666666666667)","(5.0, 6.4, 6.415384615384616)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:27.054489,"(2.3, 2.64, 2.6340000000000003)","(17.0, 24.0, 21.724137931034484)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.2, 5.1000000000000005)","(5.0, 6.6, 6.454545454545454)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:28.171810,"(2.3, 2.68, 2.658181818181818)","(17.0, 24.0, 21.724137931034484)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.2, 5.115151515151515)","(5.0, 6.6, 6.393103448275862)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:29.238704,"(2.3, 2.7, 2.646760563380282)","(17.0, 24.0, 21.25)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.2, 5.140000000000001)","(5.0, 6.6, 6.388888888888889)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:30.339921,"(2.3, 2.66, 2.6352380952380954)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.2, 5.036363636363637)","(5.0, 6.4, 6.416216216216216)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:31.392701,"(2.3, 2.66, 2.6416666666666666)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.2, 4.99375)","(5.0, 6.6, 6.416216216216216)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:32.380790,"(2.3, 2.66, 2.6416666666666666)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.2, 5.036363636363637)","(5.0, 6.6, 6.428571428571429)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:33.429801,"(2.3, 2.66, 2.6433333333333335)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.2, 5.033333333333333)","(5.0, 6.6, 6.458064516129032)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:34.402622,"(2.3, 2.66, 2.641818181818182)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.1, 4.985714285714286)","(5.0, 6.6, 6.533333333333333)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:35.402689,"(2.3, 2.66, 2.645714285714286)","(17.0, 24.0, 22.0)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.1, 5.033333333333333)","(5.0, 6.6, 6.533333333333333)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:36.375491,"(2.3, 2.66, 2.645714285714286)","(17.0, 24.0, 22.166666666666668)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.1, 5.0625)","(5.0, 6.6, 6.458064516129032)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:37.352492,"(2.3, 2.66, 2.645714285714286)","(17.0, 24.0, 22.166666666666668)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.872727272727273)","(4.0, 5.1, 5.0625)","(5.0, 6.6, 6.458064516129032)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:38.402325,"(2.3, 2.68, 2.6742857142857144)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.703846153846154)","(4.0, 5.1, 5.078571428571428)","(5.0, 6.6, 6.435294117647059)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:39.452417,"(2.3, 2.66, 2.648)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.825)","(4.0, 5.1, 5.042857142857143)","(5.0, 6.6, 6.416216216216216)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:40.503850,"(2.3, 2.66, 2.6473684210526316)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.825)","(4.0, 5.3, 5.0625)","(5.0, 6.6, 6.416216216216216)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:41.503776,"(2.3, 2.66, 2.6458823529411766)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.864705882352942)","(4.0, 5.3, 5.088888888888889)","(5.0, 6.6, 6.416216216216216)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:42.482370,"(2.3, 2.66, 2.6458823529411766)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.864705882352942)","(4.0, 5.3, 5.088888888888889)","(5.0, 6.6, 6.416216216216216)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:43.742465,"(2.3, 2.66, 2.646666666666667)","(17.0, 24.0, 22.0)","(8.0, 11.0, 10.481481481481481)","(8.5, 9.8, 9.7)","(4.0, 5.3, 5.136363636363637)","(5.0, 6.6, 6.416216216216216)","(21.0, 32.0, 30.17391304347826)"
07-01-2023 19:36:44.908268,"(2.3, 2.66, 2.6350000000000002)","(17.0, 24.0, 22.0)","(8.0, 11.0, 10.481481481481481)","(8.5, 10.5, 9.925)","(4.0, 5.3, 5.157142857142857)","(5.0, 6.6, 6.4222222222222225)","(21.0, 32.0, 30.526315789473685)"
07-01-2023 19:36:46.022477,"(2.3, 2.66, 2.6326315789473687)","(17.0, 24.0, 22.263157894736842)","(8.0, 11.0, 10.5625)","(8.5, 10.0, 9.925)","(4.0, 5.3, 5.157142857142857)","(5.0, 6.6, 6.438095238095238)","(21.0, 32.0, 30.105263157894736)"
07-01-2023 19:36:47.060442,"(2.3, 2.66, 2.6347368421052635)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 10.633333333333333)","(8.5, 10.0, 9.925)","(4.0, 5.3, 5.157142857142857)","(5.0, 6.6, 6.438095238095238)","(21.0, 32.0, 30.105263157894736)"
07-01-2023 19:36:48.249477,"(2.3, 2.64, 2.6333333333333333)","(17.0, 24.0, 22.08695652173913)","(8.0, 11.0, 11.692307692307692)","(8.5, 9.8, 9.733333333333334)","(4.0, 5.3, 5.199999999999999)","(5.0, 6.6, 6.43)","(21.0, 32.0, 30.363636363636363)"
07-01-2023 19:36:49.319753,"(2.3, 2.66, 2.64)","(17.0, 24.0, 22.08695652173913)","(8.0, 12.0, 11.692307692307692)","(8.5, 9.8, 9.733333333333334)","(4.0, 5.3, 5.157142857142857)","(5.0, 6.6, 6.43)","(21.0, 32.0, 30.75862068965517)"
07-01-2023 19:36:50.480312,"(2.3, 2.64, 2.6191304347826088)","(17.0, 24.0, 22.08695652173913)","(8.0, 12.0, 11.782608695652174)","(8.5, 9.8, 9.775)","(4.0, 5.3, 5.1125)","(5.0, 6.6, 6.43)","(21.0, 32.0, 30.75862068965517)"
07-01-2023 19:36:51.579753,"(2.3, 2.64, 2.6329411764705886)","(17.0, 24.0, 22.08695652173913)","(8.0, 12.0, 11.782608695652174)","(8.5, 9.8, 9.733333333333334)","(4.0, 5.3, 5.199999999999999)","(5.0, 6.6, 6.43)","(21.0, 32.0, 30.75862068965517)"
07-01-2023 19:36:52.625371,"(2.3, 2.64, 2.620909090909091)","(17.0, 24.0, 22.263157894736842)","(8.0, 12.0, 11.545454545454545)","(8.5, 9.8, 9.733333333333334)","(4.0, 5.3, 5.157894736842105)","(5.0, 6.6, 6.43)","(21.0, 32.0, 30.105263157894736)"
07-01-2023 19:36:53.708685,"(2.3, 2.64, 2.6184615384615384)","(17.0, 24.0, 22.263157894736842)","(8.0, 12.0, 11.514285714285714)","(8.5, 10.0, 9.728)","(4.0, 5.3, 5.107142857142857)","(5.0, 6.6, 6.43)","(21.0, 32.0, 30.105263157894736)"
07-01-2023 19:36:54.728152,"(2.3, 2.64, 2.6252631578947367)","(17.0, 24.0, 22.263157894736842)","(8.0, 12.0, 11.585365853658537)","(8.5, 10.0, 9.727272727272728)","(4.0, 5.3, 5.107142857142857)","(5.0, 6.6, 6.391666666666667)","(21.0, 32.0, 30.75862068965517)"
07-01-2023 19:36:55.890628,"(2.3, 2.64, 2.6342857142857143)","(17.0, 24.0, 22.08695652173913)","(8.0, 12.0, 11.585365853658537)","(8.5, 9.8, 9.285714285714285)","(4.0, 5.3, 5.130434782608695)","(5.0, 6.4, 6.391666666666667)","(21.0, 32.0, 30.75862068965517)"
07-01-2023 19:36:57.003741,"(2.25, 2.64, 2.6282352941176472)","(17.0, 24.0, 22.08695652173913)","(8.0, 12.0, 11.595238095238095)","(8.5, 9.8, 9.616666666666667)","(4.0, 5.3, 4.917543859649123)","(5.0, 6.4, 6.448648648648648)","(21.0, 32.0, 30.75862068965517)"
07-01-2023 19:36:58.009681,"(2.25, 2.66, 2.656)","(17.0, 24.0, 22.08695652173913)","(8.0, 12.0, 11.595238095238095)","(8.5, 9.8, 9.616666666666667)","(4.0, 5.0, 4.926315789473684)","(5.0, 6.6, 6.448648648648648)","(21.0, 32.0, 30.1)"
07-01-2023 19:36:59.191652,"(2.25, 2.68, 2.6447058823529415)","(17.0, 24.0, 22.08695652173913)","(8.0, 12.0, 11.595238095238095)","(8.5, 9.8, 9.616666666666667)","(4.0, 5.0, 4.926315789473684)","(5.0, 6.6, 6.448648648648648)","(21.0, 32.0, 30.1)"
07-01-2023 19:37:00.430069,"(2.25, 2.66, 2.64)","(17.0, 24.0, 22.533333333333335)","(8.0, 12.0, 11.595238095238095)","(8.5, 9.8, 9.433333333333334)","(4.0, 5.0, 4.934883720930233)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 30.53846153846154)"
07-01-2023 19:37:01.573194,"(2.25, 2.66, 2.652727272727273)","(17.0, 24.0, 22.533333333333335)","(8.0, 12.0, 11.595238095238095)","(8.5, 9.8, 9.433333333333334)","(4.0, 5.0, 4.934883720930233)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 30.105263157894736)"
07-01-2023 19:37:02.644406,"(2.25, 2.68, 2.65375)","(17.0, 24.0, 22.482758620689655)","(8.0, 12.0, 11.595238095238095)","(8.5, 9.8, 9.433333333333334)","(4.0, 5.0, 5.047058823529412)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 30.105263157894736)"
07-01-2023 19:37:03.908855,"(2.25, 2.68, 2.652)","(17.0, 24.0, 22.083333333333332)","(8.0, 12.0, 11.604651162790697)","(8.5, 9.8, 9.433333333333334)","(4.0, 5.1, 5.02)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 29.3)"
07-01-2023 19:37:05.201918,"(2.25, 2.68, 2.652)","(17.0, 24.0, 22.083333333333332)","(8.0, 12.0, 11.604651162790697)","(8.5, 9.8, 9.433333333333334)","(4.0, 5.2, 5.042857142857143)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 29.545454545454547)"
07-01-2023 19:37:06.428970,"(2.25, 2.68, 2.6660000000000004)","(17.0, 24.0, 22.083333333333332)","(8.0, 12.0, 11.68421052631579)","(8.5, 9.8, 9.433333333333334)","(4.0, 5.2, 5.09)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 29.545454545454547)"
07-01-2023 19:37:07.651708,"(2.25, 2.68, 2.6660000000000004)","(17.0, 24.0, 22.08695652173913)","(8.0, 12.0, 11.68421052631579)","(8.5, 9.8, 9.433333333333334)","(4.0, 5.1, 5.09)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 29.652173913043477)"
07-01-2023 19:37:08.901322,"(2.25, 2.68, 2.6660000000000004)","(17.0, 24.0, 22.08695652173913)","(8.0, 12.0, 11.68421052631579)","(8.5, 9.8, 9.433333333333334)","(4.0, 5.1, 5.0935483870967735)","(5.0, 6.6, 6.409090909090909)","(21.0, 32.0, 29.652173913043477)"
07-01-2023 19:37:10.126663,"(2.25, 2.68, 2.672)","(17.0, 24.0, 22.666666666666668)","(8.0, 12.0, 11.742857142857144)","(8.5, 9.8, 9.65)","(4.0, 5.1, 5.057142857142857)","(5.0, 6.6, 6.409090909090909)","(21.0, 32.0, 30.56)"
07-01-2023 19:37:11.357854,"(2.25, 2.66, 2.6485714285714286)","(17.0, 24.0, 22.666666666666668)","(8.0, 12.0, 11.702702702702704)","(8.5, 9.8, 9.65)","(4.0, 5.1, 5.122222222222223)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 30.105263157894736)"
07-01-2023 19:37:12.625349,"(2.25, 2.64, 2.6072727272727274)","(17.0, 24.0, 22.666666666666668)","(8.0, 12.0, 11.702702702702704)","(8.5, 9.8, 9.65)","(4.0, 5.2, 5.122222222222223)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 30.434782608695652)"
07-01-2023 19:37:13.764289,"(2.25, 2.62, 2.5933333333333333)","(17.0, 24.0, 22.666666666666668)","(8.0, 12.0, 11.702702702702704)","(8.5, 9.8, 9.65)","(4.0, 5.2, 5.1)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 30.666666666666668)"
07-01-2023 19:37:14.862535,"(2.25, 2.62, 2.592)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.742857142857144)","(8.5, 9.8, 9.65)","(4.0, 5.2, 5.1692307692307695)","(5.0, 6.6, 6.4)","(21.0, 32.0, 30.666666666666668)"
07-01-2023 19:37:15.851532,"(2.25, 2.58, 2.572)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.742857142857144)","(8.5, 10.0, 9.666666666666666)","(4.0, 5.2, 5.122222222222223)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:17.045858,"(2.25, 2.58, 2.572)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.742857142857144)","(8.5, 10.0, 9.833333333333334)","(4.0, 5.2, 5.122222222222223)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:18.250540,"(2.25, 2.58, 2.5733333333333333)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.742857142857144)","(8.5, 10.0, 9.9)","(4.0, 5.2, 5.1692307692307695)","(5.0, 6.6, 6.442105263157894)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:19.323183,"(2.25, 2.58, 2.5685714285714285)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.7)","(8.5, 10.5, 9.882352941176471)","(4.0, 5.2, 5.1692307692307695)","(5.0, 6.6, 6.442105263157894)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:20.426612,"(2.25, 2.58, 2.572)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.742857142857144)","(8.5, 10.5, 10.021739130434783)","(4.0, 5.2, 5.183333333333334)","(5.0, 6.6, 6.442105263157894)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:21.531000,"(2.25, 2.58, 2.5733333333333333)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.742857142857144)","(8.5, 10.5, 10.026315789473685)","(4.0, 5.2, 5.183333333333334)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:22.759633,"(2.25, 2.58, 2.566666666666667)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.8125)","(8.5, 10.5, 10.026315789473685)","(4.0, 5.2, 5.183333333333334)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:23.949453,"(2.25, 2.58, 2.5685714285714285)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.8125)","(8.5, 10.5, 10.026315789473685)","(4.0, 5.2, 5.183333333333334)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:25.116535,"(2.25, 2.58, 2.5685714285714285)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.8125)","(8.5, 10.5, 10.333333333333334)","(4.0, 5.2, 5.192)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:26.189855,"(2.25, 2.58, 2.565)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.8125)","(8.5, 10.5, 10.470588235294118)","(4.0, 5.2, 5.166666666666667)","(5.0, 6.6, 6.4243902439024385)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:27.380845,"(2.25, 2.58, 2.556)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.8125)","(8.5, 10.5, 10.444444444444445)","(4.0, 5.2, 5.118181818181818)","(5.0, 6.6, 6.419047619047619)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:28.621178,"(2.25, 2.58, 2.564)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.847826086956522)","(8.5, 10.5, 10.3)","(4.0, 5.2, 5.133333333333333)","(5.0, 6.6, 6.404444444444445)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:29.829502,"(2.25, 2.58, 2.564)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.847826086956522)","(8.5, 10.5, 10.4375)","(4.0, 5.2, 5.171428571428572)","(5.0, 6.6, 6.404444444444445)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:30.941563,"(2.25, 2.58, 2.556)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.86)","(8.5, 10.5, 10.3125)","(4.0, 5.2, 5.190476190476191)","(5.0, 6.6, 6.39047619047619)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:31.903748,"(2.25, 2.58, 2.5583333333333336)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.86)","(8.5, 11.0, 10.25)","(4.0, 5.2, 5.17037037037037)","(5.0, 6.6, 6.39047619047619)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:33.131352,"(2.25, 2.58, 2.556923076923077)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.86)","(8.5, 11.0, 10.464285714285714)","(4.0, 5.2, 5.1863636363636365)","(5.0, 6.6, 6.377777777777777)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:34.273515,"(2.25, 2.56, 2.556923076923077)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.86)","(8.5, 11.0, 10.4)","(4.0, 5.2, 5.1863636363636365)","(5.0, 6.6, 6.350943396226415)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:35.378356,"(2.25, 2.56, 2.556923076923077)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.887096774193548)","(8.5, 11.0, 10.37037037037037)","(4.0, 5.2, 5.291666666666666)","(5.0, 6.6, 6.348148148148148)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:36.424304,"(2.25, 2.56, 2.556923076923077)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.852941176470589)","(8.5, 11.0, 10.37037037037037)","(4.0, 5.3, 5.291666666666666)","(5.0, 6.6, 6.348148148148148)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:37.612627,"(2.25, 2.56, 2.556923076923077)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.852941176470589)","(8.5, 11.0, 10.291666666666666)","(4.0, 5.3, 5.227777777777778)","(5.0, 6.6, 6.348148148148148)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:38.803796,"(2.25, 2.56, 2.556923076923077)","(17.0, 24.0, 22.666666666666668)","(8.5, 12.0, 11.852941176470589)","(8.5, 11.0, 10.477272727272727)","(4.0, 5.3, 5.222448979591836)","(5.0, 6.6, 6.364383561643836)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:39.951262,"(2.25, 2.56, 2.5542857142857143)","(17.0, 24.0, 22.73170731707317)","(8.5, 12.0, 11.871794871794872)","(8.5, 11.0, 10.477272727272727)","(4.0, 5.3, 5.222448979591836)","(5.0, 6.6, 6.364383561643836)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:41.026798,"(2.25, 2.56, 2.5542857142857143)","(17.0, 24.0, 23.161290322580644)","(8.5, 12.0, 11.871794871794872)","(8.5, 10.5, 10.095238095238095)","(4.0, 5.3, 5.222448979591836)","(5.0, 6.6, 6.366666666666666)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:42.111039,"(2.25, 2.56, 2.5576470588235294)","(17.0, 24.0, 22.7)","(8.5, 12.0, 11.871794871794872)","(8.5, 10.5, 9.933333333333334)","(4.0, 5.3, 5.222448979591836)","(5.0, 6.6, 6.366666666666666)","(21.0, 32.0, 30.434782608695652)"
07-01-2023 19:37:43.386130,"(2.25, 2.58, 2.561081081081081)","(17.0, 24.0, 22.7)","(8.5, 12.0, 11.868421052631579)","(8.5, 10.5, 9.905000000000001)","(4.0, 5.3, 5.2823529411764705)","(5.0, 6.6, 6.366666666666666)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:44.606026,"(2.25, 2.56, 2.5492307692307694)","(17.0, 24.0, 22.7)","(8.5, 12.0, 11.868421052631579)","(8.5, 10.5, 9.986666666666666)","(4.0, 5.4, 5.300000000000001)","(5.0, 6.6, 6.366666666666666)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:45.765879,"(2.25, 2.56, 2.553684210526316)","(17.0, 24.0, 22.7)","(8.5, 12.0, 11.880952380952381)","(8.5, 10.5, 9.907692307692308)","(4.0, 5.4, 5.28)","(5.0, 6.6, 6.376470588235294)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:46.971810,"(2.25, 2.56, 2.5521739130434784)","(17.0, 24.0, 22.7)","(8.5, 12.0, 11.878048780487806)","(8.5, 10.5, 9.907692307692308)","(4.0, 5.4, 5.2823529411764705)","(5.0, 6.6, 6.376470588235294)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:48.191914,"(2.25, 2.56, 2.5525)","(17.0, 24.0, 22.7)","(9.0, 12.0, 11.8125)","(8.5, 10.5, 9.907692307692308)","(4.2, 5.4, 5.296551724137931)","(5.0, 6.6, 6.3731343283582085)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:49.407850,"(2.25, 2.56, 2.5525)","(17.0, 24.0, 22.7)","(9.0, 12.0, 11.8125)","(8.5, 10.5, 9.907692307692308)","(4.2, 5.4, 5.293333333333334)","(5.0, 6.6, 6.376470588235294)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:50.705078,"(2.25, 2.56, 2.5525)","(17.0, 24.0, 22.7)","(9.0, 12.0, 11.8125)","(8.5, 10.5, 9.921739130434784)","(4.2, 5.4, 5.290322580645162)","(5.0, 6.6, 6.376470588235294)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:51.901871,"(2.25, 2.56, 2.5526530612244898)","(17.0, 24.0, 22.7)","(9.0, 12.0, 11.797619047619047)","(8.5, 10.5, 9.921739130434784)","(4.2, 5.4, 5.233333333333333)","(5.0, 6.6, 6.376470588235294)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:53.171906,"(2.25, 2.56, 2.552340425531915)","(17.0, 24.0, 22.7)","(9.0, 12.0, 11.776315789473685)","(8.5, 10.5, 10.007407407407408)","(4.2, 5.3, 5.214285714285714)","(5.0, 6.6, 6.376470588235294)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:54.329982,"(2.25, 2.56, 2.5552941176470587)","(17.0, 24.0, 22.7)","(9.0, 12.0, 11.797297297297296)","(8.5, 10.5, 10.007407407407408)","(4.2, 5.3, 5.271428571428571)","(5.0, 6.6, 6.376470588235294)","(21.0, 32.0, 30.714285714285715)"
