,World Of Fools,Adios See Ya,Toller,Lion Of The Sea,Jaime Jamel,Dinner Bell,Scaredy Cat,Baytown Jakester,Forever The Boss,Urban Warrior
05-01-2023 12:24:03.954700,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.96, 2.6291891891891894)","(8.0, 10.0, 9.578947368421053)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.2, 7.959999999999999)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.714285714285715)"
05-01-2023 12:24:05.203782,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.96, 2.6291891891891894)","(8.0, 10.0, 9.578947368421053)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.2, 7.959999999999999)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.714285714285715)"
05-01-2023 12:24:06.561203,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.96, 2.6291891891891894)","(8.0, 10.0, 9.578947368421053)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.2, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:07.832549,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.96, 2.6291891891891894)","(8.0, 10.0, 9.578947368421053)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:09.122423,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.94, 2.665714285714286)","(8.0, 10.0, 9.578947368421053)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:10.381774,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.94, 2.7800000000000002)","(8.0, 10.0, 9.578947368421053)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:11.626741,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.94, 2.7800000000000002)","(8.0, 10.0, 9.578947368421053)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:12.832494,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.94, 2.89)","(8.0, 10.0, 9.578947368421053)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:13.977427,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.94, 2.89)","(8.0, 10.0, 9.578947368421053)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:15.211917,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.94, 2.89)","(8.0, 10.0, 9.578947368421053)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:16.517865,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.94, 2.89)","(8.0, 10.0, 9.578947368421053)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:17.859109,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.94, 2.84)","(8.0, 10.0, 9.578947368421053)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:19.344047,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 10.0, 9.578947368421053)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:20.672633,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 10.0, 9.066666666666666)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:21.944384,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 10.0, 9.066666666666666)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:23.188687,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 10.0, 9.066666666666666)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:24.401858,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 10.0, 9.066666666666666)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:25.665272,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 10.0, 9.066666666666666)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:26.932319,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 9.8, 9.457142857142857)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.5)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:28.180693,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 9.8, 9.457142857142857)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 27.0, 21.0)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:29.418667,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 9.8, 9.457142857142857)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 27.0, 21.0)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:30.740406,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 9.8, 9.457142857142857)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 27.0, 20.666666666666668)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:32.092449,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 9.8, 9.457142857142857)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 20.666666666666668)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:33.367102,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 9.8, 9.457142857142857)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 20.666666666666668)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:34.642019,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 9.8, 9.457142857142857)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 20.666666666666668)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:35.929137,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 9.8, 9.457142857142857)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 20.666666666666668)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:37.221888,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 9.8, 9.457142857142857)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 20.666666666666668)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:38.566283,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 9.8, 9.457142857142857)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 20.666666666666668)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:39.830089,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 9.8, 9.457142857142857)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 20.666666666666668)","(4.8, 8.4, 7.633333333333333)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:41.192193,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 9.8, 9.457142857142857)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 21.0)","(4.8, 8.4, 7.626086956521739)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.711111111111112)"
05-01-2023 12:24:42.481694,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.815)","(8.0, 9.8, 9.457142857142857)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 27.0, 22.714285714285715)","(4.8, 7.8, 7.688888888888889)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.8, 9.327272727272728)"
05-01-2023 12:24:43.757962,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.878)","(8.0, 9.8, 9.615384615384617)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 27.0, 22.25)","(4.8, 8.4, 7.688888888888889)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.4, 8.672727272727272)"
05-01-2023 12:24:45.022414,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.878)","(8.0, 9.8, 9.615384615384617)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.25)","(4.8, 8.4, 7.688888888888889)","(6.5, 10.5, 10.256756756756756)","(6.5, 9.0, 8.48)"
05-01-2023 12:24:46.382884,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.87125)","(8.0, 9.8, 9.615384615384617)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.25)","(4.8, 8.4, 7.688888888888889)","(6.5, 10.5, 10.256756756756756)","(6.5, 8.8, 8.378947368421052)"
05-01-2023 12:24:47.743922,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.87125)","(8.0, 9.8, 9.615384615384617)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.25)","(4.8, 8.4, 7.8999999999999995)","(6.5, 10.5, 10.3)","(6.5, 8.8, 8.0)"
05-01-2023 12:24:49.027607,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.878)","(8.0, 9.8, 9.600000000000001)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 28.0, 22.25)","(4.8, 8.2, 8.114285714285714)","(6.5, 10.5, 10.3)","(6.5, 8.8, 8.190476190476192)"
05-01-2023 12:24:50.301517,"(21.0, 200.0, 127.60000000000001)","(9.0, 30.0, 19.333333333333332)","(2.7, 2.92, 2.878)","(8.0, 9.8, 9.600000000000001)","(31.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(9.0, 26.0, 22.666666666666664)","(4.8, 8.2, 8.114285714285714)","(6.5, 10.5, 10.323529411764707)","(6.5, 8.8, 8.190476190476192)"
05-01-2023 12:24:51.507615,"(21.0, 200.0, 127.60000000000001)","(8.5, 30.0, 19.333333333333332)","(2.7, 2.92, 2.878)","(8.5, 9.8, 9.600000000000001)","(26.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(8.5, 28.0, 22.666666666666664)","(4.6, 8.2, 8.028571428571428)","(7.0, 10.5, 10.323529411764707)","(6.5, 8.8, 8.190476190476192)"
05-01-2023 12:24:52.797971,"(21.0, 200.0, 127.60000000000001)","(8.5, 30.0, 19.333333333333332)","(2.7, 2.92, 2.878)","(8.5, 9.8, 9.600000000000001)","(26.0, 170.0, 133.5)","(21.0, 190.0, 133.33333333333331)","(8.5, 28.0, 22.666666666666664)","(4.6, 8.2, 7.866666666666666)","(7.0, 10.5, 10.323529411764707)","(6.5, 8.8, 7.866666666666667)"
05-01-2023 12:24:54.024348,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 23.6)","(2.7, 2.92, 2.878)","(8.5, 9.8, 9.600000000000001)","(26.0, 170.0, 97.5)","(21.0, 190.0, 147.5)","(9.0, 28.0, 20.4375)","(4.6, 8.2, 7.311627906976744)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.8, 8.0)"
05-01-2023 12:24:55.314444,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 23.6)","(2.7, 2.92, 2.8642857142857143)","(9.0, 9.8, 9.55)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 27.0, 21.25)","(4.6, 8.4, 7.311627906976744)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.317647058823528)"
05-01-2023 12:24:56.576811,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 23.6)","(2.7, 2.92, 2.8929032258064513)","(9.0, 9.8, 9.55)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 21.25)","(4.6, 8.4, 7.311627906976744)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.23076923076923)"
05-01-2023 12:24:57.896298,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 23.6)","(2.7, 2.92, 2.8929032258064513)","(9.0, 9.8, 9.55)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 21.25)","(4.6, 8.4, 7.311627906976744)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.23076923076923)"
05-01-2023 12:24:59.216898,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 23.6)","(2.7, 2.92, 2.8929032258064513)","(9.0, 9.8, 9.55)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 21.25)","(4.6, 8.4, 7.311627906976744)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.23076923076923)"
05-01-2023 12:25:00.445413,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 23.6)","(2.7, 2.92, 2.8929032258064513)","(9.0, 9.8, 9.4)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 21.25)","(4.6, 8.2, 7.699999999999999)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 7.408695652173913)"
05-01-2023 12:25:01.762733,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 23.6)","(2.7, 2.92, 2.8929032258064513)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 21.25)","(4.6, 8.2, 7.699999999999999)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.8, 7.466666666666667)"
05-01-2023 12:25:03.062163,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 22.0)","(2.7, 2.92, 2.8929032258064513)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 21.92857142857143)","(4.6, 8.2, 7.5600000000000005)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.8, 7.466666666666667)"
05-01-2023 12:25:04.327729,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 19.666666666666668)","(2.7, 2.92, 2.8)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 21.92857142857143)","(4.6, 8.2, 7.425000000000001)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.8, 7.533333333333333)"
05-01-2023 12:25:05.585381,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 19.666666666666668)","(2.7, 2.92, 2.855)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 21.92857142857143)","(4.6, 8.4, 7.425000000000001)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 7.533333333333333)"
05-01-2023 12:25:06.852222,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 19.666666666666668)","(2.7, 2.92, 2.855)","(9.0, 9.8, 9.64)","(26.0, 170.0, 133.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 21.92857142857143)","(4.6, 8.4, 7.425000000000001)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 7.533333333333333)"
05-01-2023 12:25:08.169721,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 19.666666666666668)","(2.7, 2.92, 2.855)","(9.0, 9.8, 9.64)","(26.0, 170.0, 133.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 21.92857142857143)","(4.6, 8.4, 7.425000000000001)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 7.533333333333333)"
05-01-2023 12:25:09.478855,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 19.666666666666668)","(2.7, 2.92, 2.855)","(9.0, 9.8, 9.64)","(26.0, 170.0, 133.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 21.92857142857143)","(4.6, 8.4, 7.425000000000001)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 7.533333333333333)"
05-01-2023 12:25:10.791883,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 19.666666666666668)","(2.7, 2.92, 2.855)","(9.0, 9.8, 9.64)","(26.0, 170.0, 133.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 21.92857142857143)","(4.6, 8.4, 7.425000000000001)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 7.533333333333333)"
05-01-2023 12:25:12.173838,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 19.666666666666668)","(2.7, 2.92, 2.855)","(9.0, 9.8, 9.64)","(26.0, 170.0, 133.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 21.92857142857143)","(4.6, 8.4, 7.425000000000001)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 7.533333333333333)"
05-01-2023 12:25:13.523479,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 19.666666666666668)","(2.7, 2.92, 2.855)","(9.0, 9.8, 9.64)","(26.0, 170.0, 133.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 23.625)","(4.6, 8.4, 7.425000000000001)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.266666666666666)"
05-01-2023 12:25:14.871142,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 22.5)","(2.7, 2.92, 2.8766666666666665)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 23.625)","(4.6, 8.4, 7.035)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.266666666666666)"
05-01-2023 12:25:16.163690,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 19.666666666666668)","(2.7, 2.92, 2.835294117647059)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 19.25)","(4.6, 8.4, 7.035)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.266666666666666)"
05-01-2023 12:25:17.433944,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 22.5)","(2.7, 2.92, 2.8685714285714283)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 19.25)","(4.6, 8.4, 7.043478260869565)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.266666666666666)"
05-01-2023 12:25:18.695452,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 22.5)","(2.7, 2.92, 2.8685714285714283)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 19.25)","(4.6, 8.4, 7.043478260869565)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.266666666666666)"
05-01-2023 12:25:19.986778,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 22.5)","(2.7, 2.92, 2.8755555555555556)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 19.25)","(4.6, 8.4, 7.043478260869565)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.266666666666666)"
05-01-2023 12:25:21.323591,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 19.666666666666668)","(2.7, 2.92, 2.8755555555555556)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 19.25)","(4.6, 8.4, 7.779999999999999)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.266666666666666)"
05-01-2023 12:25:22.654128,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 22.5)","(2.7, 2.92, 2.8755555555555556)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 20.0)","(4.6, 8.2, 7.779999999999999)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.138461538461538)"
05-01-2023 12:25:24.000896,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 22.5)","(2.7, 2.92, 2.8755555555555556)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 20.0)","(4.6, 8.2, 7.779999999999999)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.138461538461538)"
05-01-2023 12:25:25.284447,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 22.5)","(2.7, 2.92, 2.8755555555555556)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 20.0)","(4.6, 8.2, 7.779999999999999)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.138461538461538)"
05-01-2023 12:25:26.640039,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 22.75)","(2.7, 2.92, 2.8755555555555556)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 20.0)","(4.6, 8.2, 7.779999999999999)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.138461538461538)"
05-01-2023 12:25:28.023418,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 19.666666666666668)","(2.7, 2.92, 2.8755555555555556)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 20.0)","(4.6, 8.2, 7.779999999999999)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.138461538461538)"
05-01-2023 12:25:29.358561,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 19.666666666666668)","(2.7, 2.92, 2.8755555555555556)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 20.0)","(4.6, 8.2, 7.779999999999999)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.138461538461538)"
05-01-2023 12:25:30.702531,"(21.0, 200.0, 79.66666666666666)","(9.0, 30.0, 24.833333333333336)","(2.7, 2.92, 2.908421052631579)","(9.0, 9.8, 9.64)","(26.0, 170.0, 97.5)","(20.0, 190.0, 147.5)","(9.0, 26.0, 20.0)","(4.6, 8.2, 7.779999999999999)","(7.0, 10.5, 10.323529411764707)","(6.0, 8.6, 8.138461538461538)"
