,Radley Erskin,Gold On Black,Goddess Of War,Jerrys Mate,Willina Charm,Bundy Traveller,Oh So Orson,Toppers The One
11-01-2023 11:11:26.086225,"(1.65, 1.86, 1.857777777777778)","(3.1, 4.4, 4.266666666666667)","(26.0, 40.0, 37.0)","(13.0, 18.0, 15.096774193548388)","(14.0, 21.0, 20.4)","(11.0, 15.0, 14.0625)","(26.0, 55.0, 49.6)","(61.0, 440.0, 346.66666666666663)"
11-01-2023 11:11:27.138413,"(1.65, 1.89, 1.8844444444444444)","(3.1, 4.4, 4.266666666666667)","(26.0, 40.0, 34.4)","(13.0, 18.0, 15.441176470588236)","(14.0, 21.0, 20.4)","(11.0, 15.0, 14.0625)","(26.0, 55.0, 49.6)","(61.0, 440.0, 260.0)"
11-01-2023 11:11:28.192775,"(1.65, 1.89, 1.8844444444444444)","(3.1, 4.4, 4.32)","(26.0, 40.0, 34.4)","(13.0, 18.0, 15.441176470588236)","(14.0, 21.0, 20.4)","(11.0, 15.0, 14.0625)","(26.0, 55.0, 49.6)","(61.0, 350.0, 260.0)"
11-01-2023 11:11:29.399885,"(1.65, 1.89, 1.8844444444444444)","(3.1, 4.4, 4.32)","(26.0, 40.0, 35.130434782608695)","(13.0, 18.0, 16.555555555555557)","(14.0, 21.0, 20.4)","(11.0, 15.0, 14.0625)","(26.0, 55.0, 49.6)","(61.0, 350.0, 260.0)"
11-01-2023 11:11:30.562948,"(1.65, 1.88, 1.8755555555555554)","(3.1, 4.4, 4.32)","(26.0, 40.0, 35.130434782608695)","(13.0, 18.0, 17.055555555555557)","(14.0, 21.0, 20.473684210526315)","(11.0, 15.0, 13.88888888888889)","(26.0, 55.0, 52.0)","(61.0, 350.0, 260.0)"
11-01-2023 11:11:31.649767,"(1.65, 1.88, 1.8755555555555554)","(3.1, 4.4, 4.32)","(26.0, 40.0, 35.0)","(13.0, 18.0, 17.125)","(14.0, 23.0, 20.473684210526315)","(11.0, 15.0, 13.88888888888889)","(26.0, 55.0, 52.0)","(61.0, 350.0, 260.0)"
11-01-2023 11:11:32.738778,"(1.65, 1.88, 1.8755555555555554)","(3.1, 4.4, 4.20952380952381)","(26.0, 40.0, 35.0)","(13.0, 18.0, 17.058823529411764)","(14.0, 23.0, 20.473684210526315)","(11.0, 15.0, 13.88888888888889)","(26.0, 55.0, 52.0)","(61.0, 350.0, 260.0)"
11-01-2023 11:11:33.762938,"(1.65, 1.88, 1.8755555555555554)","(3.1, 4.4, 4.1454545454545455)","(26.0, 40.0, 36.0)","(13.0, 18.0, 17.058823529411764)","(14.0, 23.0, 20.4)","(11.0, 15.0, 14.117647058823529)","(26.0, 55.0, 48.18181818181818)","(61.0, 350.0, 260.0)"
11-01-2023 11:11:34.820812,"(1.65, 1.88, 1.8755555555555554)","(3.1, 4.4, 4.1454545454545455)","(26.0, 40.0, 36.0)","(13.0, 18.0, 16.615384615384617)","(14.0, 21.0, 20.571428571428573)","(11.0, 15.0, 14.117647058823529)","(26.0, 50.0, 48.18181818181818)","(61.0, 350.0, 205.0)"
11-01-2023 11:11:35.781964,"(1.65, 1.89, 1.8663157894736842)","(3.1, 4.4, 4.05)","(26.0, 40.0, 36.0)","(13.0, 18.0, 16.615384615384617)","(14.0, 21.0, 20.571428571428573)","(11.0, 15.0, 14.153846153846153)","(26.0, 50.0, 48.333333333333336)","(61.0, 450.0, 270.0)"
11-01-2023 11:11:36.748754,"(1.65, 1.9, 1.868)","(3.1, 4.4, 3.9357142857142855)","(26.0, 40.0, 38.285714285714285)","(13.0, 18.0, 16.941176470588236)","(14.0, 21.0, 20.727272727272727)","(11.0, 15.0, 14.153846153846153)","(26.0, 50.0, 47.142857142857146)","(61.0, 510.0, 280.0)"
11-01-2023 11:11:37.798720,"(1.65, 1.92, 1.89)","(3.1, 4.4, 3.9363636363636365)","(26.0, 40.0, 38.8)","(13.0, 18.0, 21.5)","(14.0, 21.0, 20.727272727272727)","(11.0, 15.0, 14.153846153846153)","(26.0, 50.0, 46.42857142857143)","(61.0, 350.0, 280.0)"
11-01-2023 11:11:38.887458,"(1.65, 1.92, 1.8975)","(3.0, 4.3, 4.2)","(26.0, 40.0, 38.8)","(13.0, 23.0, 20.75)","(15.0, 21.0, 21.352941176470587)","(11.0, 15.0, 14.0)","(26.0, 50.0, 46.52173913043478)","(61.0, 350.0, 280.0)"
11-01-2023 11:11:39.957334,"(1.65, 1.89, 1.8735714285714287)","(3.0, 4.4, 3.914285714285714)","(26.0, 40.0, 38.8)","(13.0, 22.0, 19.5)","(15.0, 23.0, 21.0)","(11.0, 15.0, 14.5)","(26.0, 50.0, 46.92307692307692)","(61.0, 350.0, 280.0)"
11-01-2023 11:11:40.995752,"(1.65, 1.89, 1.8708333333333333)","(3.0, 4.4, 3.914285714285714)","(26.0, 40.0, 38.8)","(13.0, 22.0, 19.5)","(15.0, 23.0, 21.0)","(11.0, 15.0, 14.5)","(26.0, 50.0, 46.52173913043478)","(61.0, 350.0, 280.0)"
11-01-2023 11:11:42.012769,"(1.65, 1.89, 1.86125)","(3.0, 4.4, 3.914285714285714)","(26.0, 40.0, 38.8)","(13.0, 22.0, 19.5)","(15.0, 23.0, 20.85)","(11.0, 15.0, 14.166666666666666)","(26.0, 50.0, 47.09090909090909)","(61.0, 350.0, 300.0)"
11-01-2023 11:11:43.013777,"(1.65, 1.89, 1.8516666666666668)","(3.0, 4.4, 3.9565217391304346)","(26.0, 40.0, 38.8)","(13.0, 22.0, 19.5)","(15.0, 21.0, 20.85)","(11.0, 15.0, 14.166666666666666)","(26.0, 50.0, 46.63157894736842)","(61.0, 390.0, 300.0)"
11-01-2023 11:11:44.002018,"(1.65, 1.89, 1.8571428571428572)","(3.0, 4.2, 4.0181818181818185)","(26.0, 40.0, 38.8)","(13.0, 22.0, 18.53846153846154)","(15.0, 21.0, 20.9)","(11.0, 15.0, 14.166666666666666)","(26.0, 50.0, 46.63157894736842)","(61.0, 390.0, 300.0)"
11-01-2023 11:11:45.055360,"(1.65, 1.89, 1.86125)","(3.0, 4.2, 3.86)","(26.0, 40.0, 38.8)","(13.0, 22.0, 18.53846153846154)","(15.0, 21.0, 20.9)","(11.0, 15.0, 14.5)","(26.0, 50.0, 47.09090909090909)","(61.0, 390.0, 300.0)"
11-01-2023 11:11:46.084080,"(1.65, 1.89, 1.86125)","(3.0, 4.2, 3.86)","(26.0, 40.0, 38.8)","(13.0, 22.0, 18.53846153846154)","(15.0, 21.0, 20.9)","(11.0, 15.0, 14.5)","(26.0, 50.0, 46.63157894736842)","(61.0, 390.0, 300.0)"
11-01-2023 11:11:47.165318,"(1.65, 1.89, 1.8571428571428572)","(3.0, 4.2, 3.875)","(26.0, 40.0, 38.8)","(13.0, 22.0, 17.736842105263158)","(15.0, 21.0, 21.727272727272727)","(11.0, 15.0, 14.375)","(26.0, 50.0, 47.09090909090909)","(61.0, 390.0, 300.0)"
11-01-2023 11:11:48.211886,"(1.65, 1.9, 1.8733333333333333)","(3.0, 4.2, 3.7454545454545456)","(26.0, 40.0, 38.8)","(13.0, 22.0, 17.95)","(15.0, 23.0, 21.727272727272727)","(11.0, 15.0, 14.375)","(26.0, 50.0, 47.09090909090909)","(61.0, 390.0, 280.0)"
11-01-2023 11:11:49.280991,"(1.65, 1.9, 1.8708333333333333)","(3.0, 4.2, 3.757142857142857)","(26.0, 40.0, 38.8)","(13.0, 22.0, 18.47826086956522)","(15.0, 23.0, 21.727272727272727)","(11.0, 15.0, 14.375)","(26.0, 50.0, 46.63157894736842)","(61.0, 390.0, 280.0)"
11-01-2023 11:11:50.359652,"(1.65, 1.9, 1.86)","(3.0, 4.2, 3.9019230769230773)","(26.0, 40.0, 38.8)","(13.0, 22.0, 18.47826086956522)","(15.0, 23.0, 21.727272727272727)","(11.0, 15.0, 14.375)","(26.0, 50.0, 47.333333333333336)","(61.0, 390.0, 280.0)"
11-01-2023 11:11:51.386668,"(1.65, 1.9, 1.8777777777777778)","(3.0, 4.2, 3.824242424242424)","(26.0, 40.0, 38.8)","(13.0, 22.0, 18.47826086956522)","(15.0, 23.0, 21.384615384615383)","(11.0, 15.0, 14.411764705882353)","(26.0, 48.0, 46.375)","(61.0, 390.0, 280.0)"
11-01-2023 11:11:52.471849,"(1.65, 1.9, 1.868)","(3.0, 4.2, 3.824242424242424)","(26.0, 40.0, 38.8)","(13.0, 22.0, 17.95)","(15.0, 23.0, 21.630434782608695)","(11.0, 15.0, 13.75)","(26.0, 48.0, 46.375)","(61.0, 390.0, 280.0)"
11-01-2023 11:11:53.594762,"(1.65, 1.9, 1.86)","(3.0, 4.2, 3.8266666666666667)","(26.0, 40.0, 38.8)","(13.0, 22.0, 18.47826086956522)","(15.0, 23.0, 21.630434782608695)","(11.0, 15.0, 13.75)","(26.0, 48.0, 46.63157894736842)","(61.0, 390.0, 280.0)"
11-01-2023 11:11:54.666170,"(1.65, 1.9, 1.8777777777777778)","(3.0, 4.2, 3.824242424242424)","(26.0, 40.0, 38.8)","(13.0, 22.0, 18.47826086956522)","(15.0, 23.0, 21.630434782608695)","(11.0, 15.0, 13.75)","(26.0, 48.0, 46.375)","(61.0, 390.0, 280.0)"
11-01-2023 11:11:55.750668,"(1.65, 1.9, 1.86)","(3.0, 4.1, 3.9)","(26.0, 40.0, 38.8)","(13.0, 22.0, 18.47826086956522)","(15.0, 23.0, 21.384615384615383)","(11.0, 15.0, 16.2)","(26.0, 48.0, 46.75)","(61.0, 390.0, 280.0)"
11-01-2023 11:11:56.833858,"(1.65, 1.9, 1.873076923076923)","(3.0, 4.1, 3.872413793103448)","(26.0, 40.0, 38.8)","(13.0, 22.0, 18.47826086956522)","(15.0, 23.0, 21.384615384615383)","(11.0, 16.5, 14.75)","(26.0, 48.0, 46.75)","(61.0, 390.0, 286.6666666666667)"
11-01-2023 11:11:57.897170,"(1.65, 1.9, 1.86)","(3.0, 4.1, 3.872413793103448)","(26.0, 40.0, 38.8)","(14.0, 22.0, 17.95)","(15.0, 23.0, 21.384615384615383)","(11.0, 14.5, 15.0)","(26.0, 48.0, 46.46153846153846)","(61.0, 350.0, 280.0)"
11-01-2023 11:11:58.892440,"(1.65, 1.91, 1.8671428571428572)","(3.0, 3.95, 3.9312500000000004)","(26.0, 40.0, 38.8)","(14.0, 22.0, 18.47826086956522)","(15.0, 23.0, 21.630434782608695)","(11.0, 15.5, 14.833333333333334)","(26.0, 48.0, 46.57142857142857)","(61.0, 350.0, 280.0)"
11-01-2023 11:11:59.930791,"(1.65, 1.91, 1.898)","(3.0, 3.95, 3.9312500000000004)","(26.0, 40.0, 38.8)","(14.0, 22.0, 18.47826086956522)","(15.0, 23.0, 21.630434782608695)","(11.0, 15.5, 15.166666666666666)","(26.0, 48.0, 46.18181818181818)","(61.0, 350.0, 280.0)"
11-01-2023 11:12:00.927283,"(1.65, 1.88, 1.8675)","(3.0, 3.9, 3.8625)","(26.0, 40.0, 38.8)","(14.0, 22.0, 18.76)","(15.0, 23.0, 21.630434782608695)","(11.0, 15.5, 15.166666666666666)","(26.0, 48.0, 46.18181818181818)","(61.0, 350.0, 280.0)"
11-01-2023 11:12:01.953365,"(1.65, 1.88, 1.8525)","(3.0, 3.95, 3.935714285714286)","(26.0, 40.0, 38.8)","(14.0, 22.0, 18.5)","(15.0, 23.0, 21.857142857142858)","(11.0, 16.0, 14.833333333333334)","(26.0, 48.0, 44.470588235294116)","(61.0, 350.0, 280.0)"
11-01-2023 11:12:02.985607,"(1.65, 1.88, 1.8525)","(3.0, 4.0, 3.9827586206896552)","(26.0, 40.0, 38.666666666666664)","(14.0, 21.0, 18.5)","(15.0, 23.0, 21.857142857142858)","(11.0, 16.0, 14.833333333333334)","(26.0, 48.0, 44.470588235294116)","(61.0, 350.0, 285.0)"
11-01-2023 11:12:03.989498,"(1.65, 1.92, 1.87625)","(3.0, 3.9, 3.8516129032258064)","(26.0, 40.0, 39.0)","(14.0, 21.0, 18.5)","(15.0, 23.0, 21.857142857142858)","(11.0, 16.0, 14.8)","(26.0, 48.0, 44.25)","(61.0, 350.0, 285.0)"
11-01-2023 11:12:04.971313,"(1.65, 1.91, 1.8692857142857142)","(3.0, 3.9, 3.8516129032258064)","(26.0, 40.0, 39.0)","(14.0, 21.0, 18.5)","(15.0, 23.0, 21.857142857142858)","(11.0, 16.0, 14.833333333333334)","(26.0, 48.0, 44.666666666666664)","(61.0, 350.0, 285.0)"
11-01-2023 11:12:05.987851,"(1.65, 1.9, 1.89)","(3.0, 3.9, 3.8516129032258064)","(26.0, 40.0, 39.0)","(14.0, 21.0, 18.34)","(15.0, 23.0, 22.157894736842106)","(11.0, 16.0, 15.25)","(26.0, 48.0, 45.77777777777778)","(61.0, 350.0, 322.5)"
11-01-2023 11:12:06.978468,"(1.65, 1.9, 1.8722222222222222)","(3.0, 3.9, 3.832894736842105)","(26.0, 44.0, 42.5)","(14.0, 21.0, 18.34)","(15.0, 23.0, 22.157894736842106)","(11.0, 16.0, 15.4)","(26.0, 48.0, 44.36363636363637)","(61.0, 350.0, 322.5)"
11-01-2023 11:12:07.971265,"(1.65, 1.91, 1.861923076923077)","(3.0, 3.85, 3.7576923076923077)","(26.0, 44.0, 39.5)","(14.0, 21.0, 17.875)","(15.0, 23.0, 22.157894736842106)","(11.0, 16.0, 15.6)","(26.0, 48.0, 46.18181818181818)","(61.0, 350.0, 322.5)"
11-01-2023 11:12:08.994494,"(1.65, 1.91, 1.861923076923077)","(3.0, 3.85, 3.7576923076923077)","(26.0, 44.0, 39.5)","(14.0, 21.0, 17.875)","(15.0, 23.0, 22.157894736842106)","(11.0, 16.0, 15.454545454545455)","(26.0, 48.0, 46.18181818181818)","(61.0, 350.0, 316.6666666666667)"
11-01-2023 11:12:10.013124,"(1.65, 1.91, 1.9014285714285712)","(3.0, 3.65, 3.6444444444444444)","(26.0, 44.0, 39.5)","(14.0, 21.0, 16.454545454545453)","(15.0, 23.0, 22.157894736842106)","(11.0, 16.0, 15.625)","(26.0, 48.0, 47.0)","(61.0, 350.0, 320.0)"
11-01-2023 11:12:11.050535,"(1.65, 1.91, 1.8908)","(3.0, 3.75, 3.675)","(26.0, 44.0, 39.5)","(14.0, 21.0, 17.363636363636363)","(15.0, 23.0, 22.157894736842106)","(11.0, 16.0, 15.625)","(26.0, 48.0, 46.5)","(61.0, 350.0, 327.5)"
11-01-2023 11:12:12.133050,"(1.65, 1.91, 1.8908)","(3.0, 3.75, 3.675)","(26.0, 44.0, 39.5)","(14.0, 21.0, 17.363636363636363)","(15.0, 23.0, 22.157894736842106)","(11.0, 16.0, 15.625)","(26.0, 48.0, 48.333333333333336)","(61.0, 350.0, 395.0)"
11-01-2023 11:12:13.169748,"(1.65, 1.91, 1.8908)","(3.0, 3.75, 3.6879310344827587)","(26.0, 44.0, 39.5)","(14.0, 21.0, 17.363636363636363)","(15.0, 23.0, 22.157894736842106)","(11.0, 16.0, 15.25)","(26.0, 50.0, 47.333333333333336)","(61.0, 440.0, 395.0)"
11-01-2023 11:12:14.229108,"(1.65, 1.91, 1.8908)","(3.0, 3.75, 3.6879310344827587)","(26.0, 44.0, 39.5)","(14.0, 21.0, 17.363636363636363)","(15.0, 23.0, 22.2)","(11.0, 16.0, 15.571428571428571)","(26.0, 50.0, 48.0)","(61.0, 440.0, 395.0)"
11-01-2023 11:12:15.349361,"(1.65, 1.91, 1.8954545454545453)","(3.0, 3.65, 3.6386363636363637)","(26.0, 44.0, 42.94117647058823)","(14.0, 21.0, 17.2)","(15.0, 23.0, 22.571428571428573)","(11.0, 16.0, 15.4)","(26.0, 50.0, 48.54545454545455)","(61.0, 440.0, 327.5)"
11-01-2023 11:12:16.413892,"(1.65, 1.91, 1.8934482758620688)","(3.0, 3.75, 3.7083333333333335)","(26.0, 44.0, 42.94117647058823)","(14.0, 20.0, 17.333333333333332)","(15.0, 23.0, 24.5)","(11.0, 16.0, 15.6)","(26.0, 50.0, 47.333333333333336)","(61.0, 350.0, 327.5)"
11-01-2023 11:12:17.503953,"(1.65, 1.91, 1.8934482758620688)","(3.0, 3.8, 3.71)","(26.0, 44.0, 42.94117647058823)","(14.0, 20.0, 17.037037037037038)","(15.0, 25.0, 24.5)","(11.0, 16.0, 15.4)","(26.0, 50.0, 69.2)","(61.0, 350.0, 326.6666666666667)"
11-01-2023 11:12:18.649961,"(1.65, 1.91, 1.88625)","(3.0, 3.8, 3.7111111111111112)","(26.0, 44.0, 39.5)","(14.0, 20.0, 17.5)","(15.0, 25.0, 24.5)","(11.0, 16.0, 15.625)","(26.0, 75.0, 56.34782608695652)","(61.0, 350.0, 332.5)"
11-01-2023 11:12:19.810631,"(1.65, 1.91, 1.8851724137931034)","(3.0, 3.75, 3.632142857142857)","(26.0, 44.0, 39.5)","(14.0, 20.0, 16.818181818181817)","(15.0, 25.0, 24.294117647058822)","(11.0, 16.0, 15.454545454545455)","(26.0, 80.0, 60.10810810810811)","(61.0, 350.0, 332.5)"
11-01-2023 11:12:20.899764,"(1.65, 1.91, 1.8881818181818182)","(3.0, 3.65, 3.632142857142857)","(26.0, 44.0, 39.5)","(14.0, 20.0, 16.666666666666668)","(15.0, 25.0, 24.454545454545453)","(11.0, 16.0, 15.142857142857142)","(26.0, 80.0, 58.35294117647059)","(61.0, 350.0, 332.5)"
11-01-2023 11:12:21.946687,"(1.65, 1.93, 1.9)","(3.0, 3.65, 3.632142857142857)","(26.0, 44.0, 39.5)","(14.0, 20.0, 16.666666666666668)","(15.0, 25.0, 24.454545454545453)","(11.0, 16.0, 15.1)","(26.0, 80.0, 58.35294117647059)","(61.0, 350.0, 332.5)"
11-01-2023 11:12:23.010845,"(1.65, 1.93, 1.907142857142857)","(3.0, 3.65, 3.5875)","(26.0, 44.0, 39.5)","(14.0, 20.0, 16.666666666666668)","(15.0, 25.0, 24.454545454545453)","(11.0, 16.0, 15.1)","(26.0, 80.0, 51.69230769230769)","(61.0, 350.0, 332.5)"
11-01-2023 11:12:24.066454,"(1.65, 1.93, 1.907142857142857)","(3.0, 3.65, 3.564285714285714)","(26.0, 44.0, 39.5)","(14.0, 20.0, 17.142857142857142)","(15.0, 25.0, 23.85)","(11.0, 16.0, 15.1)","(26.0, 80.0, 60.631578947368425)","(61.0, 350.0, 332.5)"
11-01-2023 11:12:25.121186,"(1.65, 1.91, 1.9004545454545454)","(3.0, 3.65, 3.565384615384615)","(26.0, 44.0, 41.42857142857143)","(14.0, 20.0, 17.142857142857142)","(15.0, 24.0, 23.85)","(11.0, 16.0, 15.1)","(26.0, 80.0, 51.25)","(61.0, 350.0, 332.5)"
11-01-2023 11:12:26.186412,"(1.65, 1.93, 1.907142857142857)","(3.0, 3.65, 3.558333333333333)","(26.0, 44.0, 41.42857142857143)","(14.0, 20.0, 16.666666666666668)","(15.0, 24.0, 24.727272727272727)","(11.0, 16.0, 15.1)","(26.0, 80.0, 55.357142857142854)","(61.0, 350.0, 332.5)"
11-01-2023 11:12:27.319416,"(1.65, 1.93, 1.9033333333333333)","(3.0, 3.65, 3.5999999999999996)","(26.0, 44.0, 39.5)","(14.0, 20.0, 17.86111111111111)","(15.0, 25.0, 24.75)","(11.0, 16.0, 15.1)","(26.0, 80.0, 52.4)","(61.0, 350.0, 332.5)"
11-01-2023 11:12:28.414768,"(1.65, 1.93, 1.9033333333333333)","(3.0, 3.6, 3.5785714285714287)","(26.0, 44.0, 39.5)","(14.0, 20.0, 17.86111111111111)","(15.0, 25.0, 24.75)","(11.0, 16.0, 15.1)","(26.0, 80.0, 59.09090909090909)","(61.0, 350.0, 332.5)"
11-01-2023 11:12:29.514535,"(1.65, 1.95, 1.9498692810457516)","(3.0, 3.6, 3.585)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.35)","(15.0, 25.0, 24.75)","(11.0, 16.0, 14.2)","(26.0, 80.0, 52.4)","(61.0, 350.0, 332.5)"
11-01-2023 11:12:30.626124,"(1.65, 1.99, 1.9691666666666667)","(3.0, 3.65, 3.5388888888888888)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.894736842105264)","(15.0, 25.0, 24.77777777777778)","(11.0, 16.0, 14.285714285714286)","(26.0, 80.0, 55.357142857142854)","(61.0, 350.0, 310.0)"
11-01-2023 11:12:31.717730,"(1.65, 1.98, 1.9575)","(3.0, 3.7, 3.6428571428571432)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.894736842105264)","(16.0, 25.0, 24.6)","(11.0, 16.0, 14.181818181818182)","(26.0, 80.0, 59.09090909090909)","(61.0, 440.0, 400.0)"
11-01-2023 11:12:32.809147,"(1.65, 1.99, 1.9736363636363636)","(3.0, 3.65, 3.5)","(26.0, 44.0, 39.5)","(14.0, 20.0, 19.16)","(16.0, 25.0, 24.8)","(11.0, 16.0, 15.166666666666666)","(26.0, 80.0, 52.4)","(61.0, 440.0, 310.0)"
11-01-2023 11:12:33.895818,"(1.65, 2.02, 1.9685714285714286)","(3.0, 3.65, 3.3772727272727274)","(26.0, 44.0, 39.5)","(14.0, 20.0, 19.16)","(16.0, 25.0, 24.6)","(11.0, 16.0, 14.846153846153847)","(26.0, 80.0, 49.333333333333336)","(61.0, 440.0, 365.0)"
11-01-2023 11:12:34.977362,"(1.65, 1.96, 1.944)","(3.0, 3.65, 3.4)","(26.0, 44.0, 39.5)","(14.0, 20.0, 19.16)","(16.0, 25.0, 24.6)","(11.0, 16.0, 15.166666666666666)","(26.0, 80.0, 54.44444444444444)","(61.0, 440.0, 387.5)"
11-01-2023 11:12:36.026743,"(1.65, 1.99, 1.9845637583892617)","(3.0, 3.65, 3.5)","(26.0, 44.0, 39.5)","(14.0, 20.0, 19.16)","(16.0, 25.0, 24.6)","(11.0, 16.0, 14.95)","(26.0, 80.0, 51.25)","(61.0, 440.0, 345.0)"
11-01-2023 11:12:37.143400,"(1.65, 1.96, 1.95)","(3.0, 3.65, 3.5136363636363637)","(26.0, 44.0, 39.5)","(14.0, 20.0, 19.16)","(16.0, 25.0, 24.8125)","(11.0, 16.0, 14.846153846153847)","(26.0, 80.0, 56.666666666666664)","(61.0, 440.0, 365.0)"
11-01-2023 11:12:38.256372,"(1.65, 1.99, 1.9809999999999999)","(3.0, 3.55, 3.4136363636363636)","(26.0, 44.0, 39.5)","(14.0, 20.0, 19.16)","(16.0, 25.0, 24.8125)","(11.0, 16.0, 15.416666666666666)","(21.0, 75.0, 50.61290322580645)","(71.0, 440.0, 365.0)"
11-01-2023 11:12:39.390508,"(1.65, 2.0, 1.99)","(3.0, 3.55, 3.407142857142857)","(26.0, 44.0, 39.5)","(14.0, 20.0, 19.02777777777778)","(16.0, 25.0, 24.8125)","(11.0, 15.5, 15.35)","(21.0, 75.0, 57.5)","(71.0, 440.0, 320.0)"
11-01-2023 11:12:40.497758,"(1.65, 2.04, 2.0243478260869567)","(3.0, 3.25, 3.217391304347826)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.970588235294116)","(16.0, 25.0, 24.8125)","(11.0, 15.5, 15.227272727272727)","(21.0, 75.0, 51.666666666666664)","(71.0, 350.0, 318.75)"
11-01-2023 11:12:41.639266,"(1.65, 2.04, 2.008)","(3.0, 3.5, 3.3615384615384616)","(26.0, 44.0, 39.5)","(14.0, 20.0, 19.02777777777778)","(16.0, 25.0, 24.5)","(11.0, 15.5, 14.545454545454545)","(21.0, 75.0, 51.666666666666664)","(71.0, 520.0, 274.54545454545456)"
11-01-2023 11:12:42.653730,"(1.65, 1.97, 1.9694252873563218)","(3.0, 3.5, 3.3578947368421055)","(26.0, 44.0, 39.5)","(14.0, 20.0, 19.125)","(16.0, 25.0, 24.5)","(11.0, 15.5, 14.214285714285714)","(21.0, 75.0, 56.08108108108108)","(71.0, 520.0, 320.0)"
11-01-2023 11:12:43.673982,"(1.65, 2.06, 2.013333333333333)","(3.0, 3.5, 3.3851063829787233)","(26.0, 44.0, 39.5)","(14.0, 20.0, 19.125)","(16.0, 25.0, 24.526315789473685)","(11.0, 15.5, 14.15)","(26.0, 75.0, 55.0)","(71.0, 350.0, 320.0)"
11-01-2023 11:12:44.689449,"(1.65, 2.06, 1.9849999999999999)","(3.0, 3.35, 3.2666666666666666)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.833333333333332)","(16.0, 25.0, 24.526315789473685)","(11.0, 15.5, 14.15)","(26.0, 75.0, 57.5)","(71.0, 350.0, 320.0)"
11-01-2023 11:12:45.729239,"(1.65, 2.06, 2.05741935483871)","(3.0, 3.35, 3.307894736842105)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.714285714285715)","(16.0, 25.0, 24.526315789473685)","(11.0, 15.5, 14.15)","(26.0, 75.0, 57.5)","(71.0, 350.0, 320.0)"
11-01-2023 11:12:46.748991,"(1.65, 2.08, 2.0761290322580646)","(3.0, 3.35, 3.307894736842105)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.714285714285715)","(16.0, 25.0, 24.823529411764707)","(11.0, 15.5, 14.15)","(26.0, 75.0, 53.125)","(71.0, 350.0, 320.0)"
11-01-2023 11:12:47.730959,"(1.7, 2.08, 2.0533333333333332)","(2.9, 3.35, 3.307894736842105)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.6875)","(16.0, 25.0, 24.823529411764707)","(12.0, 15.5, 14.914634146341463)","(26.0, 75.0, 55.0)","(71.0, 350.0, 320.0)"
11-01-2023 11:12:48.782429,"(1.7, 2.02, 2.0)","(2.9, 3.35, 3.307894736842105)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.6875)","(16.0, 25.0, 24.823529411764707)","(12.0, 15.5, 14.914634146341463)","(26.0, 75.0, 55.0)","(71.0, 350.0, 300.0)"
11-01-2023 11:12:49.729029,"(1.7, 2.02, 1.9892307692307691)","(2.9, 3.45, 3.3785714285714286)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.6875)","(16.0, 25.0, 24.823529411764707)","(12.0, 15.5, 14.914634146341463)","(26.0, 75.0, 57.5)","(71.0, 350.0, 300.0)"
11-01-2023 11:12:50.757440,"(1.7, 2.02, 2.006666666666667)","(2.9, 3.4, 3.3727272727272726)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.6875)","(16.0, 25.0, 24.5)","(11.0, 15.5, 14.914634146341463)","(26.0, 75.0, 51.666666666666664)","(71.0, 350.0, 295.0)"
11-01-2023 11:12:51.762230,"(1.7, 2.02, 2.0090909090909093)","(2.9, 3.4, 3.353846153846154)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.6875)","(16.0, 25.0, 24.5)","(11.0, 15.5, 14.914634146341463)","(26.0, 75.0, 56.08108108108108)","(71.0, 350.0, 290.0)"
11-01-2023 11:12:52.754560,"(1.7, 2.04, 2.006153846153846)","(2.9, 3.4, 3.357142857142857)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.636363636363637)","(16.0, 25.0, 24.0)","(11.0, 15.5, 13.785714285714286)","(26.0, 75.0, 51.666666666666664)","(71.0, 450.0, 275.0)"
11-01-2023 11:12:53.801563,"(1.7, 2.04, 2.005714285714286)","(2.9, 3.4, 3.3249999999999997)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.636363636363637)","(16.0, 25.0, 24.692307692307693)","(11.0, 15.5, 14.115384615384615)","(26.0, 75.0, 53.125)","(71.0, 450.0, 266.25)"
11-01-2023 11:12:54.819712,"(1.7, 2.0, 1.99)","(2.9, 3.35, 3.302173913043478)","(26.0, 44.0, 39.5)","(14.0, 20.0, 18.714285714285715)","(16.0, 25.0, 24.692307692307693)","(11.0, 15.5, 14.115384615384615)","(26.0, 75.0, 53.125)","(71.0, 450.0, 320.0)"
