,Water Into Wine,Fire Glo Too,Young Hostess,Thats Incranibull,Max Mercury,Hard Squeeze,Maid Of Iron,Dodgy One,Peppino
11-01-2023 16:22:46.080138,"(21.0, 28.0, 27.983333333333334)","(5.0, 6.4, 6.340800000000001)","(13.0, 16.0, 15.885542168674698)","(31.0, 40.0, 39.07936507936508)","(3.9, 4.4, 4.347740524781341)","(3.1, 3.55, 3.531375502008032)","(6.5, 7.4, 7.321472392638037)","(14.0, 18.0, 17.90625)","(61.0, 80.0, 79.85915492957747)"
11-01-2023 16:22:47.222142,"(21.0, 28.0, 27.983333333333334)","(5.0, 6.6, 6.308426395939087)","(13.0, 16.0, 15.886904761904763)","(31.0, 40.0, 39.25925925925926)","(3.9, 4.4, 4.355683355886333)","(3.1, 3.55, 3.530864197530864)","(6.5, 7.4, 7.303490136570562)","(14.0, 18.0, 17.90625)","(61.0, 80.0, 83.41463414634146)"
11-01-2023 16:22:48.383836,"(21.0, 28.0, 27.875)","(5.0, 6.6, 6.308206686930091)","(13.0, 16.0, 15.916666666666666)","(31.0, 40.0, 39.25925925925926)","(3.9, 4.4, 4.356851119894598)","(3.1, 3.55, 3.529379157427938)","(6.5, 7.4, 7.303490136570562)","(14.0, 18.0, 18.226666666666667)","(61.0, 85.0, 83.83116883116882)"
11-01-2023 16:22:49.596013,"(21.0, 28.0, 27.866666666666667)","(5.5, 6.6, 6.308206686930091)","(13.0, 16.5, 16.10377358490566)","(31.0, 40.0, 39.25925925925926)","(3.9, 4.4, 4.354828462515883)","(3.1, 3.55, 3.529379157427938)","(6.5, 7.4, 7.297289586305278)","(14.0, 18.5, 18.226666666666667)","(61.0, 85.0, 83.29268292682927)"
11-01-2023 16:22:50.780638,"(21.0, 28.0, 27.866666666666667)","(5.5, 6.4, 6.355263157894737)","(13.0, 16.5, 16.088957055214724)","(31.0, 40.0, 39.25925925925926)","(3.9, 4.4, 4.355505181347151)","(3.1, 3.55, 3.523321554770318)","(6.5, 7.4, 7.307977207977208)","(14.0, 18.5, 18.258823529411764)","(61.0, 85.0, 82.84810126582279)"
11-01-2023 16:22:51.970341,"(21.0, 28.0, 27.868852459016395)","(5.5, 6.4, 6.353246753246753)","(13.0, 16.5, 16.1)","(31.0, 40.0, 39.25925925925926)","(3.9, 4.4, 4.361764705882353)","(3.1, 3.55, 3.5240225890529975)","(6.5, 7.4, 7.307977207977208)","(14.0, 18.5, 18.258823529411764)","(61.0, 85.0, 82.84810126582279)"
11-01-2023 16:22:53.284798,"(21.0, 28.0, 27.868852459016395)","(5.5, 6.4, 6.351125401929261)","(13.0, 16.5, 16.09493670886076)","(31.0, 40.0, 39.25925925925926)","(3.9, 4.4, 4.361764705882353)","(3.1, 3.55, 3.527467972871138)","(6.5, 7.4, 7.307977207977208)","(14.0, 18.5, 17.624183006535947)","(61.0, 85.0, 82.84810126582279)"
11-01-2023 16:22:54.446841,"(21.0, 28.0, 27.571428571428573)","(5.5, 6.4, 6.351125401929261)","(13.0, 16.5, 16.09493670886076)","(31.0, 40.0, 39.25925925925926)","(3.9, 4.4, 4.361513157894737)","(3.1, 3.55, 3.5262886597938143)","(6.5, 7.4, 7.318940397350993)","(14.0, 18.0, 17.12121212121212)","(61.0, 85.0, 82.46987951807229)"
11-01-2023 16:22:55.633747,"(21.0, 28.0, 27.733333333333334)","(5.5, 6.4, 6.344329896907217)","(13.0, 16.0, 16.049295774647888)","(31.0, 40.0, 39.310344827586206)","(3.9, 4.4, 4.364394400486915)","(3.1, 3.55, 3.5273073989321126)","(6.5, 7.4, 7.321235521235521)","(14.0, 17.5, 17.166666666666668)","(61.0, 85.0, 80.22727272727273)"
11-01-2023 16:22:56.786160,"(21.0, 28.0, 27.77777777777778)","(5.5, 6.4, 6.34046822742475)","(13.0, 16.5, 16.049295774647888)","(31.0, 40.0, 39.89090909090909)","(3.9, 4.4, 4.362990196078432)","(3.1, 3.55, 3.523294434470377)","(6.5, 7.4, 7.325265957446809)","(14.0, 17.5, 17.244897959183675)","(61.0, 85.0, 82.5)"
11-01-2023 16:22:57.990223,"(21.0, 28.0, 27.813953488372093)","(5.5, 6.4, 6.357719714964371)","(13.0, 16.5, 16.049295774647888)","(31.0, 40.0, 40.35294117647059)","(3.9, 4.4, 4.36241443683883)","(3.2, 3.55, 3.520763956904995)","(6.5, 7.4, 7.319512195121951)","(14.0, 17.5, 17.448979591836736)","(61.0, 85.0, 82.5)"
11-01-2023 16:22:59.414781,"(21.0, 28.0, 27.697674418604652)","(5.5, 6.4, 6.361884368308352)","(13.0, 16.5, 16.049295774647888)","(31.0, 42.0, 40.193548387096776)","(3.9, 4.4, 4.3605803255484785)","(3.2, 3.55, 3.534229208924949)","(6.5, 7.4, 7.336334405144695)","(14.0, 17.5, 17.17391304347826)","(61.0, 85.0, 82.5)"
11-01-2023 16:23:00.685011,"(21.0, 28.0, 27.697674418604652)","(5.5, 6.4, 6.344615384615385)","(13.0, 16.5, 16.037634408602152)","(31.0, 42.0, 40.25)","(3.9, 4.4, 4.363736979166667)","(3.2, 3.55, 3.5225)","(6.5, 7.4, 7.339139344262295)","(14.0, 17.5, 17.18918918918919)","(61.0, 85.0, 82.5)"
11-01-2023 16:23:01.903465,"(21.0, 28.0, 27.697674418604652)","(5.5, 6.4, 6.344615384615385)","(13.0, 16.5, 16.052083333333332)","(31.0, 42.0, 40.25)","(3.9, 4.4, 4.364386189258312)","(3.2, 3.55, 3.523227804542326)","(6.5, 7.4, 7.3401606425702814)","(14.0, 17.5, 17.18918918918919)","(61.0, 85.0, 83.10344827586206)"
11-01-2023 16:23:03.122552,"(21.0, 28.0, 27.729166666666668)","(5.5, 6.4, 6.344721689059501)","(13.0, 16.5, 16.03716216216216)","(31.0, 42.0, 39.76923076923077)","(3.9, 4.4, 4.362007389162562)","(3.2, 3.55, 3.5217706821480403)","(6.5, 7.4, 7.341048466864491)","(14.0, 17.5, 17.20212765957447)","(61.0, 85.0, 83.10344827586206)"
11-01-2023 16:23:04.425027,"(21.0, 28.0, 27.92105263157895)","(5.5, 6.4, 6.344721689059501)","(13.0, 17.0, 16.50261780104712)","(31.0, 40.0, 39.75342465753425)","(3.9, 4.4, 4.361533665835411)","(3.2, 3.55, 3.5215617715617715)","(6.5, 7.4, 7.341048466864491)","(14.0, 17.5, 17.241573033707866)","(61.0, 85.0, 88.18181818181819)"
11-01-2023 16:23:05.692985,"(21.0, 28.0, 27.625)","(5.5, 6.4, 6.344721689059501)","(13.0, 17.0, 16.216216216216218)","(31.0, 40.0, 39.74285714285714)","(3.9, 4.4, 4.361533665835411)","(3.2, 3.55, 3.522110332749562)","(6.5, 7.4, 7.341048466864491)","(14.0, 17.5, 17.241573033707866)","(61.0, 90.0, 88.2)"
11-01-2023 16:23:06.913157,"(21.0, 28.0, 27.625)","(5.5, 6.4, 6.34308300395257)","(13.0, 17.0, 16.07608695652174)","(31.0, 40.0, 39.74285714285714)","(3.9, 4.4, 4.367556468172485)","(3.2, 3.55, 3.5230560578661843)","(6.5, 7.4, 7.342340425531916)","(14.0, 17.5, 17.129032258064516)","(61.0, 90.0, 88.80952380952381)"
11-01-2023 16:23:08.058730,"(21.0, 28.0, 27.625)","(5.5, 6.4, 6.34308300395257)","(13.0, 16.5, 16.07608695652174)","(31.0, 40.0, 39.74285714285714)","(3.9, 4.4, 4.368494101318529)","(3.2, 3.55, 3.5269094138543515)","(6.5, 7.4, 7.341437632135307)","(14.0, 17.5, 17.217171717171716)","(61.0, 90.0, 88.80952380952381)"
11-01-2023 16:23:09.260096,"(21.0, 28.0, 27.625)","(5.5, 6.4, 6.34308300395257)","(13.0, 16.5, 16.01851851851852)","(31.0, 40.0, 39.76)","(3.9, 4.4, 4.3579565472695245)","(3.2, 3.55, 3.5264864864864864)","(6.5, 7.4, 7.340811965811966)","(14.0, 17.5, 17.126666666666665)","(61.0, 90.0, 88.91304347826087)"
11-01-2023 16:23:10.489547,"(21.0, 28.0, 27.625)","(5.5, 6.4, 6.343936381709742)","(13.0, 16.5, 16.177685950413224)","(31.0, 40.0, 39.74285714285714)","(3.9, 4.4, 4.360576923076923)","(3.2, 3.55, 3.5273933649289098)","(6.5, 7.4, 7.343572984749455)","(14.0, 17.5, 16.379518072289155)","(61.0, 90.0, 89.11111111111111)"
11-01-2023 16:23:11.759305,"(21.0, 28.0, 27.74468085106383)","(5.5, 6.4, 6.3663594470046085)","(13.0, 16.5, 16.14864864864865)","(31.0, 40.0, 39.76)","(3.9, 4.4, 4.360671462829736)","(3.2, 3.55, 3.5335656213704993)","(6.5, 7.4, 7.349772727272727)","(14.0, 16.5, 16.380239520958085)","(61.0, 90.0, 89.11111111111111)"
11-01-2023 16:23:13.003274,"(21.0, 28.0, 27.74468085106383)","(5.5, 6.4, 6.368246445497631)","(13.0, 16.5, 16.11)","(31.0, 40.0, 41.04545454545455)","(3.9, 4.4, 4.3591065292096225)","(3.2, 3.55, 3.529255319148936)","(6.5, 7.4, 7.385286984640259)","(14.0, 16.5, 16.260245901639344)","(61.0, 90.0, 89.0)"
11-01-2023 16:23:14.154173,"(21.0, 28.0, 27.74468085106383)","(5.5, 6.4, 6.368246445497631)","(13.0, 16.5, 16.103960396039604)","(31.0, 42.0, 40.82105263157895)","(3.9, 4.4, 4.361428571428571)","(3.2, 3.55, 3.5393110435663626)","(6.5, 7.6, 7.395883361921098)","(14.0, 16.5, 16.190068493150687)","(61.0, 90.0, 89.0)"
11-01-2023 16:23:15.285560,"(21.0, 28.0, 27.74468085106383)","(5.5, 6.4, 6.394044665012407)","(13.0, 16.5, 16.08490566037736)","(31.0, 42.0, 40.82105263157895)","(3.9, 4.4, 4.349323017408124)","(3.2, 3.55, 3.5361230769230767)","(6.5, 7.4, 7.401801801801803)","(14.0, 16.5, 16.183566433566433)","(61.0, 90.0, 88.80952380952381)"
11-01-2023 16:23:16.484484,"(21.0, 28.0, 27.74468085106383)","(5.5, 6.6, 6.410443864229765)","(13.0, 16.5, 16.08490566037736)","(31.0, 42.0, 40.851063829787236)","(3.9, 4.4, 4.34922480620155)","(3.2, 3.55, 3.5395965417867434)","(6.5, 7.6, 7.389357798165138)","(14.0, 16.5, 16.21631205673759)","(61.0, 90.0, 88.90243902439025)"
11-01-2023 16:23:17.801841,"(21.0, 28.0, 27.476190476190474)","(5.5, 6.4, 6.36096256684492)","(13.0, 16.0, 15.59)","(31.0, 42.0, 40.851063829787236)","(3.9, 4.4, 4.35)","(3.2, 3.55, 3.538981358189081)","(6.5, 7.4, 7.389010989010989)","(14.0, 16.5, 16.21631205673759)","(61.0, 90.0, 89.6590909090909)"
11-01-2023 16:23:19.134655,"(21.0, 28.0, 27.476190476190474)","(5.5, 6.4, 6.341981132075472)","(13.0, 16.0, 15.869318181818182)","(31.0, 42.0, 40.851063829787236)","(3.9, 4.4, 4.347949080622348)","(3.2, 3.55, 3.539775815217391)","(6.5, 7.4, 7.389932885906041)","(14.0, 16.5, 16.231660231660232)","(61.0, 90.0, 89.64285714285714)"
11-01-2023 16:23:20.300897,"(21.0, 28.0, 27.476190476190474)","(5.5, 6.4, 6.33696682464455)","(13.0, 16.0, 15.869318181818182)","(31.0, 42.0, 40.851063829787236)","(3.9, 4.4, 4.34830224772836)","(3.2, 3.55, 3.5424310216256525)","(6.5, 7.4, 7.383022071307301)","(14.0, 16.5, 16.16331658291457)","(61.0, 90.0, 89.64285714285714)"
11-01-2023 16:23:21.378340,"(21.0, 28.0, 27.476190476190474)","(5.5, 6.4, 6.33696682464455)","(13.0, 16.0, 15.869318181818182)","(31.0, 42.0, 40.851063829787236)","(3.9, 4.4, 4.350399600399601)","(3.2, 3.55, 3.5424310216256525)","(6.5, 7.4, 7.310786106032907)","(14.0, 16.5, 16.16331658291457)","(61.0, 90.0, 89.64285714285714)"
11-01-2023 16:23:22.462445,"(21.0, 28.0, 27.476190476190474)","(5.5, 6.4, 6.33696682464455)","(13.0, 16.0, 15.70388349514563)","(31.0, 42.0, 40.851063829787236)","(3.9, 4.4, 4.3498017839445)","(3.2, 3.55, 3.5423994038748137)","(6.5, 7.4, 7.314385964912281)","(14.0, 16.5, 16.134854771784234)","(61.0, 90.0, 89.5945945945946)"
11-01-2023 16:23:23.597145,"(21.0, 28.0, 27.392156862745097)","(5.5, 6.4, 6.33696682464455)","(13.0, 16.5, 16.101941747572816)","(31.0, 42.0, 40.851063829787236)","(3.9, 4.4, 4.349776896380764)","(3.2, 3.55, 3.5248395378690627)","(6.5, 7.4, 7.310344827586207)","(14.0, 16.5, 16.134854771784234)","(61.0, 90.0, 89.5945945945946)"
11-01-2023 16:23:24.686548,"(21.0, 28.0, 27.37142857142857)","(5.5, 6.4, 6.342631578947369)","(13.0, 16.5, 15.967625899280575)","(31.0, 42.0, 40.795698924731184)","(3.9, 4.4, 4.350861195542047)","(3.2, 3.55, 3.5329155313351497)","(6.5, 7.4, 7.3187500000000005)","(14.0, 16.5, 16.14069264069264)","(61.0, 90.0, 89.5945945945946)"
11-01-2023 16:23:25.996872,"(21.0, 28.0, 27.185185185185187)","(5.5, 6.4, 6.3772870662460575)","(13.0, 16.0, 15.763698630136986)","(31.0, 42.0, 40.76923076923077)","(3.9, 4.4, 4.350960566228514)","(3.2, 3.55, 3.534105025409373)","(6.5, 7.4, 7.318518518518519)","(14.0, 16.5, 16.154761904761905)","(61.0, 90.0, 88.54166666666667)"
11-01-2023 16:23:27.129217,"(21.0, 28.0, 27.13888888888889)","(5.5, 6.4, 6.3772870662460575)","(13.0, 16.0, 15.763698630136986)","(31.0, 42.0, 40.76923076923077)","(3.9, 4.4, 4.351451451451451)","(3.2, 3.55, 3.537215033887862)","(6.5, 7.4, 7.316566866267466)","(14.0, 16.5, 16.170157068062828)","(61.0, 95.0, 88.54166666666667)"
11-01-2023 16:23:28.298497,"(21.0, 28.0, 27.114285714285714)","(5.5, 6.4, 6.3744680851063835)","(13.0, 16.0, 15.744444444444444)","(31.0, 42.0, 40.29213483146067)","(3.9, 4.4, 4.351477215823736)","(3.2, 3.55, 3.5379158819836785)","(6.5, 7.4, 7.284179104477612)","(14.0, 16.5, 16.170157068062828)","(61.0, 95.0, 88.54166666666667)"
11-01-2023 16:23:29.467201,"(21.0, 28.0, 27.367346938775512)","(5.5, 6.4, 6.2629156010230185)","(13.0, 16.0, 15.678378378378378)","(31.0, 42.0, 40.372093023255815)","(3.9, 4.4, 4.351477215823736)","(3.2, 3.55, 3.5387065637065636)","(6.5, 7.4, 7.284695393759287)","(14.0, 16.5, 16.15)","(61.0, 95.0, 88.54166666666667)"
11-01-2023 16:23:30.603639,"(21.0, 28.0, 27.32608695652174)","(5.5, 6.4, 6.2629156010230185)","(13.0, 16.0, 15.678378378378378)","(31.0, 42.0, 40.372093023255815)","(3.9, 4.4, 4.352198079838303)","(3.2, 3.55, 3.5406567366283004)","(6.5, 7.4, 7.288505747126437)","(14.0, 16.5, 16.158823529411766)","(61.0, 95.0, 88.86138613861387)"
11-01-2023 16:23:31.770036,"(21.0, 28.0, 27.32608695652174)","(5.5, 6.4, 6.220496894409938)","(13.0, 16.0, 15.66256157635468)","(31.0, 42.0, 40.46153846153846)","(3.9, 4.4, 4.3448717948717945)","(3.2, 3.55, 3.5684535104364326)","(6.5, 7.4, 7.288505747126437)","(14.0, 16.5, 16.45762711864407)","(61.0, 95.0, 88.86138613861387)"
11-01-2023 16:23:32.951693,"(21.0, 28.0, 27.34090909090909)","(5.5, 6.4, 6.206365159128978)","(13.0, 16.0, 15.688571428571429)","(31.0, 42.0, 40.46153846153846)","(3.9, 4.4, 4.346025104602511)","(3.2, 3.6, 3.5708293153326904)","(6.5, 7.4, 7.2868804664723035)","(14.0, 16.5, 16.452830188679247)","(61.0, 95.0, 88.7864077669903)"
11-01-2023 16:23:34.103773,"(21.0, 28.0, 27.34090909090909)","(5.5, 6.4, 6.19593998234775)","(13.0, 16.0, 15.688571428571429)","(31.0, 42.0, 40.46153846153846)","(3.9, 4.4, 4.345992822966507)","(3.2, 3.6, 3.5708293153326904)","(6.5, 7.4, 7.281707317073171)","(14.0, 16.5, 16.46323529411765)","(61.0, 95.0, 88.7864077669903)"
11-01-2023 16:23:35.262240,"(21.0, 28.0, 27.34090909090909)","(5.5, 6.4, 6.195422535211268)","(13.0, 16.0, 15.455882352941176)","(31.0, 42.0, 40.46153846153846)","(3.9, 4.4, 4.351166576234401)","(3.2, 3.6, 3.5727187206020696)","(6.5, 7.4, 7.281707317073171)","(14.0, 16.5, 17.23170731707317)","(61.0, 95.0, 88.9)"
11-01-2023 16:23:36.437217,"(21.0, 28.0, 27.183098591549296)","(5.5, 6.4, 6.192685102586976)","(13.0, 15.5, 15.455882352941176)","(31.0, 42.0, 40.46153846153846)","(3.9, 4.4, 4.3510603588907015)","(3.2, 3.6, 3.5778155339805826)","(6.5, 7.4, 7.277810650887575)","(14.0, 17.5, 17.32638888888889)","(61.0, 95.0, 88.9)"
11-01-2023 16:23:37.616731,"(21.0, 28.0, 27.395833333333332)","(5.5, 6.2, 6.149090909090909)","(13.0, 15.5, 15.43661971830986)","(31.0, 42.0, 40.44444444444444)","(3.9, 4.4, 4.352222222222222)","(3.2, 3.6, 3.580481036077706)","(6.5, 7.4, 7.277810650887575)","(14.0, 17.5, 17.32638888888889)","(61.0, 95.0, 88.57894736842105)"
11-01-2023 16:23:38.797660,"(21.0, 28.0, 27.395833333333332)","(5.5, 6.2, 6.144798890429959)","(13.0, 15.5, 15.375)","(31.0, 42.0, 40.44444444444444)","(3.9, 4.4, 4.341806908768822)","(3.2, 3.6, 3.587964148527529)","(6.5, 7.4, 7.276900149031297)","(14.0, 17.5, 17.20614035087719)","(61.0, 95.0, 84.16666666666667)"
11-01-2023 16:23:39.976254,"(21.0, 28.0, 27.487179487179485)","(5.5, 6.2, 6.144798890429959)","(13.0, 15.5, 15.362962962962962)","(31.0, 42.0, 40.35294117647059)","(3.9, 4.4, 4.342369838420108)","(3.2, 3.6, 3.5888358778625955)","(6.5, 7.4, 7.272782874617738)","(14.0, 17.5, 17.20614035087719)","(61.0, 85.0, 81.3157894736842)"
11-01-2023 16:23:41.089383,"(21.0, 28.0, 27.487179487179485)","(5.5, 6.2, 6.144798890429959)","(13.0, 15.5, 15.362962962962962)","(31.0, 42.0, 40.905660377358494)","(3.9, 4.4, 4.336174430128841)","(3.2, 3.6, 3.591494490358127)","(6.5, 7.4, 7.188291900561348)","(14.0, 17.5, 17.256)","(61.0, 85.0, 81.52173913043478)"
11-01-2023 16:23:42.238035,"(21.0, 27.0, 26.346456692913385)","(5.5, 6.2, 6.10139603232917)","(13.0, 15.5, 15.475)","(31.0, 42.0, 40.905660377358494)","(3.9, 4.4, 4.335654840122646)","(3.2, 3.6, 3.5976979742173114)","(6.5, 7.2, 7.294378698224852)","(14.0, 17.5, 17.33108108108108)","(61.0, 85.0, 82.83783783783784)"
11-01-2023 16:23:43.586745,"(21.0, 27.0, 26.401234567901234)","(5.5, 6.2, 6.087587822014052)","(13.0, 16.0, 15.756554307116104)","(31.0, 42.0, 41.12820512820513)","(3.9, 4.4, 4.336952789699571)","(3.2, 3.6, 3.614065708418891)","(6.5, 7.4, 7.326222222222222)","(14.0, 17.5, 17.33108108108108)","(61.0, 85.0, 82.83783783783784)"
11-01-2023 16:23:44.755305,"(21.0, 27.0, 26.401234567901234)","(5.5, 6.2, 6.087587822014052)","(13.0, 16.0, 15.756554307116104)","(31.0, 42.0, 41.12820512820513)","(3.9, 4.4, 4.340792540792541)","(3.2, 3.65, 3.6166825095057034)","(6.5, 7.4, 7.330864197530865)","(14.0, 17.5, 17.242138364779873)","(61.0, 85.0, 82.83783783783784)"
11-01-2023 16:23:45.947499,"(21.0, 27.0, 26.31205673758865)","(5.5, 6.4, 6.203003003003003)","(13.0, 16.0, 15.742049469964664)","(31.0, 42.0, 41.06849315068493)","(3.9, 4.4, 4.339787798408488)","(3.2, 3.65, 3.6201082055906224)","(6.5, 7.4, 7.328795811518325)","(14.0, 17.5, 17.272222222222222)","(61.0, 85.0, 82.57142857142857)"
11-01-2023 16:23:47.143817,"(21.0, 27.0, 26.31205673758865)","(5.5, 6.2, 6.18212157330155)","(13.0, 16.0, 15.736462093862816)","(31.0, 42.0, 41.04225352112676)","(3.9, 4.4, 4.328403967538323)","(3.2, 3.65, 3.614232209737828)","(6.5, 7.4, 7.325976230899831)","(14.0, 17.5, 17.35611510791367)","(61.0, 85.0, 83.03571428571429)"
11-01-2023 16:23:48.293878,"(21.0, 27.0, 26.31205673758865)","(5.5, 6.4, 6.225901201602136)","(13.0, 15.5, 15.347133757961783)","(31.0, 42.0, 41.04225352112676)","(3.9, 4.4, 4.28642266824085)","(3.2, 3.65, 3.6276112185686653)","(6.5, 7.4, 7.325938566552901)","(14.0, 17.5, 17.35611510791367)","(61.0, 85.0, 83.10344827586206)"
11-01-2023 16:23:49.476514,"(21.0, 27.0, 26.28676470588235)","(5.5, 6.4, 6.238366336633663)","(13.0, 15.5, 15.457264957264957)","(31.0, 42.0, 41.014084507042256)","(3.9, 4.3, 4.281605351170568)","(3.2, 3.65, 3.628222013170273)","(6.5, 7.4, 7.323411371237459)","(14.0, 17.5, 17.338709677419356)","(61.0, 85.0, 83.10344827586206)"
11-01-2023 16:23:50.652009,"(21.0, 27.0, 26.28676470588235)","(5.5, 6.4, 6.341552511415525)","(13.0, 15.5, 15.36864406779661)","(31.0, 42.0, 40.93939393939394)","(3.9, 4.3, 4.29380637402285)","(3.2, 3.65, 3.623109243697479)","(6.5, 7.4, 7.3207855973813425)","(14.0, 17.5, 17.338709677419356)","(61.0, 85.0, 82.72727272727273)"
11-01-2023 16:23:51.802382,"(21.0, 27.0, 26.344594594594593)","(5.5, 6.2, 6.17434869739479)","(13.0, 16.0, 15.36864406779661)","(31.0, 42.0, 40.93939393939394)","(3.9, 4.3, 4.271324599708879)","(3.2, 3.65, 3.6254502369668247)","(6.5, 7.4, 7.329084967320262)","(14.0, 17.5, 17.363013698630137)","(61.0, 85.0, 83.70967741935483)"
11-01-2023 16:23:52.948357,"(21.0, 27.0, 26.48125)","(5.5, 6.2, 6.19905808477237)","(13.0, 16.0, 15.585227272727273)","(31.0, 42.0, 40.51063829787234)","(3.9, 4.3, 4.273110004526935)","(3.2, 3.65, 3.6137665198237885)","(6.5, 7.4, 7.324652777777778)","(14.0, 17.5, 17.43801652892562)","(61.0, 85.0, 83.70967741935483)"
11-01-2023 16:23:54.070927,"(21.0, 27.0, 26.48125)","(5.5, 6.2, 6.131890660592255)","(13.0, 16.0, 15.59375)","(31.0, 42.0, 41.23076923076923)","(3.9, 4.3, 4.2885)","(3.2, 3.65, 3.5964541547277937)","(6.5, 7.4, 7.337018425460637)","(14.0, 17.5, 17.245173745173744)","(61.0, 85.0, 84.25925925925925)"
11-01-2023 16:23:55.279507,"(21.0, 27.0, 26.55151515151515)","(5.5, 6.2, 6.137610619469027)","(13.0, 16.0, 15.728033472803347)","(31.0, 42.0, 41.166666666666664)","(3.9, 4.3, 4.28372641509434)","(3.2, 3.6, 3.600876538604998)","(6.5, 7.4, 7.337262357414449)","(14.0, 17.5, 17.234939759036145)","(61.0, 85.0, 84.42307692307692)"
11-01-2023 16:23:56.505158,"(21.0, 27.0, 26.53503184713376)","(5.5, 6.2, 6.137694013303769)","(13.0, 16.0, 15.714912280701755)","(31.0, 42.0, 41.372549019607845)","(3.9, 4.3, 4.2862085769980505)","(3.2, 3.65, 3.5947916666666666)","(6.5, 7.4, 7.350680272108844)","(14.0, 17.5, 17.273972602739725)","(61.0, 85.0, 87.09302325581396)"
11-01-2023 16:23:57.695077,"(21.0, 27.0, 26.573099415204677)","(5.5, 6.2, 6.146747967479675)","(13.0, 16.0, 15.73991935483871)","(31.0, 42.0, 41.714285714285715)","(3.9, 4.3, 4.286922320550639)","(3.2, 3.6, 3.58893391521197)","(6.5, 7.4, 7.365299684542587)","(14.0, 17.5, 17.259124087591243)","(61.0, 90.0, 87.1264367816092)"
11-01-2023 16:23:58.860317,"(21.0, 27.0, 26.55757575757576)","(5.5, 6.2, 6.146819603753911)","(13.0, 16.0, 15.673913043478262)","(31.0, 42.0, 41.72043010752688)","(3.9, 4.3, 4.288379052369077)","(3.2, 3.6, 3.5863279056709714)","(6.5, 7.4, 7.363458401305057)","(14.0, 17.5, 17.246153846153845)","(61.0, 90.0, 86.75324675324676)"
11-01-2023 16:23:59.974636,"(21.0, 27.0, 26.55757575757576)","(5.5, 6.2, 6.146819603753911)","(13.0, 16.0, 15.68978102189781)","(31.0, 44.0, 41.85858585858586)","(3.9, 4.3, 4.326618705035971)","(3.2, 3.6, 3.583531746031746)","(6.5, 7.4, 7.3537154989384295)","(14.0, 17.5, 17.24609375)","(61.0, 90.0, 86.26865671641791)"
11-01-2023 16:24:01.150463,"(21.0, 27.0, 26.558282208588956)","(5.5, 6.2, 6.158512160228899)","(13.0, 15.5, 15.224919093851133)","(31.0, 44.0, 41.744680851063826)","(3.9, 4.4, 4.326724763979666)","(3.2, 3.6, 3.5839584728734093)","(6.5, 7.4, 7.351072961373391)","(14.0, 17.5, 17.24609375)","(61.0, 90.0, 86.26865671641791)"
11-01-2023 16:24:02.293483,"(21.0, 27.0, 26.558282208588956)","(5.5, 6.2, 6.158512160228899)","(13.0, 15.5, 15.224919093851133)","(31.0, 44.0, 41.644444444444446)","(3.9, 4.4, 4.3234831460674155)","(3.2, 3.6, 3.5837976983646276)","(6.5, 7.4, 7.351120162932791)","(14.0, 17.5, 17.256554307116104)","(61.0, 90.0, 86.32352941176471)"
11-01-2023 16:24:03.416995,"(21.0, 27.0, 26.576470588235296)","(5.5, 6.2, 6.134012738853503)","(13.0, 16.0, 15.557142857142857)","(31.0, 44.0, 42.114285714285714)","(3.9, 4.4, 4.174568965517241)","(3.2, 3.6, 3.6043328748280605)","(6.5, 7.4, 7.3855)","(14.0, 17.5, 17.299126637554586)","(61.0, 90.0, 86.28787878787878)"
11-01-2023 16:24:04.542394,"(21.0, 27.0, 26.71212121212121)","(5.5, 6.4, 6.22078431372549)","(13.0, 16.0, 15.759375)","(31.0, 44.0, 41.97530864197531)","(3.9, 4.2, 4.162322695035461)","(3.2, 3.65, 3.610429082240763)","(6.5, 7.4, 7.426308724832215)","(14.0, 17.5, 17.412650602409638)","(61.0, 90.0, 86.79012345679013)"
11-01-2023 16:24:05.822084,"(21.0, 28.0, 27.53488372093023)","(5.5, 6.4, 6.282380952380953)","(13.0, 16.0, 15.951492537313433)","(31.0, 44.0, 43.148936170212764)","(3.9, 4.2, 4.160943257184967)","(3.2, 3.65, 3.6117511520737327)","(6.5, 7.6, 7.4454002389486265)","(14.0, 17.5, 17.468013468013467)","(61.0, 90.0, 86.97674418604652)"
11-01-2023 16:24:07.027303,"(21.0, 28.0, 27.623931623931625)","(5.5, 6.4, 6.282380952380953)","(13.0, 16.0, 15.94758064516129)","(31.0, 44.0, 43.148936170212764)","(3.9, 4.2, 4.158064516129032)","(3.2, 3.65, 3.612079407806191)","(6.5, 7.6, 7.4420147420147424)","(14.0, 18.0, 17.458745874587457)","(61.0, 90.0, 86.97674418604652)"
11-01-2023 16:24:08.251909,"(21.0, 28.0, 27.623931623931625)","(5.5, 6.4, 6.278773006134969)","(13.0, 16.0, 15.694915254237289)","(31.0, 44.0, 43.0)","(3.9, 4.2, 4.16266253869969)","(3.2, 3.65, 3.6128797886393658)","(6.5, 7.6, 7.178075313807532)","(14.0, 18.0, 17.575418994413408)","(61.0, 90.0, 86.80232558139535)"
