,My Fathers Son,Galloping Speed,Midnight Rocker,Valor Bale,My Bonneville,Greysynd Shock,Zipping Crusader,Apache Shout
07-01-2023 19:50:51.962984,"(51.0, 500.0, 456.0)","(71.0, 580.0, 510.0)","(4.4, 9.6, 8.79642857142857)","(2.35, 3.25, 3.2208695652173915)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.435294117647059)","(13.0, 30.0, 20.0)","(12.0, 22.0, 21.902173913043477)"
07-01-2023 19:50:53.013836,"(51.0, 500.0, 456.0)","(71.0, 580.0, 510.0)","(4.4, 9.6, 8.79642857142857)","(2.35, 3.25, 3.2208695652173915)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.435294117647059)","(13.0, 30.0, 20.0)","(12.0, 22.0, 21.902173913043477)"
07-01-2023 19:50:54.020071,"(51.0, 500.0, 460.0)","(71.0, 580.0, 510.0)","(4.4, 9.6, 8.79642857142857)","(2.35, 3.25, 3.2208695652173915)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.435294117647059)","(13.0, 30.0, 20.0)","(12.0, 22.0, 21.902173913043477)"
07-01-2023 19:50:55.033737,"(51.0, 500.0, 460.0)","(71.0, 580.0, 510.0)","(4.4, 9.6, 8.79642857142857)","(2.35, 3.25, 3.2208695652173915)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.435294117647059)","(13.0, 30.0, 20.0)","(12.0, 22.0, 21.902173913043477)"
07-01-2023 19:50:56.067487,"(51.0, 500.0, 460.0)","(71.0, 580.0, 510.0)","(4.4, 9.6, 8.79642857142857)","(2.35, 3.25, 3.2208695652173915)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.435294117647059)","(13.0, 30.0, 20.0)","(12.0, 22.0, 21.902173913043477)"
07-01-2023 19:50:57.030218,"(51.0, 500.0, 460.0)","(71.0, 580.0, 510.0)","(4.4, 9.6, 8.79642857142857)","(2.35, 3.25, 3.2208695652173915)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.435294117647059)","(13.0, 30.0, 20.0)","(12.0, 22.0, 21.902173913043477)"
07-01-2023 19:50:58.132667,"(51.0, 500.0, 460.0)","(71.0, 580.0, 510.0)","(4.4, 9.6, 8.79642857142857)","(2.35, 3.25, 3.2208695652173915)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.435294117647059)","(13.0, 30.0, 20.0)","(12.0, 22.0, 21.902173913043477)"
07-01-2023 19:50:59.165147,"(51.0, 500.0, 460.0)","(71.0, 580.0, 510.0)","(4.4, 9.6, 8.79642857142857)","(2.35, 3.25, 3.2208695652173915)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.435294117647059)","(13.0, 30.0, 20.0)","(12.0, 22.0, 21.902173913043477)"
07-01-2023 19:51:00.143718,"(51.0, 500.0, 460.0)","(71.0, 580.0, 510.0)","(4.4, 9.6, 8.79642857142857)","(2.35, 3.25, 3.2208695652173915)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.435294117647059)","(13.0, 30.0, 20.0)","(12.0, 22.0, 21.902173913043477)"
07-01-2023 19:51:01.178396,"(51.0, 500.0, 460.0)","(71.0, 580.0, 510.0)","(4.4, 9.6, 8.79642857142857)","(2.35, 3.25, 3.2208695652173915)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.435294117647059)","(13.0, 30.0, 20.0)","(12.0, 22.0, 21.902173913043477)"
07-01-2023 19:51:02.353345,"(51.0, 500.0, 460.0)","(71.0, 580.0, 510.0)","(4.4, 9.6, 8.79642857142857)","(2.35, 3.25, 3.2208695652173915)","(3.7, 4.5, 4.449090909090909)","(5.5, 9.0, 7.435294117647059)","(13.0, 30.0, 20.0)","(12.0, 22.0, 21.902173913043477)"
07-01-2023 19:51:03.325190,"(51.0, 500.0, 460.0)","(71.0, 580.0, 510.0)","(4.4, 9.6, 8.79642857142857)","(2.35, 3.25, 3.2208695652173915)","(3.7, 4.5, 4.433333333333334)","(5.5, 9.0, 8.445454545454545)","(13.0, 30.0, 17.333333333333332)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:04.361675,"(51.0, 400.0, 352.8571428571429)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 9.269117647058824)","(2.35, 3.25, 3.2208695652173915)","(3.7, 4.5, 4.433333333333334)","(5.5, 8.6, 8.445454545454545)","(13.0, 29.0, 17.333333333333332)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:05.452711,"(51.0, 400.0, 352.8571428571429)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 9.269117647058824)","(2.35, 3.25, 3.2208695652173915)","(3.7, 4.5, 4.433333333333334)","(5.5, 8.6, 8.445454545454545)","(13.0, 29.0, 17.333333333333332)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:06.559961,"(51.0, 400.0, 352.8571428571429)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 9.269117647058824)","(2.35, 3.25, 3.2208695652173915)","(3.7, 4.5, 4.433333333333334)","(5.5, 8.6, 8.445454545454545)","(13.0, 29.0, 17.333333333333332)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:07.635102,"(51.0, 400.0, 352.8571428571429)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 9.269117647058824)","(2.35, 3.25, 3.2208695652173915)","(3.7, 4.5, 4.433333333333334)","(5.5, 8.6, 8.445454545454545)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:08.685855,"(51.0, 400.0, 370.0)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 9.269117647058824)","(2.35, 3.25, 2.957948717948718)","(3.7, 4.5, 4.433333333333334)","(5.5, 8.6, 8.445454545454545)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:09.723869,"(51.0, 400.0, 370.0)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 9.269117647058824)","(2.35, 3.25, 2.957948717948718)","(3.7, 4.5, 4.433333333333334)","(5.5, 8.6, 8.445454545454545)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:10.736405,"(51.0, 400.0, 370.0)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 9.269117647058824)","(2.35, 3.25, 2.957948717948718)","(3.7, 4.5, 4.433333333333334)","(5.5, 8.6, 8.445454545454545)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:11.914518,"(51.0, 400.0, 370.0)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 9.269117647058824)","(2.35, 3.25, 2.8)","(3.7, 4.5, 4.433333333333334)","(5.5, 8.6, 8.445454545454545)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:13.045480,"(51.0, 400.0, 370.0)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 9.269117647058824)","(2.35, 3.25, 2.8)","(3.7, 4.5, 4.433333333333334)","(5.5, 8.6, 8.445454545454545)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:14.060361,"(51.0, 400.0, 370.0)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 9.269117647058824)","(2.35, 3.25, 2.8)","(3.7, 4.5, 4.433333333333334)","(5.5, 8.6, 8.445454545454545)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:15.141550,"(51.0, 400.0, 370.0)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 9.269117647058824)","(2.35, 3.25, 2.8)","(3.7, 4.5, 4.433333333333334)","(5.5, 8.6, 8.445454545454545)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:16.338589,"(51.0, 400.0, 370.0)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 9.269117647058824)","(2.35, 3.25, 2.8)","(3.7, 4.5, 4.433333333333334)","(5.5, 8.6, 8.445454545454545)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:17.470758,"(51.0, 400.0, 370.0)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 9.269117647058824)","(2.35, 3.25, 2.8)","(3.7, 4.5, 4.433333333333334)","(5.5, 8.6, 8.445454545454545)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:18.529299,"(51.0, 400.0, 370.0)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 9.269117647058824)","(2.35, 3.25, 2.8)","(3.7, 4.5, 4.433333333333334)","(5.5, 8.6, 8.445454545454545)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:19.601037,"(51.0, 400.0, 370.0)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 9.269117647058824)","(2.35, 3.25, 2.8)","(3.7, 4.5, 4.433333333333334)","(5.5, 8.6, 8.445454545454545)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:20.703157,"(51.0, 400.0, 370.0)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 9.269117647058824)","(2.35, 3.25, 2.8)","(3.7, 4.5, 4.433333333333334)","(5.5, 8.6, 8.445454545454545)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:21.878359,"(51.0, 400.0, 370.0)","(71.0, 480.0, 424.2857142857143)","(4.4, 9.6, 5.933333333333334)","(2.35, 3.25, 2.613829787234043)","(3.7, 4.5, 4.432413793103448)","(5.5, 8.6, 6.949999999999999)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:23.015444,"(51.0, 400.0, 372.5)","(71.0, 480.0, 431.25)","(4.4, 9.6, 5.933333333333334)","(2.35, 3.25, 2.613829787234043)","(3.7, 4.5, 4.432413793103448)","(5.5, 8.6, 6.949999999999999)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:24.139415,"(51.0, 400.0, 359.375)","(71.0, 480.0, 431.25)","(4.4, 9.6, 5.933333333333334)","(2.35, 3.25, 2.613829787234043)","(3.7, 4.5, 4.432413793103448)","(5.5, 8.6, 5.85)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:25.309749,"(51.0, 400.0, 363.8888888888889)","(71.0, 480.0, 431.25)","(4.4, 9.6, 5.933333333333334)","(2.35, 3.25, 2.613829787234043)","(3.7, 4.5, 4.432413793103448)","(5.5, 8.6, 5.85)","(13.0, 29.0, 15.933333333333334)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:26.476379,"(51.0, 400.0, 359.375)","(71.0, 480.0, 431.25)","(4.4, 9.6, 8.683333333333334)","(2.35, 3.25, 2.875)","(3.7, 4.5, 4.432413793103448)","(5.5, 8.6, 6.4399999999999995)","(13.0, 29.0, 18.684210526315788)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:27.584057,"(51.0, 400.0, 354.2857142857143)","(71.0, 480.0, 431.25)","(4.4, 9.6, 8.683333333333334)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.432413793103448)","(5.5, 8.6, 6.9)","(13.0, 29.0, 20.40909090909091)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:28.619619,"(51.0, 400.0, 354.2857142857143)","(71.0, 480.0, 431.25)","(4.4, 9.6, 6.016666666666667)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.432413793103448)","(5.5, 8.4, 7.800000000000001)","(13.0, 29.0, 20.40909090909091)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:29.706154,"(51.0, 400.0, 354.2857142857143)","(71.0, 480.0, 285.0)","(4.4, 9.6, 6.016666666666667)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.432413793103448)","(5.5, 8.4, 7.92)","(13.0, 29.0, 20.40909090909091)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:30.988232,"(51.0, 400.0, 320.0)","(71.0, 470.0, 422.5)","(4.4, 9.6, 6.016666666666667)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.432413793103448)","(5.5, 8.2, 7.92)","(13.0, 29.0, 21.730769230769234)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:32.044196,"(51.0, 400.0, 355.0)","(71.0, 470.0, 422.5)","(4.4, 9.6, 6.016666666666667)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.432413793103448)","(5.5, 8.2, 7.92)","(13.0, 29.0, 21.730769230769234)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:33.209197,"(51.0, 400.0, 355.0)","(71.0, 470.0, 422.5)","(4.4, 9.6, 6.016666666666667)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.432413793103448)","(5.5, 8.2, 7.92)","(13.0, 29.0, 21.730769230769234)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:34.344242,"(51.0, 400.0, 321.25)","(71.0, 470.0, 422.5)","(4.4, 9.6, 6.016666666666667)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.432413793103448)","(5.5, 8.2, 7.92)","(13.0, 29.0, 21.730769230769234)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:35.472849,"(51.0, 400.0, 348.3333333333333)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 6.016666666666667)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.432413793103448)","(5.5, 8.2, 8.035294117647059)","(13.0, 29.0, 21.730769230769234)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:36.605689,"(51.0, 400.0, 348.3333333333333)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 6.016666666666667)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.432413793103448)","(5.5, 8.2, 7.533333333333333)","(13.0, 29.0, 21.730769230769234)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:37.716348,"(51.0, 400.0, 348.3333333333333)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 6.016666666666667)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.431506849315069)","(5.5, 8.2, 6.314285714285714)","(13.0, 29.0, 21.730769230769234)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:38.751542,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 6.016666666666667)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.431506849315069)","(5.5, 8.2, 6.314285714285714)","(13.0, 29.0, 21.730769230769234)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:39.825933,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.704166666666666)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.431506849315069)","(5.5, 8.2, 6.191304347826087)","(13.0, 29.0, 21.730769230769234)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:40.968065,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.704166666666666)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.431506849315069)","(5.5, 8.2, 6.191304347826087)","(13.0, 29.0, 21.730769230769234)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:42.182018,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 6.1000000000000005)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.431506849315069)","(5.5, 8.2, 6.191304347826087)","(13.0, 29.0, 21.730769230769234)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:43.418850,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 7.55)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.431506849315069)","(5.5, 8.2, 7.628571428571428)","(13.0, 29.0, 22.0)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:44.593223,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 7.442105263157894)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.8, 7.628571428571428)","(13.0, 29.0, 22.25)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:45.609717,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 7.442105263157894)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.8, 7.628571428571428)","(13.0, 29.0, 22.25)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:46.765400,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 7.442105263157894)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.8, 7.628571428571428)","(13.0, 29.0, 22.25)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:47.924536,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 7.442105263157894)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.8, 7.628571428571428)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:49.100911,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.826415094339623)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.8, 7.628571428571428)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:50.169037,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 5.963636363636363)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.8, 7.628571428571428)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:51.190827,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 5.963636363636363)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.8, 7.628571428571428)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:52.300041,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 5.963636363636363)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.8, 7.628571428571428)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:53.396396,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 5.963636363636363)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.8, 7.628571428571428)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:54.510080,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 5.963636363636363)","(2.35, 3.15, 2.875)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.8, 7.628571428571428)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:55.658096,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.17142857142857)","(2.35, 3.15, 2.6366666666666667)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.8, 7.628571428571428)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:56.834683,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.17142857142857)","(2.35, 3.15, 2.6366666666666667)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.8, 7.628571428571428)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:58.038291,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.944262295081966)","(2.35, 3.15, 2.825)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.8, 7.257142857142857)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:51:59.193752,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.944262295081966)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.4, 7.257142857142857)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:00.320225,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.944262295081966)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.4, 7.257142857142857)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:01.451295,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.944262295081966)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.4, 7.257142857142857)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:02.470773,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.944262295081966)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.4, 6.844444444444445)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:03.488183,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 7.0)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.4, 6.844444444444445)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:04.582378,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 7.827272727272727)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.4, 6.844444444444445)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:05.591531,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 7.827272727272727)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.4, 6.844444444444445)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:06.723627,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 7.827272727272727)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.4, 6.08421052631579)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:07.904524,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 7.827272727272727)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431506849315069)","(5.5, 7.4, 6.08421052631579)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:09.068467,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 7.827272727272727)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431740614334471)","(5.5, 7.4, 6.08421052631579)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:10.086734,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 7.827272727272727)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431740614334471)","(5.5, 7.4, 6.885714285714286)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:11.149580,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 7.827272727272727)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431740614334471)","(5.5, 7.0, 6.885714285714286)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:12.161078,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.864150943396226)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431740614334471)","(5.5, 7.0, 6.885714285714286)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:13.296210,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.864150943396226)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431740614334471)","(5.5, 7.0, 6.885714285714286)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:14.344438,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.864150943396226)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431740614334471)","(5.5, 7.0, 6.885714285714286)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:15.446080,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.864150943396226)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431740614334471)","(5.5, 7.0, 6.885714285714286)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:16.559017,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.08)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431740614334471)","(5.5, 7.0, 6.885714285714286)","(13.0, 29.0, 21.8)","(12.0, 22.0, 21.921052631578945)"
07-01-2023 19:52:17.705312,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.08)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431740614334471)","(5.5, 7.0, 6.555555555555555)","(13.0, 29.0, 21.8)","(12.0, 22.0, 22.097014925373134)"
07-01-2023 19:52:18.840024,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.08)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431740614334471)","(5.5, 7.0, 6.555555555555555)","(13.0, 29.0, 21.8)","(12.0, 23.0, 19.071428571428573)"
07-01-2023 19:52:19.933936,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.90909090909091)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431740614334471)","(5.5, 7.0, 6.555555555555555)","(13.0, 29.0, 20.68)","(12.0, 23.0, 19.333333333333332)"
07-01-2023 19:52:21.080729,"(51.0, 400.0, 349.1666666666667)","(71.0, 470.0, 331.8181818181818)","(4.4, 9.6, 8.176923076923076)","(2.35, 3.05, 2.825)","(3.7, 4.5, 4.431740614334471)","(5.5, 7.0, 6.555555555555555)","(13.0, 29.0, 20.5)","(12.0, 23.0, 20.105263157894736)"
