,Adonis Kick,Princeton Award,Almsgiver,Abreed,Vadaboy,Flame Of Venice,Light Up The Moon,Mr Mischief,Allaboutattitude
04-01-2023 14:22:51.690779,"(7.0, 10.0, 9.71111111111111)","(3.9, 4.5, 4.4411764705882355)","(11.0, 17.5, 17.079545454545453)","(8.5, 10.5, 10.085714285714285)","(3.5, 4.0, 3.9850806451612906)","(5.0, 6.8, 6.703703703703703)","(12.0, 17.5, 17.10655737704918)","(21.0, 36.0, 32.8)","(31.0, 60.0, 56.0)"
04-01-2023 14:22:52.811894,"(7.0, 10.0, 9.71111111111111)","(3.9, 4.5, 4.4411764705882355)","(11.0, 17.5, 17.079545454545453)","(8.5, 10.5, 10.085714285714285)","(3.5, 4.0, 3.9850806451612906)","(5.0, 6.8, 6.703703703703703)","(12.0, 17.5, 17.10655737704918)","(21.0, 36.0, 32.8)","(31.0, 60.0, 56.0)"
04-01-2023 14:22:53.920757,"(7.0, 10.0, 9.792)","(3.9, 4.5, 4.4411764705882355)","(11.0, 17.5, 17.079545454545453)","(8.5, 10.5, 10.085714285714285)","(3.5, 4.0, 3.9850806451612906)","(5.0, 6.8, 6.703703703703703)","(12.0, 17.5, 17.10655737704918)","(21.0, 36.0, 32.8)","(31.0, 60.0, 56.0)"
04-01-2023 14:22:55.041387,"(7.0, 10.0, 9.792)","(3.9, 4.5, 4.4411764705882355)","(11.0, 17.5, 17.079545454545453)","(8.5, 10.5, 10.085714285714285)","(3.5, 4.0, 3.9850806451612906)","(5.0, 6.8, 6.703703703703703)","(12.0, 17.5, 17.10655737704918)","(21.0, 36.0, 33.86666666666667)","(31.0, 60.0, 56.0)"
04-01-2023 14:22:56.208489,"(7.0, 10.0, 9.792)","(3.9, 4.5, 4.4411764705882355)","(11.0, 17.5, 17.102150537634408)","(8.5, 10.5, 10.075)","(3.5, 4.0, 3.9850806451612906)","(5.0, 6.8, 6.703703703703703)","(12.0, 17.5, 17.10655737704918)","(21.0, 36.0, 33.86666666666667)","(31.0, 60.0, 56.0)"
04-01-2023 14:22:57.315962,"(7.0, 10.0, 9.873170731707317)","(3.9, 4.5, 4.4411764705882355)","(11.0, 17.5, 17.102150537634408)","(8.5, 10.5, 10.075)","(3.5, 4.0, 3.9850806451612906)","(5.0, 6.8, 6.7018867924528305)","(12.0, 17.5, 16.90740740740741)","(21.0, 36.0, 33.86666666666667)","(31.0, 60.0, 57.5)"
04-01-2023 14:22:58.402684,"(7.0, 10.0, 9.873170731707317)","(3.9, 4.5, 4.4411764705882355)","(11.0, 17.5, 17.102150537634408)","(8.5, 10.5, 10.075)","(3.5, 4.0, 3.9850806451612906)","(5.0, 6.8, 6.7018867924528305)","(12.0, 17.5, 16.90740740740741)","(21.0, 36.0, 33.86666666666667)","(31.0, 60.0, 57.5)"
04-01-2023 14:22:59.502660,"(7.0, 10.0, 9.873170731707317)","(3.9, 4.5, 4.4411764705882355)","(11.0, 17.5, 17.102150537634408)","(8.5, 10.5, 10.075)","(3.5, 4.0, 3.9850806451612906)","(5.0, 6.8, 6.7018867924528305)","(12.0, 17.5, 16.90740740740741)","(21.0, 36.0, 33.86666666666667)","(31.0, 60.0, 57.5)"
04-01-2023 14:23:00.699956,"(7.0, 10.0, 9.873170731707317)","(3.9, 4.5, 4.4411764705882355)","(11.0, 17.5, 17.102150537634408)","(8.5, 10.5, 10.075)","(3.5, 4.0, 3.9850806451612906)","(5.0, 6.8, 6.685714285714286)","(12.0, 17.5, 16.97826086956522)","(21.0, 36.0, 33.86666666666667)","(31.0, 60.0, 57.5)"
04-01-2023 14:23:01.860618,"(7.0, 10.0, 9.873170731707317)","(3.9, 4.5, 4.435251798561151)","(11.0, 17.5, 17.102150537634408)","(8.5, 10.5, 10.25)","(3.5, 4.0, 3.9954703832752614)","(5.0, 6.8, 6.7018867924528305)","(12.0, 17.5, 16.97826086956522)","(21.0, 36.0, 33.86666666666667)","(31.0, 60.0, 57.5)"
04-01-2023 14:23:03.067439,"(7.0, 10.0, 9.873170731707317)","(3.9, 4.5, 4.42992700729927)","(11.0, 17.5, 17.150943396226417)","(8.5, 10.5, 10.32089552238806)","(3.5, 4.1, 3.9954703832752614)","(5.0, 6.8, 6.7018867924528305)","(12.0, 17.5, 16.97826086956522)","(21.0, 36.0, 33.86666666666667)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:04.278739,"(7.0, 10.0, 9.873170731707317)","(3.9, 4.5, 4.42992700729927)","(11.0, 17.5, 17.102150537634408)","(8.5, 10.5, 10.34)","(3.5, 4.1, 3.9954703832752614)","(5.0, 6.8, 6.67906976744186)","(12.0, 17.5, 16.97826086956522)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:05.528336,"(7.0, 10.0, 9.873170731707317)","(3.9, 4.5, 4.42992700729927)","(11.0, 17.5, 17.102150537634408)","(8.5, 10.5, 10.34)","(3.5, 4.1, 3.9954703832752614)","(5.0, 6.8, 6.660869565217391)","(12.0, 17.5, 16.97826086956522)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:06.605066,"(7.0, 10.0, 9.873170731707317)","(3.9, 4.5, 4.42992700729927)","(11.0, 17.5, 17.102150537634408)","(8.5, 10.5, 10.34)","(3.5, 4.1, 3.9954703832752614)","(5.0, 6.8, 6.58)","(12.0, 17.5, 16.97826086956522)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:07.828958,"(7.0, 10.0, 9.873170731707317)","(3.9, 4.5, 4.42992700729927)","(11.0, 17.5, 17.05952380952381)","(8.5, 10.5, 10.34)","(3.5, 4.1, 3.9954703832752614)","(5.0, 6.6, 6.55)","(12.0, 17.5, 16.75)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:08.994842,"(7.0, 10.0, 9.873170731707317)","(3.9, 4.5, 4.42992700729927)","(11.0, 17.5, 17.05952380952381)","(8.5, 10.5, 10.34)","(3.5, 4.1, 3.9954703832752614)","(5.0, 6.6, 6.55)","(12.0, 17.5, 16.75)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:10.095540,"(7.0, 10.0, 9.873170731707317)","(3.9, 4.5, 4.42992700729927)","(11.0, 17.5, 17.05952380952381)","(8.5, 10.5, 10.34)","(3.5, 4.1, 3.9954703832752614)","(5.0, 6.6, 6.55)","(12.0, 17.5, 16.75)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:11.180751,"(7.0, 10.0, 9.873170731707317)","(3.9, 4.5, 4.42992700729927)","(11.0, 17.5, 17.05952380952381)","(8.5, 10.5, 10.369565217391305)","(3.5, 4.1, 3.9954703832752614)","(5.0, 6.6, 6.55)","(12.0, 17.5, 16.75)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:12.230489,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.42992700729927)","(11.0, 17.5, 17.05952380952381)","(8.5, 10.5, 10.369565217391305)","(3.5, 4.1, 3.9954703832752614)","(5.0, 6.6, 6.55)","(12.0, 17.5, 16.75)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:13.286663,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.42992700729927)","(11.0, 17.5, 17.05952380952381)","(8.5, 10.5, 10.369565217391305)","(3.5, 4.1, 4.0014778325123155)","(5.0, 6.6, 6.55)","(12.0, 17.5, 16.75)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:14.315214,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.42992700729927)","(11.0, 17.5, 17.05952380952381)","(8.5, 10.5, 10.369565217391305)","(3.5, 4.1, 4.0014778325123155)","(5.0, 6.6, 6.55)","(12.0, 17.5, 16.75)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:15.451678,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.42992700729927)","(11.0, 17.5, 17.05952380952381)","(8.5, 10.5, 10.369565217391305)","(3.5, 4.1, 4.019917012448133)","(5.0, 6.6, 6.55)","(12.0, 17.5, 16.75)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:16.546868,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.427272727272727)","(11.0, 17.5, 17.05952380952381)","(8.5, 10.5, 10.369565217391305)","(3.5, 4.1, 4.019917012448133)","(5.0, 6.6, 6.55)","(12.0, 17.5, 16.25)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:17.623230,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.427272727272727)","(11.0, 18.0, 17.565217391304348)","(8.5, 10.5, 10.369565217391305)","(3.5, 4.1, 4.027169811320754)","(5.0, 6.6, 6.55)","(12.0, 16.5, 16.142857142857142)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:18.783230,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.430232558139535)","(11.0, 18.0, 17.565217391304348)","(8.5, 10.5, 10.369565217391305)","(3.5, 4.1, 4.027169811320754)","(5.0, 6.6, 6.55)","(12.0, 16.5, 16.142857142857142)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:19.941266,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.427272727272727)","(11.0, 18.0, 17.565217391304348)","(8.5, 10.5, 10.369565217391305)","(3.5, 4.1, 4.027169811320754)","(5.0, 6.6, 6.55)","(12.0, 16.5, 16.142857142857142)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:21.035667,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.427272727272727)","(11.0, 18.0, 17.565217391304348)","(8.5, 10.5, 10.369565217391305)","(3.5, 4.1, 4.027169811320754)","(5.0, 6.6, 6.55)","(12.0, 16.5, 16.142857142857142)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:22.149547,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.430232558139535)","(11.0, 18.0, 17.565217391304348)","(8.5, 10.5, 10.369565217391305)","(3.5, 4.1, 4.027169811320754)","(5.0, 6.6, 6.55)","(12.0, 16.5, 16.142857142857142)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:23.267467,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.430232558139535)","(11.0, 18.0, 17.565217391304348)","(8.5, 10.5, 10.369565217391305)","(3.5, 4.1, 4.027169811320754)","(5.0, 6.6, 6.55)","(12.0, 16.5, 16.142857142857142)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:24.458995,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.427272727272727)","(11.0, 18.0, 17.565217391304348)","(8.5, 10.5, 10.369565217391305)","(3.5, 4.1, 4.027169811320754)","(5.0, 6.6, 6.55)","(12.0, 16.5, 16.142857142857142)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:25.561816,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.427272727272727)","(11.0, 18.0, 17.565217391304348)","(8.5, 10.5, 10.369565217391305)","(3.5, 4.1, 4.027169811320754)","(5.0, 6.6, 6.55)","(12.0, 16.5, 16.142857142857142)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:26.707404,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.430232558139535)","(11.0, 18.0, 17.565217391304348)","(8.5, 10.5, 10.369565217391305)","(3.5, 4.1, 4.027169811320754)","(5.0, 6.6, 6.55)","(12.0, 16.5, 16.142857142857142)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:27.821625,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.430232558139535)","(11.0, 18.0, 17.565217391304348)","(8.5, 10.5, 10.369565217391305)","(3.5, 4.1, 4.027169811320754)","(5.0, 6.6, 6.55)","(12.0, 16.5, 15.95)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:28.939237,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.437062937062937)","(11.0, 18.0, 17.545454545454547)","(8.5, 10.5, 10.375)","(3.5, 4.1, 4.033448275862069)","(5.0, 6.6, 6.55)","(12.0, 16.0, 15.333333333333334)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:30.001572,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.434782608695652)","(11.0, 18.0, 17.545454545454547)","(8.5, 10.5, 10.375)","(3.5, 4.1, 4.033448275862069)","(5.0, 6.6, 6.55)","(12.0, 16.0, 15.75)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:31.044025,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.434782608695652)","(11.0, 18.0, 17.545454545454547)","(8.5, 10.5, 10.375)","(3.5, 4.1, 4.033448275862069)","(5.0, 6.6, 6.55)","(12.0, 16.0, 15.75)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:32.128210,"(7.5, 10.0, 9.873170731707317)","(3.9, 4.5, 4.434782608695652)","(11.0, 18.0, 17.523809523809526)","(8.5, 10.5, 10.375)","(3.5, 4.1, 4.0306962025316455)","(5.0, 6.6, 6.55)","(12.0, 16.0, 15.75)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:33.264362,"(7.5, 10.0, 9.866666666666667)","(3.9, 4.5, 4.434782608695652)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.375)","(3.5, 4.0, 3.9677083333333334)","(5.0, 6.6, 6.55)","(12.0, 16.0, 15.4)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:34.381231,"(7.5, 10.0, 9.8125)","(3.9, 4.6, 4.542857142857143)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.375)","(3.5, 4.0, 3.9677083333333334)","(5.0, 6.6, 6.55)","(12.0, 16.0, 15.4)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:35.462969,"(7.5, 10.0, 9.875)","(3.9, 4.5, 4.461538461538462)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.375)","(3.5, 4.0, 3.9677083333333334)","(5.0, 6.6, 6.55)","(12.0, 16.0, 15.4)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:36.565159,"(7.5, 10.0, 9.875)","(3.9, 4.5, 4.461538461538462)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.375)","(3.5, 4.0, 3.9728070175438597)","(5.0, 6.6, 6.55)","(12.0, 16.0, 15.4)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:37.691835,"(7.5, 9.8, 9.786666666666667)","(3.9, 4.5, 4.461538461538462)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.375)","(3.5, 4.0, 3.9728070175438597)","(5.0, 6.6, 6.553846153846154)","(12.0, 16.0, 15.307692307692308)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:38.788206,"(7.5, 9.8, 9.742857142857144)","(3.9, 4.5, 4.441025641025641)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.375)","(3.5, 4.0, 3.9677083333333334)","(5.0, 6.6, 6.553846153846154)","(12.0, 16.0, 15.4)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:39.942263,"(7.5, 9.8, 9.742857142857144)","(3.9, 4.5, 4.427083333333334)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.375)","(3.5, 4.0, 3.9677083333333334)","(5.0, 6.6, 6.553846153846154)","(12.0, 16.0, 15.4)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:41.043329,"(7.5, 9.8, 9.742857142857144)","(3.9, 4.5, 4.4186046511627906)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.375)","(3.5, 4.0, 3.9813253012048193)","(5.0, 6.6, 6.553846153846154)","(12.0, 16.0, 15.4)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:42.137659,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.4186046511627906)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.375)","(3.5, 4.0, 3.9813253012048193)","(5.0, 6.6, 6.553846153846154)","(12.0, 16.0, 15.4)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:43.241915,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.4186046511627906)","(11.0, 18.0, 17.7)","(8.5, 10.5, 10.375)","(3.5, 4.0, 3.9769896193771626)","(5.0, 6.6, 6.553846153846154)","(12.0, 16.0, 15.470588235294118)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:44.291047,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.4465648854961835)","(11.0, 18.0, 17.7)","(8.5, 10.5, 10.375)","(3.5, 4.1, 3.9769896193771626)","(5.0, 6.6, 6.553846153846154)","(12.0, 16.0, 15.4)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:45.340399,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.4465648854961835)","(11.0, 18.0, 17.7)","(8.5, 10.5, 10.375)","(3.5, 4.1, 3.9769896193771626)","(5.0, 6.6, 6.553846153846154)","(12.0, 16.0, 15.4)","(21.0, 36.0, 32.8)","(31.0, 65.0, 58.333333333333336)"
04-01-2023 14:23:46.418293,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.442222222222222)","(11.0, 18.0, 17.7)","(8.5, 10.5, 10.401408450704226)","(3.5, 4.1, 3.9769896193771626)","(5.0, 6.6, 6.635294117647059)","(12.0, 16.0, 15.4)","(21.0, 36.0, 32.8)","(31.0, 65.0, 58.333333333333336)"
04-01-2023 14:23:47.640125,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.437142857142857)","(11.0, 18.0, 17.7)","(8.5, 10.5, 10.401408450704226)","(3.5, 4.1, 3.9769896193771626)","(5.0, 6.8, 6.67906976744186)","(12.0, 16.0, 15.4)","(21.0, 36.0, 32.8)","(31.0, 65.0, 58.333333333333336)"
04-01-2023 14:23:48.874156,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.437142857142857)","(11.0, 18.0, 17.7)","(8.5, 10.5, 10.401408450704226)","(3.5, 4.1, 3.9769896193771626)","(5.0, 6.8, 6.67906976744186)","(12.0, 16.0, 15.5)","(21.0, 36.0, 32.8)","(31.0, 65.0, 58.333333333333336)"
04-01-2023 14:23:50.235312,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.437142857142857)","(11.0, 18.0, 17.8)","(8.5, 10.5, 10.451327433628318)","(3.5, 4.1, 3.9769896193771626)","(5.0, 6.8, 6.67906976744186)","(12.0, 16.0, 15.5)","(21.0, 36.0, 32.8)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:51.419111,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.437142857142857)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.451327433628318)","(3.5, 4.1, 3.9769896193771626)","(5.0, 6.8, 6.67906976744186)","(12.0, 16.0, 15.5)","(21.0, 36.0, 32.625)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:52.571685,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.437142857142857)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.451327433628318)","(3.5, 4.1, 3.9769896193771626)","(5.0, 6.8, 6.67906976744186)","(12.0, 16.0, 15.5)","(21.0, 36.0, 32.625)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:53.700514,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.437142857142857)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.451327433628318)","(3.5, 4.1, 3.970051413881748)","(5.0, 6.8, 6.67906976744186)","(12.0, 16.0, 15.5)","(21.0, 36.0, 32.625)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:54.773476,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.437142857142857)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.451327433628318)","(3.5, 4.1, 3.970051413881748)","(5.0, 6.8, 6.67906976744186)","(12.0, 16.0, 15.571428571428571)","(21.0, 36.0, 32.625)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:55.915307,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.437142857142857)","(11.0, 18.0, 17.75)","(8.5, 10.5, 10.451327433628318)","(3.5, 4.1, 3.966666666666667)","(5.0, 6.8, 6.67906976744186)","(12.0, 16.0, 15.5)","(21.0, 36.0, 32.625)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:57.010884,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.4372549019607845)","(11.0, 18.0, 17.75)","(8.5, 10.5, 10.451327433628318)","(3.5, 4.0, 3.966666666666667)","(5.0, 6.8, 6.67906976744186)","(12.0, 16.0, 15.5)","(21.0, 36.0, 32.625)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:58.062314,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.430434782608696)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.451327433628318)","(3.5, 4.0, 3.966666666666667)","(5.0, 6.8, 6.7018867924528305)","(12.0, 16.0, 15.5)","(21.0, 36.0, 32.625)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:23:59.183126,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.430434782608696)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.453781512605042)","(3.5, 4.0, 3.966666666666667)","(5.0, 6.8, 6.7018867924528305)","(12.0, 16.0, 15.5)","(21.0, 36.0, 32.625)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:24:00.277217,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.430434782608696)","(11.0, 18.0, 17.75)","(8.5, 10.5, 10.453781512605042)","(3.5, 4.0, 3.966666666666667)","(5.0, 6.8, 6.7018867924528305)","(12.0, 16.0, 15.5)","(21.0, 36.0, 32.625)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:24:01.322677,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.426415094339623)","(11.0, 18.0, 17.75)","(8.5, 10.5, 10.453781512605042)","(3.5, 4.0, 3.966666666666667)","(5.0, 6.8, 6.7018867924528305)","(12.0, 16.0, 15.5)","(21.0, 36.0, 32.625)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:24:02.471164,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.426415094339623)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.453781512605042)","(3.5, 4.0, 3.966666666666667)","(5.0, 6.8, 6.7018867924528305)","(12.0, 16.0, 15.5)","(21.0, 36.0, 32.625)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:24:03.508611,"(7.5, 9.8, 9.72)","(3.9, 4.5, 4.426415094339623)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.453781512605042)","(3.5, 4.0, 3.966666666666667)","(5.0, 6.8, 6.7018867924528305)","(12.0, 16.0, 15.5)","(21.0, 36.0, 32.625)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:24:04.575568,"(7.5, 9.8, 9.685714285714285)","(3.9, 4.5, 4.470454545454546)","(11.0, 18.0, 17.77777777777778)","(8.5, 10.5, 10.453781512605042)","(3.5, 4.0, 3.966666666666667)","(5.0, 6.8, 6.7018867924528305)","(12.0, 16.0, 15.5)","(21.0, 36.0, 32.625)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:24:05.874789,"(7.5, 9.8, 9.685714285714285)","(3.9, 4.5, 4.451666666666667)","(11.0, 18.0, 17.647058823529413)","(8.5, 10.5, 10.453781512605042)","(3.5, 4.0, 3.966666666666667)","(5.0, 6.8, 6.7018867924528305)","(12.0, 16.0, 15.5)","(21.0, 36.0, 32.625)","(31.0, 60.0, 58.333333333333336)"
04-01-2023 14:24:07.091328,"(7.5, 9.8, 9.685714285714285)","(3.9, 4.5, 4.447272727272727)","(11.0, 18.0, 16.926829268292682)","(8.5, 10.5, 9.959259259259259)","(3.5, 4.0, 3.9729899497487438)","(5.0, 6.8, 6.7018867924528305)","(12.0, 16.0, 16.208333333333332)","(21.0, 36.0, 32.625)","(31.0, 60.0, 59.72222222222222)"
04-01-2023 14:24:08.213594,"(7.5, 9.8, 9.715789473684211)","(3.9, 4.5, 4.447272727272727)","(11.0, 17.0, 16.926829268292682)","(8.5, 10.0, 9.959259259259259)","(3.5, 4.1, 3.9729899497487438)","(5.0, 6.8, 6.7018867924528305)","(12.0, 16.5, 17.0)","(21.0, 36.0, 33.54545454545455)","(31.0, 60.0, 59.72222222222222)"
04-01-2023 14:24:09.508928,"(7.5, 9.8, 9.676923076923076)","(3.9, 4.5, 4.457894736842105)","(11.0, 17.0, 16.869565217391305)","(8.5, 10.5, 10.278947368421052)","(3.5, 4.1, 3.9729899497487438)","(5.0, 6.8, 6.7018867924528305)","(12.0, 17.5, 17.0)","(21.0, 36.0, 33.54545454545455)","(31.0, 60.0, 59.72222222222222)"
04-01-2023 14:24:10.801366,"(7.5, 9.6, 9.525)","(3.9, 4.5, 4.457894736842105)","(11.0, 17.0, 16.842105263157894)","(8.5, 10.5, 10.14)","(3.5, 4.1, 3.972348484848485)","(5.0, 6.8, 6.7018867924528305)","(12.0, 17.5, 17.0)","(21.0, 36.0, 33.54545454545455)","(31.0, 60.0, 59.72222222222222)"
04-01-2023 14:24:12.118154,"(7.5, 9.6, 9.525)","(3.9, 4.5, 4.452317880794702)","(11.0, 17.0, 16.842105263157894)","(8.5, 10.5, 10.14)","(3.5, 4.1, 3.9754926108374384)","(5.0, 6.8, 6.7018867924528305)","(12.0, 17.5, 16.863636363636363)","(21.0, 36.0, 33.54545454545455)","(31.0, 60.0, 59.72222222222222)"
04-01-2023 14:24:13.363551,"(7.5, 9.6, 9.525)","(3.9, 4.5, 4.452317880794702)","(11.0, 17.0, 16.842105263157894)","(8.5, 10.5, 10.14)","(3.5, 4.1, 3.9754926108374384)","(5.0, 6.8, 6.7018867924528305)","(12.0, 17.5, 16.863636363636363)","(21.0, 36.0, 33.54545454545455)","(31.0, 60.0, 59.72222222222222)"
04-01-2023 14:24:14.539794,"(7.5, 9.6, 9.525)","(3.9, 4.5, 4.452317880794702)","(11.0, 17.0, 16.842105263157894)","(8.5, 10.5, 10.14)","(3.5, 4.1, 3.9754926108374384)","(5.0, 6.8, 6.7018867924528305)","(12.0, 17.5, 16.863636363636363)","(21.0, 36.0, 33.54545454545455)","(31.0, 60.0, 59.72222222222222)"
