,Judge Jujon,Oyster Stride,The Sportz Star,The Irish Eagle,Chainlinc,King Of Trumps Nz,Whataboyjack
12-01-2023 14:24:56.783603,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:24:57.894476,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:24:59.014126,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:00.107533,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:01.224932,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:02.350937,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:03.410526,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:04.501500,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:05.543547,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:06.630782,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:07.723290,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:08.981573,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:10.293999,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:11.519607,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:12.712917,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:13.934850,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:15.234884,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:16.577697,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:17.712237,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:18.804333,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:19.961103,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:21.114107,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:22.217370,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:23.281210,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:24.388602,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:25.504542,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:26.565244,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:27.613129,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:28.694563,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:29.864748,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:30.984355,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:32.269698,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:33.462979,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:34.750713,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:35.921194,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:36.996158,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:38.125129,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:39.204026,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:40.339093,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:41.463975,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:42.644387,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:43.726284,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:44.780156,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:45.835547,"(4.6, 8.0, 7.4)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:46.935683,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:48.054942,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:49.160198,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:50.334492,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:51.459960,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:52.651074,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:53.719857,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:54.820142,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:56.003002,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:57.135938,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:58.118246,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:25:59.281304,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:00.425029,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:01.367229,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:02.450802,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:03.586255,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:04.720106,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:05.822052,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:06.868977,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:07.917414,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:09.132883,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:10.256732,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:11.352185,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:12.433212,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:13.515568,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:14.680924,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:15.703572,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:16.760193,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:17.905332,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:19.007835,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:19.990927,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:21.050644,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:22.197900,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:23.271855,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:24.396462,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:25.499106,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:26.611274,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:27.742742,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:28.857627,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:30.106820,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:31.205234,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:32.269363,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:33.328827,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:34.479855,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:35.558380,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:36.541873,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:37.525114,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:38.711158,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:39.834519,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:40.827342,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:42.096394,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:43.270924,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:44.279560,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:45.576201,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
12-01-2023 14:26:46.832548,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 3.02)"
