,Autumn Doll,Cab Fare Home,Tinker Yvonne,Foxtrot Tango,Zaras Princess,Blue Tick Maya
07-01-2023 20:51:34.205958,"(10.0, 26.0, 23.75)","(3.3, 5.4, 5.330769230769231)","(7.0, 8.6, 7.885714285714285)","(9.0, 15.5, 15.217741935483872)","(4.6, 6.2, 6.175342465753425)","(2.5, 2.54, 2.5175)"
07-01-2023 20:51:35.170064,"(10.0, 26.0, 23.75)","(3.3, 5.4, 5.25)","(7.0, 8.6, 7.885714285714285)","(9.0, 15.5, 15.217741935483872)","(4.6, 6.2, 6.175342465753425)","(2.5, 2.54, 2.504)"
07-01-2023 20:51:36.167764,"(10.0, 26.0, 23.75)","(3.3, 5.4, 5.381927710843374)","(7.0, 8.6, 7.885714285714285)","(9.0, 15.5, 15.217741935483872)","(4.6, 6.2, 6.175342465753425)","(2.5, 2.54, 2.504)"
07-01-2023 20:51:37.008209,"(10.0, 26.0, 23.75)","(3.3, 5.5, 5.4775)","(7.0, 8.6, 7.885714285714285)","(9.0, 15.5, 15.217741935483872)","(4.6, 6.2, 6.175342465753425)","(2.5, 2.54, 2.504)"
07-01-2023 20:51:37.903365,"(10.0, 26.0, 23.75)","(3.3, 5.4, 5.266666666666667)","(7.0, 8.6, 7.842424242424242)","(9.0, 14.5, 14.456896551724139)","(4.6, 6.2, 6.125)","(2.5, 2.68, 2.679076923076923)"
07-01-2023 20:51:38.801658,"(10.0, 26.0, 23.75)","(3.3, 5.5, 5.285714285714286)","(7.0, 8.6, 7.885714285714285)","(9.0, 15.5, 15.217741935483872)","(4.6, 6.2, 6.175342465753425)","(2.5, 2.68, 2.5300000000000002)"
07-01-2023 20:51:39.690827,"(10.0, 26.0, 23.75)","(3.3, 5.5, 5.071428571428571)","(7.0, 8.6, 7.885714285714285)","(9.0, 15.5, 15.217741935483872)","(4.6, 6.2, 6.1454545454545455)","(2.5, 2.66, 2.62)"
07-01-2023 20:51:40.703614,"(10.0, 26.0, 23.75)","(3.3, 5.4, 5.08)","(7.0, 8.6, 7.8758620689655165)","(9.0, 15.5, 15.166666666666666)","(4.6, 6.2, 6.118518518518519)","(2.5, 2.68, 2.678666666666667)"
07-01-2023 20:51:41.627664,"(10.0, 26.0, 23.75)","(3.3, 5.4, 5.08)","(7.0, 8.6, 7.8758620689655165)","(9.0, 15.5, 15.166666666666666)","(4.6, 6.2, 6.118518518518519)","(2.5, 2.68, 2.6606913580246916)"
07-01-2023 20:51:42.554201,"(10.0, 26.0, 23.75)","(3.3, 5.4, 5.08)","(7.0, 8.6, 7.8758620689655165)","(9.0, 15.5, 15.166666666666666)","(4.6, 6.2, 6.118518518518519)","(2.5, 2.68, 2.6606913580246916)"
07-01-2023 20:51:43.413918,"(10.0, 26.0, 23.75)","(3.3, 5.4, 5.08)","(7.0, 8.6, 7.8758620689655165)","(9.0, 15.5, 15.166666666666666)","(4.6, 6.2, 6.118518518518519)","(2.5, 2.68, 2.6023821339950373)"
07-01-2023 20:51:44.276468,"(10.0, 26.0, 23.75)","(3.3, 5.5, 5.071428571428571)","(7.0, 8.6, 7.885714285714285)","(9.0, 15.5, 15.217741935483872)","(4.6, 6.2, 6.1454545454545455)","(2.5, 2.68, 2.6023587223587223)"
07-01-2023 20:51:45.179933,"(10.0, 26.0, 23.75)","(3.3, 5.5, 5.071428571428571)","(7.0, 8.6, 7.885714285714285)","(9.0, 15.5, 15.217741935483872)","(4.6, 6.2, 6.138461538461539)","(2.5, 2.68, 2.7167796610169495)"
07-01-2023 20:51:46.184888,"(10.0, 26.0, 23.75)","(3.3, 5.4, 5.08)","(7.0, 8.2, 7.949999999999999)","(9.0, 15.5, 15.217741935483872)","(4.6, 6.2, 6.1454545454545455)","(2.5, 2.72, 2.715966386554622)"
07-01-2023 20:51:47.118735,"(10.0, 26.0, 23.75)","(3.3, 5.5, 5.071428571428571)","(7.0, 8.2, 7.999999999999999)","(9.0, 15.5, 15.217741935483872)","(4.6, 6.2, 6.013333333333334)","(2.5, 2.72, 2.715966386554622)"
07-01-2023 20:51:48.065778,"(10.0, 26.0, 23.75)","(3.3, 5.4, 5.08)","(7.0, 7.8, 7.533333333333333)","(9.0, 15.5, 15.217741935483872)","(4.6, 6.2, 6.013333333333334)","(2.5, 2.72, 2.66)"
07-01-2023 20:51:48.929113,"(10.0, 26.0, 23.75)","(3.3, 5.4, 5.2)","(7.0, 8.2, 7.8)","(9.0, 15.5, 15.217741935483872)","(4.6, 6.2, 6.013333333333334)","(2.5, 2.72, 2.66)"
07-01-2023 20:51:49.792928,"(10.0, 26.0, 23.75)","(3.3, 5.4, 5.0137931034482754)","(7.0, 8.2, 7.8)","(9.0, 15.5, 15.217741935483872)","(4.6, 6.2, 6.013333333333334)","(2.5, 2.72, 2.66)"
07-01-2023 20:51:50.699791,"(10.0, 26.0, 23.75)","(3.3, 5.4, 5.008)","(7.0, 8.2, 7.8)","(9.0, 15.5, 15.217741935483872)","(4.6, 6.2, 6.090909090909091)","(2.5, 2.72, 2.6550000000000002)"
07-01-2023 20:51:51.597539,"(10.0, 26.0, 23.75)","(3.3, 5.3, 5.0115384615384615)","(7.0, 8.2, 7.8)","(9.0, 15.5, 15.217741935483872)","(4.6, 6.2, 6.090909090909091)","(2.5, 2.72, 2.6550000000000002)"
07-01-2023 20:51:52.516867,"(10.0, 26.0, 23.75)","(3.3, 5.3, 4.613725490196078)","(7.0, 8.4, 7.35)","(9.0, 15.5, 15.217741935483872)","(4.6, 6.2, 6.688888888888888)","(2.5, 2.72, 2.68)"
07-01-2023 20:51:53.440982,"(10.0, 26.0, 23.75)","(3.3, 5.2, 4.975)","(7.0, 8.4, 7.5600000000000005)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.527272727272727)","(2.5, 2.72, 2.68)"
07-01-2023 20:51:54.302961,"(10.0, 26.0, 23.75)","(3.3, 5.0, 4.44)","(7.0, 8.4, 7.5600000000000005)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.527272727272727)","(2.5, 2.72, 2.82)"
07-01-2023 20:51:55.207861,"(10.0, 26.0, 23.75)","(3.3, 4.8, 4.48125)","(7.0, 8.4, 7.5600000000000005)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.527272727272727)","(2.5, 2.88, 2.76)"
07-01-2023 20:51:56.078812,"(10.0, 26.0, 23.75)","(3.3, 4.8, 4.319565217391304)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 2.86, 2.8073684210526313)"
07-01-2023 20:51:57.018590,"(10.0, 26.0, 23.75)","(3.3, 4.8, 4.297727272727273)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 2.86, 2.7975)"
07-01-2023 20:51:57.981824,"(10.0, 26.0, 23.75)","(3.3, 4.8, 4.297727272727273)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 2.86, 2.7933333333333334)"
07-01-2023 20:51:58.924009,"(10.0, 26.0, 23.75)","(3.3, 4.8, 4.297727272727273)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 2.86, 2.823529411764706)"
07-01-2023 20:51:59.871357,"(10.0, 26.0, 23.75)","(3.3, 4.8, 4.297727272727273)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.3, 2.738709677419355)"
07-01-2023 20:52:00.831313,"(10.0, 26.0, 23.75)","(3.3, 4.8, 4.0265)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.3, 2.8660869565217393)"
07-01-2023 20:52:01.819634,"(10.0, 26.0, 23.75)","(3.3, 4.6, 4.315625)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.2, 2.856818181818182)"
07-01-2023 20:52:02.817383,"(10.0, 26.0, 23.75)","(3.3, 4.4, 4.328947368421053)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.15, 2.8466666666666667)"
07-01-2023 20:52:03.772213,"(10.0, 26.0, 23.75)","(3.3, 4.4, 4.328947368421053)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.1, 2.8182608695652176)"
07-01-2023 20:52:04.767002,"(10.0, 26.0, 23.75)","(3.3, 4.4, 4.238)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.1, 2.907142857142857)"
07-01-2023 20:52:05.677168,"(10.0, 26.0, 24.0)","(3.3, 4.4, 4.238)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.05, 2.907142857142857)"
07-01-2023 20:52:06.547814,"(10.0, 26.0, 23.5)","(3.3, 4.4, 4.267045454545455)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.1, 2.893684210526316)"
07-01-2023 20:52:07.410333,"(10.0, 26.0, 23.5)","(3.3, 4.4, 4.267045454545455)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.1, 3.0246153846153847)"
07-01-2023 20:52:08.326655,"(10.0, 26.0, 23.5)","(3.3, 4.4, 4.267045454545455)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.1, 3.0246153846153847)"
07-01-2023 20:52:09.235275,"(10.0, 26.0, 23.5)","(3.3, 4.4, 4.267045454545455)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.1, 3.010625)"
07-01-2023 20:52:10.214904,"(10.0, 26.0, 24.18181818181818)","(3.3, 4.4, 4.267045454545455)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.1, 3.0)"
07-01-2023 20:52:11.255720,"(10.0, 26.0, 24.18181818181818)","(3.3, 4.4, 4.290243902439025)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.1, 2.988)"
07-01-2023 20:52:12.154036,"(10.0, 26.0, 24.18181818181818)","(3.3, 4.4, 4.281578947368422)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.1, 2.993333333333333)"
07-01-2023 20:52:13.025697,"(10.0, 26.0, 24.18181818181818)","(3.3, 4.4, 4.281578947368422)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.1, 2.993333333333333)"
07-01-2023 20:52:14.027371,"(10.0, 26.0, 23.5)","(3.3, 4.4, 4.3100000000000005)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.05, 3.04575)"
07-01-2023 20:52:15.180206,"(10.0, 26.0, 23.5)","(3.3, 4.4, 4.3100000000000005)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.05, 3.04575)"
07-01-2023 20:52:16.263521,"(10.0, 26.0, 23.5)","(3.3, 4.4, 4.3100000000000005)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.05, 3.01)"
07-01-2023 20:52:17.194471,"(10.0, 26.0, 23.916666666666668)","(3.3, 4.4, 4.3100000000000005)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.1, 2.98)"
07-01-2023 20:52:18.064565,"(10.0, 26.0, 23.727272727272727)","(3.3, 4.4, 4.3100000000000005)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.1, 2.993333333333333)"
07-01-2023 20:52:18.994307,"(10.0, 26.0, 23.727272727272727)","(3.3, 4.4, 4.120270270270271)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.1, 2.995)"
07-01-2023 20:52:19.951982,"(10.0, 26.0, 24.333333333333332)","(3.3, 4.3, 4.195)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.1, 2.995)"
07-01-2023 20:52:20.997625,"(10.0, 26.0, 24.333333333333332)","(3.3, 4.2, 4.164285714285715)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.1, 2.964634146341463)"
07-01-2023 20:52:21.961411,"(10.0, 26.0, 24.333333333333332)","(3.3, 4.2, 4.126470588235295)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.15, 2.964318181818182)"
07-01-2023 20:52:22.961674,"(10.0, 26.0, 24.333333333333332)","(3.3, 4.1, 3.9586538461538465)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.15, 2.964634146341463)"
07-01-2023 20:52:23.903335,"(10.0, 26.0, 24.333333333333332)","(3.3, 4.1, 4.0775)","(7.0, 8.4, 7.233333333333333)","(9.0, 15.5, 15.217741935483872)","(4.8, 6.8, 6.633333333333333)","(2.5, 3.15, 2.964634146341463)"
07-01-2023 20:52:24.770040,"(10.0, 26.0, 24.333333333333332)","(3.3, 4.1, 4.0562499999999995)","(7.0, 8.0, 7.6)","(9.0, 15.5, 13.4)","(4.8, 6.6, 6.11)","(2.5, 3.1, 3.061818181818182)"
07-01-2023 20:52:25.698987,"(10.0, 26.0, 24.333333333333332)","(3.3, 4.1, 4.0562499999999995)","(7.0, 8.0, 7.466666666666667)","(9.0, 15.5, 13.4)","(4.8, 6.4, 6.114285714285715)","(2.5, 3.1, 3.08)"
07-01-2023 20:52:26.666703,"(10.0, 26.0, 24.333333333333332)","(3.3, 4.1, 4.047499999999999)","(7.0, 8.0, 7.466666666666667)","(9.0, 15.5, 13.4)","(4.8, 6.6, 6.25)","(2.5, 3.05, 3.09)"
07-01-2023 20:52:27.671129,"(10.0, 26.0, 24.333333333333332)","(3.3, 4.1, 4.047499999999999)","(7.0, 8.0, 7.466666666666667)","(9.0, 15.5, 13.4)","(4.8, 6.6, 6.25)","(2.5, 3.1, 3.080357142857143)"
07-01-2023 20:52:28.721370,"(10.0, 26.0, 24.333333333333332)","(3.3, 4.1, 4.047499999999999)","(7.0, 8.0, 7.466666666666667)","(9.0, 15.5, 13.4)","(4.8, 6.6, 6.25)","(2.5, 3.15, 3.013333333333333)"
07-01-2023 20:52:29.597108,"(10.0, 26.0, 24.333333333333332)","(3.3, 4.1, 4.0718749999999995)","(7.0, 8.0, 7.466666666666667)","(9.0, 15.5, 13.4)","(4.8, 6.6, 6.25)","(2.5, 3.15, 2.9953246753246754)"
07-01-2023 20:52:30.488794,"(10.0, 26.0, 24.333333333333332)","(3.3, 4.2, 4.1347826086956525)","(7.0, 8.0, 7.466666666666667)","(9.0, 15.5, 13.4)","(4.8, 6.8, 6.135714285714286)","(2.5, 2.88, 2.8773483146067416)"
07-01-2023 20:52:31.441621,"(10.0, 26.0, 24.333333333333332)","(3.3, 4.2, 4.1347826086956525)","(7.0, 7.8, 7.466666666666667)","(9.0, 15.5, 13.909090909090908)","(4.8, 7.0, 6.135714285714286)","(2.5, 2.88, 2.8795939086294413)"
07-01-2023 20:52:32.442847,"(10.0, 26.0, 24.333333333333332)","(3.3, 4.2, 4.1347826086956525)","(7.0, 7.8, 7.466666666666667)","(9.0, 15.5, 15.0)","(4.8, 7.0, 6.135714285714286)","(2.5, 2.88, 2.8799483204134364)"
07-01-2023 20:52:33.420098,"(10.0, 26.0, 23.22222222222222)","(3.3, 4.2, 4.1347826086956525)","(7.0, 7.8, 7.466666666666667)","(9.0, 18.0, 15.0)","(4.8, 7.0, 6.135714285714286)","(2.5, 2.88, 2.8799483204134364)"
07-01-2023 20:52:34.346891,"(10.0, 26.0, 23.22222222222222)","(3.3, 4.2, 4.1347826086956525)","(7.0, 7.8, 7.466666666666667)","(9.0, 18.0, 15.0)","(4.8, 7.0, 6.135714285714286)","(2.5, 2.88, 2.8799483204134364)"
07-01-2023 20:52:35.250967,"(10.0, 26.0, 23.22222222222222)","(3.3, 4.2, 4.1125)","(7.0, 7.8, 7.3076923076923075)","(9.0, 17.5, 14.928571428571429)","(4.8, 6.6, 6.2)","(2.5, 3.15, 3.0225)"
07-01-2023 20:52:36.198904,"(10.0, 26.0, 23.22222222222222)","(3.3, 4.2, 4.1125)","(7.0, 7.8, 7.3076923076923075)","(9.0, 17.0, 14.666666666666666)","(4.8, 6.6, 6.11)","(2.5, 3.15, 2.9988888888888887)"
07-01-2023 20:52:37.097701,"(10.0, 26.0, 23.22222222222222)","(3.3, 4.2, 4.085416666666667)","(7.0, 7.8, 7.3076923076923075)","(9.0, 17.5, 14.833333333333334)","(4.8, 6.6, 6.11)","(2.5, 3.15, 3.0966666666666667)"
07-01-2023 20:52:38.041851,"(10.0, 26.0, 23.22222222222222)","(3.3, 4.2, 4.085416666666667)","(7.0, 7.8, 7.3076923076923075)","(9.0, 17.0, 15.055555555555555)","(4.8, 6.4, 6.318181818181818)","(2.5, 3.15, 3.0966666666666667)"
07-01-2023 20:52:39.058168,"(10.0, 26.0, 23.22222222222222)","(3.3, 4.2, 4.066071428571429)","(7.0, 7.6, 7.279999999999999)","(9.0, 17.0, 15.791666666666668)","(4.8, 6.4, 6.318181818181818)","(2.5, 3.15, 3.0966666666666667)"
07-01-2023 20:52:39.988291,"(10.0, 26.0, 23.22222222222222)","(3.3, 4.1, 3.9711956521739133)","(7.0, 7.6, 7.279999999999999)","(9.0, 16.0, 15.791666666666668)","(4.8, 6.4, 6.318181818181818)","(2.5, 3.15, 3.0966666666666667)"
07-01-2023 20:52:40.902079,"(10.0, 26.0, 23.22222222222222)","(3.3, 4.1, 3.950943396226415)","(7.0, 7.6, 7.279999999999999)","(9.0, 16.0, 15.791666666666668)","(4.8, 6.4, 6.460869565217391)","(2.5, 3.15, 3.0966666666666667)"
07-01-2023 20:52:41.822880,"(10.0, 26.0, 23.22222222222222)","(3.3, 4.0, 3.9238095238095236)","(7.0, 7.6, 7.279999999999999)","(9.0, 16.0, 15.791666666666668)","(4.8, 6.6, 6.49090909090909)","(2.5, 3.15, 3.0966666666666667)"
07-01-2023 20:52:42.764691,"(10.0, 26.0, 23.22222222222222)","(3.3, 4.0, 3.75)","(7.0, 7.6, 7.279999999999999)","(9.0, 16.0, 15.791666666666668)","(4.8, 6.6, 6.384615384615384)","(2.5, 3.15, 3.088888888888889)"
07-01-2023 20:52:43.725768,"(10.0, 26.0, 23.22222222222222)","(3.3, 3.95, 3.8071428571428574)","(7.0, 7.6, 7.182608695652174)","(9.0, 16.0, 15.791666666666668)","(4.8, 6.6, 6.35)","(2.5, 3.2, 3.088888888888889)"
07-01-2023 20:52:44.682781,"(10.0, 26.0, 23.22222222222222)","(3.3, 3.95, 3.7750000000000004)","(7.0, 7.6, 7.182608695652174)","(9.0, 16.0, 15.117647058823529)","(4.8, 6.8, 6.2272727272727275)","(2.5, 3.2, 3.168085106382979)"
07-01-2023 20:52:45.714358,"(10.0, 26.0, 23.22222222222222)","(3.3, 3.95, 3.7535714285714286)","(7.0, 7.6, 7.182608695652174)","(9.0, 16.0, 14.875)","(4.8, 6.8, 6.2272727272727275)","(2.5, 3.2, 3.1703296703296706)"
07-01-2023 20:52:46.692297,"(10.0, 26.0, 23.22222222222222)","(3.3, 3.95, 3.7535714285714286)","(7.0, 7.6, 7.182608695652174)","(9.0, 16.0, 14.875)","(4.8, 6.8, 6.2272727272727275)","(2.5, 3.2, 3.1758620689655173)"
07-01-2023 20:52:47.615069,"(10.0, 26.0, 23.22222222222222)","(3.3, 3.95, 3.7535714285714286)","(7.0, 7.6, 7.182608695652174)","(9.0, 16.0, 14.875)","(4.8, 6.8, 6.2272727272727275)","(2.5, 3.2, 3.1758620689655173)"
07-01-2023 20:52:48.517176,"(10.0, 26.0, 22.428571428571427)","(3.3, 3.95, 3.84)","(7.0, 7.6, 7.182608695652174)","(9.0, 16.0, 14.875)","(4.8, 6.8, 6.2272727272727275)","(2.5, 3.2, 3.1758620689655173)"
07-01-2023 20:52:49.530010,"(10.0, 26.0, 22.428571428571427)","(3.3, 3.95, 3.84)","(7.0, 7.6, 7.182608695652174)","(9.0, 16.0, 14.875)","(4.8, 6.8, 6.2272727272727275)","(2.5, 3.2, 3.1758620689655173)"
07-01-2023 20:52:50.530934,"(10.0, 26.0, 22.428571428571427)","(3.3, 3.95, 3.84)","(7.0, 7.6, 7.182608695652174)","(9.0, 16.0, 14.875)","(4.8, 6.8, 6.2272727272727275)","(2.5, 3.2, 3.174698795180723)"
07-01-2023 20:52:51.569159,"(10.0, 26.0, 22.428571428571427)","(3.3, 3.95, 3.84)","(7.0, 7.6, 7.182608695652174)","(9.0, 16.0, 14.875)","(4.8, 6.8, 6.2272727272727275)","(2.5, 3.2, 3.174698795180723)"
07-01-2023 20:52:52.599276,"(10.0, 26.0, 22.428571428571427)","(3.3, 3.95, 3.84)","(7.0, 7.6, 7.182608695652174)","(9.0, 16.0, 14.875)","(4.8, 6.8, 6.2272727272727275)","(2.5, 3.2, 3.1832000000000003)"
07-01-2023 20:52:53.597771,"(10.0, 25.0, 23.666666666666668)","(3.3, 3.9, 3.853846153846154)","(7.0, 7.6, 7.182608695652174)","(9.0, 16.0, 14.875)","(4.8, 6.8, 6.2272727272727275)","(2.5, 3.2, 3.1176470588235294)"
07-01-2023 20:52:54.597141,"(10.0, 25.0, 22.142857142857142)","(3.3, 3.9, 3.834375)","(7.0, 7.6, 7.182608695652174)","(9.0, 15.5, 14.657894736842106)","(4.8, 6.8, 6.2272727272727275)","(2.5, 3.2, 3.1500000000000004)"
07-01-2023 20:52:55.533890,"(10.0, 25.0, 22.142857142857142)","(3.3, 3.9, 3.7736842105263158)","(7.0, 7.6, 7.182608695652174)","(9.0, 15.5, 14.657894736842106)","(4.8, 6.8, 6.2272727272727275)","(2.5, 3.2, 3.1500000000000004)"
07-01-2023 20:52:56.406623,"(10.0, 25.0, 22.142857142857142)","(3.3, 3.9, 3.7736842105263158)","(7.0, 7.6, 7.182608695652174)","(9.0, 15.5, 14.657894736842106)","(4.8, 6.8, 6.2272727272727275)","(2.5, 3.2, 3.1500000000000004)"
07-01-2023 20:52:57.372312,"(10.0, 24.0, 22.0)","(3.3, 3.95, 3.6437500000000003)","(7.0, 7.6, 7.182608695652174)","(9.0, 15.5, 14.657894736842106)","(4.8, 6.8, 6.2272727272727275)","(2.5, 3.2, 3.1500000000000004)"
07-01-2023 20:52:58.387533,"(10.0, 24.0, 22.0)","(3.3, 3.85, 3.675)","(7.0, 7.6, 7.182608695652174)","(9.0, 15.5, 14.657894736842106)","(4.8, 6.8, 6.2272727272727275)","(2.5, 3.2, 3.1500000000000004)"
07-01-2023 20:52:59.392715,"(10.0, 24.0, 20.0)","(3.3, 3.85, 3.7021739130434783)","(7.0, 7.6, 7.182608695652174)","(10.0, 15.5, 14.657894736842106)","(4.6, 6.8, 6.2272727272727275)","(2.6, 3.2, 3.1636363636363636)"
07-01-2023 20:53:00.423877,"(10.0, 24.0, 20.0)","(3.3, 3.85, 3.783333333333333)","(7.0, 7.6, 7.182608695652174)","(10.0, 15.5, 14.657894736842106)","(4.6, 6.8, 6.290909090909091)","(2.6, 3.2, 3.0904458598726117)"
07-01-2023 20:53:01.322346,"(10.0, 24.0, 20.0)","(3.3, 3.85, 3.783333333333333)","(7.0, 7.6, 7.182608695652174)","(10.0, 15.5, 14.657894736842106)","(4.6, 6.8, 6.290909090909091)","(2.6, 3.1, 3.0973880597014927)"
07-01-2023 20:53:02.193818,"(10.0, 24.0, 20.0)","(3.3, 3.85, 3.783333333333333)","(7.0, 7.6, 7.182608695652174)","(10.0, 15.5, 14.657894736842106)","(4.6, 6.8, 6.4)","(2.6, 3.2, 3.194495412844037)"
07-01-2023 20:53:03.162824,"(10.0, 24.0, 20.0)","(3.3, 3.85, 3.7357142857142858)","(7.0, 7.6, 7.182608695652174)","(10.0, 15.5, 14.657894736842106)","(4.6, 6.8, 6.4)","(2.6, 3.2, 3.175)"
07-01-2023 20:53:04.267375,"(10.0, 24.0, 21.42857142857143)","(3.3, 3.85, 3.7357142857142858)","(7.0, 7.6, 7.182608695652174)","(10.0, 15.5, 14.657894736842106)","(4.6, 6.8, 6.290909090909091)","(2.6, 3.25, 3.2390909090909092)"
07-01-2023 20:53:05.305391,"(10.0, 24.0, 21.42857142857143)","(3.3, 3.85, 3.7357142857142858)","(7.0, 7.6, 7.182608695652174)","(10.0, 15.5, 14.6)","(4.6, 6.8, 6.3999999999999995)","(2.6, 3.25, 3.2249999999999996)"
07-01-2023 20:53:06.313747,"(10.0, 24.0, 21.42857142857143)","(3.3, 3.8, 3.7399999999999998)","(7.0, 7.8, 7.566666666666666)","(10.0, 15.0, 14.6)","(4.6, 6.6, 6.4799999999999995)","(2.6, 3.3, 3.2399999999999998)"
07-01-2023 20:53:07.255571,"(10.0, 24.0, 21.42857142857143)","(3.3, 3.8, 3.714285714285714)","(7.0, 7.8, 7.75)","(10.0, 15.0, 14.368421052631579)","(4.6, 6.6, 6.4799999999999995)","(2.6, 3.3, 3.289393939393939)"
07-01-2023 20:53:08.260280,"(10.0, 24.0, 21.42857142857143)","(3.3, 3.8, 3.695)","(7.0, 7.8, 7.62)","(10.0, 15.0, 14.368421052631579)","(4.6, 6.6, 6.266666666666667)","(2.6, 3.3, 3.25)"
07-01-2023 20:53:09.334370,"(10.0, 24.0, 21.42857142857143)","(3.3, 3.8, 3.695)","(7.0, 7.8, 7.62)","(10.0, 15.0, 14.368421052631579)","(4.6, 6.4, 6.3999999999999995)","(2.6, 3.35, 3.2843750000000003)"
07-01-2023 20:53:10.395866,"(10.0, 24.0, 21.42857142857143)","(3.3, 3.8, 3.692307692307692)","(7.0, 7.8, 7.62)","(10.0, 15.0, 14.368421052631579)","(4.6, 6.6, 6.316666666666667)","(2.6, 3.35, 3.3117647058823527)"
07-01-2023 20:53:11.344227,"(10.0, 24.0, 21.42857142857143)","(3.3, 3.8, 3.7)","(7.0, 7.8, 7.5600000000000005)","(10.0, 15.0, 14.368421052631579)","(4.6, 6.4, 6.32)","(2.6, 3.4, 3.368)"
07-01-2023 20:53:12.202958,"(10.0, 24.0, 21.53846153846154)","(3.3, 3.75, 3.6966666666666668)","(7.0, 7.8, 7.506666666666667)","(10.0, 15.0, 14.4)","(4.6, 6.6, 6.32)","(2.6, 3.4, 3.368)"
