,Night Boss,Shanghai Candy,Freedom Rider,Purple Shirt,Political Decision,Missionsninetynine,Late In The Game
15-12-2022 13:09:45.102264,"(5.5, 7.2, 6.311111111111111)","(19.0, 30.0, 25.0)","(4.0, 4.8, 4.566101694915254)","(9.0, 11.5, 11.441176470588236)","(21.0, 80.0, 59.0)","(5.0, 6.6, 6.5058823529411764)","(2.8, 3.2, 3.165)"
15-12-2022 13:09:46.283872,"(5.5, 7.2, 6.311111111111111)","(19.0, 30.0, 24.0)","(4.0, 4.8, 4.566101694915254)","(9.0, 11.5, 11.441176470588236)","(21.0, 80.0, 59.0)","(5.0, 6.6, 6.5058823529411764)","(2.8, 3.2, 3.126315789473684)"
15-12-2022 13:09:47.377830,"(5.5, 7.2, 6.311111111111111)","(19.0, 30.0, 24.0)","(4.0, 4.8, 4.566101694915254)","(9.0, 11.5, 11.441176470588236)","(21.0, 80.0, 59.0)","(5.0, 6.6, 6.5058823529411764)","(2.8, 3.2, 3.174545454545455)"
15-12-2022 13:09:48.573607,"(5.5, 7.2, 6.4)","(19.0, 30.0, 24.0)","(4.0, 4.8, 4.566101694915254)","(9.0, 11.5, 11.441176470588236)","(21.0, 80.0, 59.0)","(5.0, 6.6, 6.5058823529411764)","(2.8, 3.2, 3.2222222222222223)"
15-12-2022 13:09:49.609610,"(5.5, 7.2, 6.4)","(19.0, 30.0, 24.0)","(4.0, 4.8, 4.566101694915254)","(9.0, 11.5, 11.441176470588236)","(21.0, 80.0, 59.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.1454545454545455)"
15-12-2022 13:09:50.731311,"(5.5, 7.2, 6.4)","(19.0, 30.0, 25.2)","(4.0, 4.8, 4.566101694915254)","(9.0, 12.0, 11.73076923076923)","(21.0, 80.0, 59.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.3, 3.1655172413793102)"
15-12-2022 13:09:51.772869,"(5.5, 7.2, 6.4)","(19.0, 30.0, 25.2)","(4.0, 4.8, 4.566101694915254)","(9.0, 12.0, 11.73076923076923)","(21.0, 80.0, 59.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.3, 3.1655172413793102)"
15-12-2022 13:09:52.938700,"(5.5, 7.2, 6.4)","(19.0, 30.0, 25.2)","(4.0, 4.8, 4.566101694915254)","(9.0, 12.0, 11.73076923076923)","(21.0, 80.0, 59.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.3, 3.1791044776119404)"
15-12-2022 13:09:53.950039,"(5.5, 7.2, 6.4)","(19.0, 30.0, 25.2)","(4.0, 4.8, 4.566101694915254)","(9.0, 12.0, 11.73076923076923)","(21.0, 80.0, 59.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.1791044776119404)"
15-12-2022 13:09:54.994050,"(5.5, 7.2, 6.4)","(19.0, 30.0, 25.2)","(4.0, 4.8, 4.566101694915254)","(9.0, 12.0, 11.642857142857142)","(21.0, 80.0, 59.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.1666666666666665)"
15-12-2022 13:09:56.086558,"(5.5, 7.2, 6.4)","(19.0, 30.0, 25.2)","(4.0, 4.8, 4.5225)","(9.0, 11.5, 11.441176470588236)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.15)"
15-12-2022 13:09:57.135778,"(5.5, 7.2, 6.4)","(19.0, 30.0, 25.2)","(4.0, 4.8, 4.5225)","(9.0, 11.5, 11.441176470588236)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.15)"
15-12-2022 13:09:58.215348,"(5.5, 7.2, 6.4)","(19.0, 30.0, 25.2)","(4.0, 4.8, 4.5225)","(9.0, 11.5, 11.441176470588236)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.15)"
15-12-2022 13:09:59.303169,"(5.5, 7.2, 6.4)","(19.0, 30.0, 25.2)","(4.0, 4.7, 4.566666666666666)","(9.0, 11.5, 11.441176470588236)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.15)"
15-12-2022 13:10:00.446305,"(5.5, 7.2, 6.4)","(19.0, 30.0, 25.0)","(4.0, 4.7, 4.566666666666666)","(9.0, 11.5, 11.441176470588236)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.15)"
15-12-2022 13:10:01.516911,"(5.5, 7.2, 6.4)","(19.0, 30.0, 25.0)","(4.0, 4.7, 4.566666666666666)","(9.0, 11.5, 11.441176470588236)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.15)"
15-12-2022 13:10:02.601327,"(5.5, 7.2, 6.4)","(19.0, 30.0, 24.6)","(4.0, 4.7, 4.566666666666666)","(9.0, 12.0, 11.59090909090909)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.15)"
15-12-2022 13:10:03.740560,"(5.5, 7.2, 6.4)","(19.0, 30.0, 24.6)","(4.0, 4.7, 4.566666666666666)","(9.0, 12.0, 11.59090909090909)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.15)"
15-12-2022 13:10:04.847662,"(5.5, 7.2, 6.4)","(19.0, 30.0, 24.6)","(4.0, 4.7, 4.566666666666666)","(9.0, 12.0, 12.339622641509434)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.1)"
15-12-2022 13:10:06.043518,"(5.5, 7.2, 6.4)","(17.0, 30.0, 24.6)","(4.0, 4.7, 4.566666666666666)","(9.0, 13.0, 12.402439024390244)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.1818181818181817)"
15-12-2022 13:10:07.199346,"(5.5, 7.2, 6.4)","(17.0, 30.0, 24.6)","(4.0, 4.7, 4.566666666666666)","(9.0, 12.5, 11.86046511627907)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.2016129032258065)"
15-12-2022 13:10:08.219040,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.7, 4.566666666666666)","(9.0, 12.0, 11.86046511627907)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.2016129032258065)"
15-12-2022 13:10:09.272220,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.7, 4.566666666666666)","(9.0, 12.0, 11.86046511627907)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.2016129032258065)"
15-12-2022 13:10:10.280805,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.7, 4.566666666666666)","(9.0, 12.0, 11.86046511627907)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.2016129032258065)"
15-12-2022 13:10:11.420083,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.7, 4.566666666666666)","(9.0, 12.0, 11.86046511627907)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.2016129032258065)"
15-12-2022 13:10:12.494502,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.7, 4.566666666666666)","(9.0, 12.0, 11.86046511627907)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.2205882352941178)"
15-12-2022 13:10:13.619568,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.7, 4.566666666666666)","(9.0, 12.0, 11.86046511627907)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.2205882352941178)"
15-12-2022 13:10:14.735654,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.7, 4.566666666666666)","(9.0, 12.0, 11.666666666666666)","(21.0, 80.0, 60.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.2205882352941178)"
15-12-2022 13:10:15.817742,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.7, 4.566666666666666)","(9.0, 12.0, 11.666666666666666)","(21.0, 80.0, 76.46153846153845)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.2205882352941178)"
15-12-2022 13:10:16.885647,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.7, 4.578)","(9.0, 12.0, 11.923076923076923)","(21.0, 80.0, 65.33333333333333)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.2016129032258065)"
15-12-2022 13:10:17.995104,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.8, 4.578)","(9.0, 12.5, 11.923076923076923)","(21.0, 80.0, 65.33333333333333)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.2016129032258065)"
15-12-2022 13:10:19.103566,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.8, 4.578)","(9.0, 12.5, 11.923076923076923)","(21.0, 80.0, 66.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.2016129032258065)"
15-12-2022 13:10:20.289497,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.8, 4.578)","(9.0, 12.5, 11.666666666666666)","(21.0, 80.0, 66.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.2016129032258065)"
15-12-2022 13:10:21.437883,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.8, 4.578)","(9.0, 12.5, 11.923076923076923)","(21.0, 80.0, 66.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.127551020408163)"
15-12-2022 13:10:22.601419,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.8, 4.578)","(9.0, 12.5, 11.8)","(21.0, 80.0, 66.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.1630434782608696)"
15-12-2022 13:10:23.664550,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.8, 4.578)","(9.0, 12.0, 11.8)","(21.0, 80.0, 66.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.1630434782608696)"
15-12-2022 13:10:24.695829,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.8, 4.578)","(9.0, 12.0, 11.8)","(21.0, 80.0, 76.76923076923077)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.1630434782608696)"
15-12-2022 13:10:25.734901,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.0, 11.8)","(21.0, 80.0, 76.76923076923077)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.1630434782608696)"
15-12-2022 13:10:26.841063,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.0, 11.8)","(21.0, 80.0, 74.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.1630434782608696)"
15-12-2022 13:10:27.827607,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.6)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.0, 11.8)","(21.0, 80.0, 74.0)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.127551020408163)"
15-12-2022 13:10:28.999277,"(5.5, 7.2, 6.4)","(16.0, 30.0, 23.571428571428573)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.0, 11.923076923076923)","(21.0, 80.0, 74.4)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.127551020408163)"
15-12-2022 13:10:30.075134,"(5.5, 7.2, 6.4)","(16.0, 30.0, 23.571428571428573)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.923076923076923)","(21.0, 80.0, 74.4)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.127551020408163)"
15-12-2022 13:10:31.192945,"(5.5, 7.2, 6.4)","(16.0, 30.0, 23.571428571428573)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.923076923076923)","(21.0, 80.0, 74.4)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.127551020408163)"
15-12-2022 13:10:32.257530,"(5.5, 7.2, 6.4)","(16.0, 30.0, 23.571428571428573)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.923076923076923)","(21.0, 80.0, 74.4)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.127551020408163)"
15-12-2022 13:10:33.406417,"(5.5, 7.2, 6.4)","(16.0, 30.0, 23.571428571428573)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.923076923076923)","(21.0, 80.0, 74.4)","(5.0, 6.6, 6.4799999999999995)","(2.8, 3.25, 3.127551020408163)"
15-12-2022 13:10:34.504777,"(5.5, 7.2, 6.4)","(16.0, 30.0, 23.571428571428573)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.923076923076923)","(26.0, 80.0, 74.4)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.25, 3.127551020408163)"
15-12-2022 13:10:35.653391,"(5.5, 7.2, 6.4)","(16.0, 30.0, 24.2)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.923076923076923)","(26.0, 80.0, 74.4)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.25, 3.1893939393939394)"
15-12-2022 13:10:36.732325,"(5.5, 7.2, 6.4)","(16.0, 28.0, 24.5)","(4.0, 4.8, 4.519565217391304)","(9.0, 12.0, 11.8)","(26.0, 80.0, 65.0)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.25, 3.1893939393939394)"
15-12-2022 13:10:37.830990,"(5.5, 7.2, 6.4)","(16.0, 28.0, 24.5)","(4.0, 4.8, 4.519565217391304)","(9.0, 12.0, 11.8)","(26.0, 80.0, 73.33333333333334)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.25, 3.2314814814814814)"
15-12-2022 13:10:38.849725,"(5.5, 7.2, 6.4)","(16.0, 28.0, 26.444444444444443)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.0, 11.8)","(26.0, 80.0, 73.33333333333334)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.15, 3.1195945945945946)"
15-12-2022 13:10:39.801059,"(5.5, 7.2, 6.4)","(16.0, 28.0, 26.444444444444443)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.0, 11.8)","(26.0, 80.0, 73.33333333333334)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.15, 3.1195945945945946)"
15-12-2022 13:10:40.978894,"(5.5, 7.2, 6.4)","(16.0, 30.0, 27.3)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.923076923076923)","(26.0, 80.0, 73.33333333333334)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.15, 3.1195945945945946)"
15-12-2022 13:10:42.073035,"(5.5, 7.2, 6.4)","(16.0, 30.0, 27.3)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.923076923076923)","(26.0, 80.0, 73.33333333333334)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.15, 3.1195945945945946)"
15-12-2022 13:10:43.279835,"(5.5, 7.2, 6.4)","(16.0, 30.0, 27.6)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.923076923076923)","(26.0, 80.0, 73.33333333333334)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.15, 3.07972972972973)"
15-12-2022 13:10:44.442006,"(5.5, 7.2, 6.4)","(16.0, 30.0, 28.588235294117645)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.923076923076923)","(26.0, 80.0, 78.4)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.1, 3.065909090909091)"
15-12-2022 13:10:45.558015,"(5.5, 7.2, 6.4)","(16.0, 30.0, 28.09090909090909)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.923076923076923)","(26.0, 80.0, 66.66666666666667)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.1, 3.065909090909091)"
15-12-2022 13:10:46.689792,"(5.5, 7.2, 6.4)","(16.0, 30.0, 28.09090909090909)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.0, 11.8)","(26.0, 80.0, 67.33333333333333)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.1, 3.065909090909091)"
15-12-2022 13:10:47.783474,"(5.5, 7.2, 6.4)","(16.0, 30.0, 28.09090909090909)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.0, 11.8)","(26.0, 80.0, 61.0)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.1, 3.165714285714286)"
15-12-2022 13:10:48.866648,"(5.5, 7.2, 6.4)","(16.0, 30.0, 28.09090909090909)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.0, 11.8)","(26.0, 80.0, 61.0)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.2, 3.196)"
15-12-2022 13:10:49.969536,"(5.5, 7.2, 6.4)","(16.0, 30.0, 28.09090909090909)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.0, 11.8)","(26.0, 80.0, 61.0)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.2, 3.196)"
15-12-2022 13:10:51.083215,"(5.5, 7.2, 6.4)","(16.0, 30.0, 28.09090909090909)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.0, 11.8)","(26.0, 80.0, 73.0909090909091)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.2, 3.196)"
15-12-2022 13:10:52.160254,"(5.5, 7.2, 6.4)","(16.0, 30.0, 27.375)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.0, 11.8)","(26.0, 80.0, 76.19999999999999)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.2, 3.196)"
15-12-2022 13:10:53.361186,"(5.5, 7.2, 6.4)","(16.0, 30.0, 26.4)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.666666666666666)","(26.0, 80.0, 76.19999999999999)","(5.0, 6.6, 6.4799999999999995)","(2.7, 3.2, 3.196)"
15-12-2022 13:10:54.482654,"(5.5, 7.2, 6.4)","(16.0, 30.0, 26.4)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 11.666666666666666)","(26.0, 80.0, 78.41666666666666)","(5.0, 6.6, 6.4799999999999995)","(2.6, 3.2, 3.192)"
15-12-2022 13:10:55.711477,"(5.5, 7.2, 6.4)","(16.0, 30.0, 26.4)","(4.0, 4.8, 4.569642857142857)","(9.0, 13.0, 11.666666666666666)","(26.0, 80.0, 78.41666666666666)","(5.0, 6.6, 6.4799999999999995)","(2.6, 3.2, 3.192)"
15-12-2022 13:10:56.852731,"(5.5, 7.2, 6.4)","(16.0, 30.0, 26.4)","(4.0, 4.8, 4.569642857142857)","(9.0, 13.0, 11.666666666666666)","(26.0, 80.0, 43.642857142857146)","(5.0, 6.6, 6.4799999999999995)","(2.6, 3.2, 3.192)"
15-12-2022 13:10:57.980799,"(5.5, 7.2, 6.4)","(16.0, 30.0, 26.4)","(4.0, 4.8, 4.569642857142857)","(9.0, 13.0, 12.0)","(26.0, 44.0, 68.0)","(5.0, 6.6, 6.4799999999999995)","(2.6, 3.2, 3.192)"
15-12-2022 13:10:59.108731,"(5.5, 7.2, 6.4)","(16.0, 30.0, 27.6)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 68.0)","(5.0, 6.6, 6.4799999999999995)","(2.6, 3.2, 3.192)"
15-12-2022 13:11:00.240833,"(5.5, 7.2, 6.4)","(16.0, 28.0, 26.666666666666664)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 62.0)","(5.0, 6.6, 6.4799999999999995)","(2.6, 3.2, 3.192)"
15-12-2022 13:11:01.369930,"(5.5, 7.2, 6.4)","(16.0, 28.0, 26.666666666666664)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 62.0)","(5.0, 6.6, 6.4799999999999995)","(2.6, 3.2, 3.192)"
15-12-2022 13:11:02.478861,"(5.5, 7.2, 6.4)","(16.0, 28.0, 26.666666666666664)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 68.0)","(5.0, 6.6, 6.4799999999999995)","(2.6, 3.2, 3.192)"
15-12-2022 13:11:03.587075,"(5.5, 7.2, 6.4)","(16.0, 28.0, 26.666666666666664)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 68.0)","(5.0, 6.6, 6.4799999999999995)","(2.6, 3.2, 3.192)"
15-12-2022 13:11:04.643763,"(5.5, 7.2, 6.4)","(16.0, 28.0, 26.666666666666664)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 68.0)","(5.0, 6.6, 6.4799999999999995)","(2.6, 3.2, 3.192)"
15-12-2022 13:11:05.774597,"(5.5, 7.2, 6.4)","(16.0, 28.0, 27.333333333333332)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 75.5)","(5.0, 6.6, 6.4799999999999995)","(2.6, 3.2, 3.066666666666667)"
15-12-2022 13:11:06.759720,"(5.5, 7.2, 6.4)","(16.0, 28.0, 26.0)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 75.5)","(5.0, 6.6, 6.4799999999999995)","(2.6, 3.2, 3.066666666666667)"
15-12-2022 13:11:07.776833,"(5.5, 7.2, 6.4)","(16.0, 28.0, 27.166666666666668)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 75.5)","(5.0, 6.6, 6.4799999999999995)","(2.6, 3.2, 3.018867924528302)"
15-12-2022 13:11:08.857077,"(5.5, 7.2, 6.4)","(16.0, 28.0, 27.411764705882355)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 75.5)","(5.0, 6.6, 6.581818181818181)","(2.6, 3.05, 3.12)"
15-12-2022 13:11:09.988233,"(5.5, 7.2, 6.4)","(16.0, 30.0, 28.833333333333332)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 75.14285714285714)","(5.0, 6.6, 6.581818181818181)","(2.6, 3.15, 2.9749999999999996)"
15-12-2022 13:11:11.018585,"(5.5, 7.2, 6.4)","(16.0, 30.0, 28.833333333333332)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 64.0)","(5.0, 6.6, 6.581818181818181)","(2.6, 3.15, 3.021304347826087)"
15-12-2022 13:11:12.129645,"(5.5, 7.2, 6.4)","(16.0, 30.0, 25.5)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 75.14285714285714)","(5.0, 6.6, 6.581818181818181)","(2.6, 3.15, 2.856176470588235)"
15-12-2022 13:11:13.227671,"(5.5, 7.2, 6.4)","(16.0, 30.0, 28.285714285714285)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 75.14285714285714)","(5.0, 6.6, 6.581818181818181)","(2.6, 3.15, 2.856176470588235)"
15-12-2022 13:11:14.393987,"(5.5, 7.2, 6.4)","(16.0, 30.0, 27.333333333333332)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 64.0)","(5.0, 6.6, 6.581818181818181)","(2.6, 3.15, 2.96)"
15-12-2022 13:11:15.592891,"(5.5, 7.2, 6.4)","(16.0, 30.0, 27.666666666666668)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 64.0)","(5.0, 6.6, 6.581818181818181)","(2.6, 3.1, 2.95)"
15-12-2022 13:11:16.706887,"(5.5, 7.2, 6.4)","(16.0, 30.0, 28.6875)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 64.0)","(5.0, 6.6, 6.56)","(2.6, 3.1, 2.8857142857142857)"
15-12-2022 13:11:17.723080,"(5.5, 7.2, 6.4)","(16.0, 30.0, 28.6875)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.0)","(26.0, 80.0, 78.64)","(5.0, 6.8, 6.56)","(2.6, 3.1, 2.8857142857142857)"
15-12-2022 13:11:18.836532,"(5.5, 7.2, 6.4)","(16.0, 30.0, 28.6875)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.166666666666666)","(26.0, 80.0, 78.64)","(5.0, 6.8, 6.56)","(2.6, 3.1, 2.8857142857142857)"
15-12-2022 13:11:19.899333,"(5.5, 7.2, 6.4)","(16.0, 30.0, 28.6875)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.166666666666666)","(26.0, 80.0, 78.64)","(5.0, 6.8, 6.56)","(2.6, 3.1, 2.8857142857142857)"
15-12-2022 13:11:20.963616,"(5.5, 7.2, 6.4)","(16.0, 28.0, 27.333333333333332)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.166666666666666)","(26.0, 80.0, 78.64)","(5.0, 6.8, 6.56)","(2.6, 3.1, 2.8857142857142857)"
15-12-2022 13:11:21.950286,"(5.5, 7.2, 6.4)","(16.0, 28.0, 27.333333333333332)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.166666666666666)","(26.0, 80.0, 78.64)","(5.0, 6.8, 6.56)","(2.6, 3.1, 2.8857142857142857)"
15-12-2022 13:11:23.070317,"(5.5, 7.2, 6.4)","(16.0, 28.0, 27.333333333333332)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.166666666666666)","(26.0, 80.0, 78.64)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.8857142857142857)"
15-12-2022 13:11:24.201693,"(5.5, 7.2, 6.4)","(16.0, 28.0, 27.333333333333332)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.166666666666666)","(26.0, 80.0, 75.14285714285714)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.8857142857142857)"
15-12-2022 13:11:25.417662,"(5.5, 7.2, 6.4)","(16.0, 28.0, 26.75)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.166666666666666)","(26.0, 80.0, 77.57142857142857)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.96)"
15-12-2022 13:11:26.585203,"(5.5, 7.2, 6.909090909090909)","(16.0, 30.0, 29.086956521739133)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.166666666666666)","(26.0, 80.0, 77.57142857142857)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.96)"
15-12-2022 13:11:27.715225,"(5.5, 7.2, 6.909090909090909)","(16.0, 25.0, 24.0)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.166666666666666)","(26.0, 80.0, 77.57142857142857)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.96)"
15-12-2022 13:11:28.942463,"(5.5, 7.2, 6.909090909090909)","(16.0, 25.0, 23.75)","(4.0, 4.8, 4.569642857142857)","(9.0, 12.5, 12.166666666666666)","(26.0, 80.0, 77.57142857142857)","(5.0, 6.8, 6.64)","(2.6, 3.1, 2.944)"
