,Venting,Stately Star,Laelaps,Alchian,Sheezabigdeel,Master Of Zerprise,Sports Idol,Raise The Colours,If You Leave,Albanian Eagle,Chattering,Bungalally Babe
06-01-2023 13:54:21.043850,"(9.0, 14.0, 13.333333333333334)","(13.0, 15.5, 14.722222222222221)","(4.8, 5.2, 5.139428571428572)","(6.0, 8.2, 7.947368421052631)","(5.0, 5.8, 5.663157894736842)","(18.0, 42.0, 40.81481481481482)","(19.0, 26.0, 24.166666666666668)","(7.5, 9.8, 9.666666666666668)","(11.0, 13.0, 12.809090909090909)","(10.0, 12.5, 10.964285714285714)","(41.0, 65.0, 60.0)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:22.883593,"(9.0, 14.0, 13.285714285714286)","(13.0, 15.5, 14.722222222222221)","(4.8, 5.2, 5.139428571428572)","(6.0, 8.2, 7.947368421052631)","(5.0, 5.8, 5.663157894736842)","(18.0, 42.0, 40.81481481481482)","(19.0, 25.0, 24.166666666666668)","(7.5, 9.8, 9.755555555555556)","(11.0, 13.0, 12.914634146341463)","(10.0, 12.0, 11.642857142857142)","(41.0, 65.0, 58.333333333333336)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:24.640436,"(9.0, 14.0, 13.285714285714286)","(13.0, 15.5, 14.722222222222221)","(4.8, 5.2, 5.141860465116279)","(6.0, 8.2, 7.975)","(5.0, 5.8, 5.663157894736842)","(18.0, 42.0, 40.81481481481482)","(19.0, 25.0, 22.866666666666667)","(7.5, 9.8, 9.9)","(11.0, 13.0, 12.422619047619047)","(10.0, 12.0, 11.5)","(41.0, 65.0, 55.76923076923077)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:26.333882,"(9.0, 14.0, 13.285714285714286)","(13.0, 15.5, 14.722222222222221)","(4.8, 5.2, 5.078205128205128)","(6.0, 8.2, 7.975)","(5.0, 5.8, 5.64)","(18.0, 42.0, 40.81481481481482)","(19.0, 23.0, 22.0)","(7.5, 10.0, 9.95)","(11.0, 12.5, 12.31981981981982)","(10.0, 12.5, 11.785714285714286)","(41.0, 65.0, 55.76923076923077)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:27.906538,"(9.0, 14.0, 13.285714285714286)","(13.0, 15.5, 14.722222222222221)","(4.8, 5.1, 5.139428571428572)","(6.0, 8.2, 7.975)","(5.0, 5.7, 5.647058823529411)","(18.0, 42.0, 38.0)","(19.0, 23.0, 21.941176470588236)","(7.5, 10.0, 9.9)","(11.0, 12.5, 12.31981981981982)","(10.0, 12.5, 11.785714285714286)","(41.0, 65.0, 55.76923076923077)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:29.592647,"(9.0, 14.0, 13.285714285714286)","(13.0, 15.5, 14.722222222222221)","(4.8, 5.2, 5.139428571428572)","(6.0, 8.2, 7.975)","(5.0, 5.8, 5.647058823529411)","(18.0, 42.0, 38.0)","(19.0, 23.0, 21.615384615384617)","(7.5, 10.0, 9.9)","(11.0, 12.5, 12.31981981981982)","(10.0, 12.5, 11.944444444444445)","(41.0, 65.0, 55.76923076923077)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:31.335109,"(9.0, 14.0, 13.285714285714286)","(13.0, 15.5, 14.722222222222221)","(4.8, 5.2, 5.141860465116279)","(6.0, 8.2, 7.975)","(5.0, 5.8, 5.647058823529411)","(18.0, 42.0, 40.81481481481482)","(19.0, 23.0, 21.555555555555557)","(7.5, 10.0, 9.9)","(11.0, 12.5, 12.31981981981982)","(10.0, 12.5, 11.944444444444445)","(41.0, 65.0, 55.76923076923077)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:33.009697,"(9.0, 14.0, 13.285714285714286)","(13.0, 15.5, 14.722222222222221)","(4.8, 5.2, 5.141860465116279)","(6.0, 8.2, 7.975)","(5.0, 5.8, 5.647058823529411)","(18.0, 42.0, 39.333333333333336)","(19.0, 22.0, 21.555555555555557)","(7.5, 10.0, 9.9)","(11.0, 12.5, 12.316964285714286)","(10.0, 12.5, 11.944444444444445)","(41.0, 65.0, 55.76923076923077)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:34.534810,"(9.0, 13.5, 13.25)","(13.0, 15.5, 14.722222222222221)","(4.8, 5.2, 5.009375)","(6.0, 8.2, 8.036363636363635)","(5.0, 5.8, 5.657894736842105)","(18.0, 42.0, 38.666666666666664)","(19.0, 22.0, 21.5)","(7.5, 10.0, 9.96)","(11.0, 12.5, 12.33177570093458)","(10.0, 12.5, 12.115384615384615)","(41.0, 65.0, 58.333333333333336)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:36.043342,"(9.0, 13.5, 13.25)","(13.0, 15.5, 14.722222222222221)","(4.8, 5.1, 5.009375)","(6.0, 8.2, 7.8999999999999995)","(5.0, 5.7, 5.657894736842105)","(18.0, 42.0, 38.666666666666664)","(18.0, 22.0, 21.5)","(8.0, 10.0, 9.96)","(11.0, 12.5, 12.33177570093458)","(10.0, 12.5, 12.115384615384615)","(41.0, 65.0, 58.333333333333336)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:37.674163,"(9.0, 13.5, 13.25)","(13.0, 15.5, 14.722222222222221)","(4.8, 5.1, 4.991071428571429)","(6.0, 8.2, 7.8999999999999995)","(5.0, 5.7, 5.657894736842105)","(18.0, 42.0, 40.0)","(18.0, 22.0, 21.5)","(8.0, 10.0, 9.96)","(11.0, 12.5, 12.33177570093458)","(10.0, 12.5, 12.115384615384615)","(41.0, 65.0, 58.333333333333336)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:39.227446,"(9.0, 13.5, 13.25)","(13.0, 15.5, 14.722222222222221)","(4.8, 5.0, 4.995535714285714)","(6.0, 8.2, 7.8999999999999995)","(5.0, 5.7, 5.639285714285714)","(18.0, 42.0, 40.0)","(18.0, 22.0, 22.0)","(8.0, 10.0, 9.96)","(11.0, 12.5, 13.204545454545455)","(10.0, 12.5, 12.115384615384615)","(41.0, 65.0, 58.333333333333336)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:40.844814,"(9.0, 13.5, 13.25)","(13.0, 15.5, 14.722222222222221)","(4.8, 5.0, 4.995535714285714)","(6.0, 8.2, 7.8999999999999995)","(5.0, 5.7, 5.644)","(18.0, 42.0, 40.0)","(18.0, 25.0, 21.6)","(8.0, 10.0, 9.96)","(11.0, 13.5, 13.204545454545455)","(10.0, 12.5, 12.115384615384615)","(41.0, 65.0, 58.333333333333336)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:42.380188,"(9.0, 13.5, 13.25)","(13.0, 15.5, 14.722222222222221)","(4.8, 5.0, 4.978102189781022)","(6.0, 8.2, 7.88)","(5.0, 5.7, 5.644)","(18.0, 42.0, 40.0)","(18.0, 23.0, 21.6)","(8.0, 10.0, 9.96)","(11.0, 13.5, 13.159574468085106)","(10.0, 12.5, 12.115384615384615)","(41.0, 65.0, 54.34782608695652)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:43.965026,"(9.0, 13.5, 12.863636363636363)","(13.0, 15.5, 14.710526315789474)","(4.8, 5.1, 5.056204379562043)","(6.0, 8.2, 7.88)","(5.0, 5.7, 5.6125)","(18.0, 42.0, 40.0)","(18.0, 23.0, 21.6)","(8.0, 10.0, 9.96)","(11.0, 13.5, 13.159574468085106)","(10.0, 12.5, 12.115384615384615)","(41.0, 60.0, 53.5)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:45.541688,"(9.0, 13.5, 12.863636363636363)","(13.0, 15.5, 14.710526315789474)","(4.8, 5.1, 5.056204379562043)","(6.0, 8.2, 7.88)","(5.0, 5.7, 5.609411764705882)","(18.0, 42.0, 40.0)","(18.0, 23.0, 21.6)","(8.0, 10.0, 9.96)","(11.0, 13.5, 13.159574468085106)","(10.0, 12.5, 12.115384615384615)","(41.0, 60.0, 53.5)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:46.978898,"(9.0, 13.5, 12.863636363636363)","(13.0, 15.5, 14.710526315789474)","(4.8, 5.1, 5.056204379562043)","(6.0, 8.2, 7.88)","(5.0, 5.7, 5.609411764705882)","(18.0, 42.0, 40.0)","(18.0, 23.0, 21.6)","(8.0, 10.0, 9.96)","(11.0, 13.5, 13.159574468085106)","(10.0, 12.5, 12.115384615384615)","(41.0, 60.0, 53.5)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:48.421777,"(9.0, 13.5, 12.863636363636363)","(13.0, 15.5, 14.375)","(4.8, 5.1, 5.056204379562043)","(6.0, 8.2, 7.88)","(5.0, 5.7, 5.609411764705882)","(18.0, 42.0, 40.0)","(18.0, 23.0, 21.6)","(8.0, 10.0, 9.96)","(11.0, 13.5, 13.159574468085106)","(10.0, 12.5, 12.115384615384615)","(41.0, 60.0, 53.5)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:49.938615,"(9.0, 13.5, 12.863636363636363)","(13.0, 15.5, 14.375)","(4.8, 5.1, 5.057295373665481)","(6.0, 8.2, 7.88)","(5.0, 5.7, 5.573684210526316)","(18.0, 42.0, 41.45454545454545)","(18.0, 23.0, 21.263157894736842)","(8.0, 10.0, 9.977777777777778)","(11.0, 13.5, 13.159574468085106)","(10.0, 12.5, 12.4)","(41.0, 60.0, 53.5)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:51.343973,"(9.0, 13.5, 12.863636363636363)","(13.0, 15.5, 14.375)","(4.8, 5.1, 5.056521739130434)","(6.0, 8.2, 7.8999999999999995)","(5.0, 5.6, 5.571428571428571)","(18.0, 42.0, 41.45454545454545)","(18.0, 23.0, 21.263157894736842)","(8.0, 10.0, 9.977777777777778)","(11.0, 13.5, 13.203703703703704)","(10.0, 12.5, 12.4)","(41.0, 60.0, 53.18181818181818)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:52.726388,"(9.0, 13.5, 12.863636363636363)","(13.0, 15.5, 14.375)","(4.8, 5.1, 5.056521739130434)","(6.0, 8.2, 7.8999999999999995)","(5.0, 5.6, 5.571428571428571)","(18.0, 42.0, 41.0)","(18.0, 23.0, 21.263157894736842)","(8.0, 10.0, 9.977777777777778)","(11.0, 13.5, 13.203703703703704)","(10.0, 12.5, 12.4375)","(41.0, 60.0, 53.18181818181818)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:54.103748,"(9.0, 13.5, 12.863636363636363)","(13.0, 15.5, 14.375)","(4.8, 5.1, 5.056521739130434)","(6.0, 8.2, 7.8999999999999995)","(5.0, 5.6, 5.571428571428571)","(18.0, 42.0, 41.0)","(18.0, 23.0, 21.263157894736842)","(8.0, 10.0, 9.977777777777778)","(11.0, 13.5, 13.203703703703704)","(10.0, 12.5, 12.4375)","(41.0, 60.0, 53.18181818181818)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:55.539984,"(9.0, 13.5, 12.863636363636363)","(13.0, 15.5, 14.375)","(4.8, 5.1, 5.055719557195571)","(6.0, 8.2, 7.8999999999999995)","(5.0, 5.6, 5.571428571428571)","(18.0, 42.0, 41.0)","(18.0, 23.0, 21.565217391304348)","(8.0, 10.0, 9.977777777777778)","(11.0, 13.5, 13.203703703703704)","(10.0, 12.5, 12.4375)","(41.0, 60.0, 52.72727272727273)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:57.076861,"(9.0, 13.5, 12.863636363636363)","(13.0, 15.5, 14.375)","(4.8, 5.1, 5.055719557195571)","(6.0, 8.2, 7.8999999999999995)","(5.0, 5.6, 5.571428571428571)","(18.0, 42.0, 40.8)","(18.0, 23.0, 21.263157894736842)","(8.0, 10.0, 9.975)","(11.0, 13.5, 13.203703703703704)","(10.0, 12.5, 12.4375)","(41.0, 55.0, 54.285714285714285)","(91.0, 130.0, 115.0)"
06-01-2023 13:54:58.541032,"(9.0, 13.5, 12.863636363636363)","(13.0, 15.5, 14.375)","(4.8, 5.1, 4.978095238095238)","(6.0, 8.2, 8.036363636363635)","(5.0, 5.6, 5.579310344827586)","(18.0, 42.0, 40.666666666666664)","(18.0, 23.0, 21.428571428571427)","(8.0, 10.0, 9.9875)","(11.0, 13.5, 13.233333333333333)","(10.0, 12.5, 12.454545454545455)","(41.0, 55.0, 54.666666666666664)","(91.0, 130.0, 118.0)"
06-01-2023 13:55:00.036252,"(9.0, 13.5, 13.181818181818182)","(13.0, 15.5, 14.75)","(4.8, 5.1, 5.0390476190476186)","(6.0, 8.2, 7.55)","(5.0, 5.6, 5.58)","(18.0, 42.0, 40.666666666666664)","(18.0, 23.0, 21.428571428571427)","(8.0, 10.0, 9.9875)","(11.0, 13.5, 13.257575757575758)","(10.0, 12.5, 12.454545454545455)","(41.0, 55.0, 54.666666666666664)","(91.0, 130.0, 115.0)"
06-01-2023 13:55:01.487986,"(9.0, 13.5, 13.181818181818182)","(13.0, 15.0, 14.642857142857142)","(4.8, 5.1, 5.038461538461538)","(6.0, 7.6, 7.55)","(5.0, 5.6, 5.569491525423729)","(18.0, 42.0, 40.666666666666664)","(18.0, 23.0, 21.428571428571427)","(8.0, 10.0, 10.521739130434783)","(11.0, 13.5, 13.173469387755102)","(10.0, 12.5, 12.4)","(41.0, 55.0, 55.714285714285715)","(91.0, 130.0, 115.0)"
06-01-2023 13:55:02.985381,"(9.0, 13.5, 13.181818181818182)","(13.0, 15.0, 14.142857142857142)","(4.8, 5.1, 5.058041958041958)","(6.0, 8.2, 7.726315789473683)","(5.0, 5.7, 5.546938775510204)","(18.0, 42.0, 40.666666666666664)","(18.0, 23.0, 21.428571428571427)","(8.0, 11.0, 10.620689655172415)","(11.0, 13.5, 12.9)","(10.0, 12.5, 12.428571428571429)","(41.0, 60.0, 55.38461538461539)","(91.0, 130.0, 115.0)"
06-01-2023 13:55:04.443922,"(9.0, 13.5, 13.181818181818182)","(13.0, 15.0, 13.526315789473685)","(4.8, 5.1, 5.077570093457943)","(6.0, 8.2, 7.7043478260869565)","(5.0, 5.7, 5.42962962962963)","(18.0, 42.0, 38.0)","(18.0, 23.0, 21.428571428571427)","(8.0, 11.0, 10.620689655172415)","(11.0, 13.0, 12.9)","(10.0, 12.5, 12.428571428571429)","(41.0, 60.0, 55.55555555555556)","(91.0, 130.0, 115.0)"
06-01-2023 13:55:05.831964,"(9.0, 13.5, 13.083333333333334)","(13.0, 14.0, 14.125)","(4.8, 5.1, 5.0458563535911605)","(6.0, 8.2, 8.341666666666667)","(5.0, 5.5, 5.348780487804878)","(18.0, 42.0, 37.333333333333336)","(18.0, 23.0, 21.428571428571427)","(8.0, 11.0, 10.947368421052632)","(11.0, 13.0, 12.447368421052632)","(10.0, 12.5, 12.428571428571429)","(41.0, 60.0, 55.55555555555556)","(91.0, 130.0, 125.71428571428571)"
06-01-2023 13:55:07.291489,"(9.0, 13.5, 13.083333333333334)","(13.0, 14.5, 13.5625)","(4.8, 5.1, 5.043023255813953)","(6.0, 8.4, 8.341666666666667)","(5.0, 5.5, 5.35)","(18.0, 42.0, 37.714285714285715)","(18.0, 23.0, 21.428571428571427)","(8.0, 11.0, 10.9)","(11.0, 12.5, 12.447368421052632)","(10.0, 12.5, 12.423076923076923)","(41.0, 60.0, 55.55555555555556)","(91.0, 130.0, 125.71428571428571)"
06-01-2023 13:55:08.829186,"(9.0, 13.5, 13.083333333333334)","(13.0, 14.0, 13.5625)","(4.8, 5.1, 5.074999999999999)","(6.0, 8.4, 8.341666666666667)","(5.0, 5.5, 5.39278350515464)","(18.0, 42.0, 38.92307692307692)","(18.0, 23.0, 21.428571428571427)","(8.0, 11.0, 10.807692307692308)","(11.0, 12.5, 12.449367088607595)","(10.0, 12.5, 12.423076923076923)","(41.0, 60.0, 55.55555555555556)","(91.0, 130.0, 126.66666666666667)"
06-01-2023 13:55:10.374030,"(9.0, 13.5, 12.833333333333334)","(13.0, 14.0, 13.73076923076923)","(4.8, 5.1, 5.059722222222222)","(6.0, 8.4, 8.341666666666667)","(5.0, 5.4, 5.418918918918919)","(18.0, 42.0, 40.18181818181818)","(18.0, 23.0, 21.428571428571427)","(8.0, 11.5, 10.970588235294118)","(11.0, 12.5, 12.449367088607595)","(10.0, 12.5, 12.423076923076923)","(41.0, 60.0, 55.55555555555556)","(91.0, 130.0, 127.6923076923077)"
06-01-2023 13:55:11.809566,"(9.0, 13.5, 13.568181818181818)","(13.0, 14.0, 13.411764705882353)","(4.8, 5.1, 5.059722222222222)","(6.0, 8.4, 8.233333333333334)","(5.0, 5.5, 5.409090909090909)","(18.0, 42.0, 39.91304347826087)","(18.0, 23.0, 21.6)","(8.0, 11.5, 10.970588235294118)","(11.0, 12.5, 12.449367088607595)","(10.0, 12.5, 12.423076923076923)","(41.0, 60.0, 55.55555555555556)","(91.0, 130.0, 127.6923076923077)"
06-01-2023 13:55:13.192582,"(9.0, 14.0, 13.578947368421053)","(13.0, 14.0, 13.411764705882353)","(4.8, 5.1, 5.059722222222222)","(6.0, 8.4, 8.233333333333334)","(5.0, 5.5, 5.409090909090909)","(18.0, 42.0, 39.473684210526315)","(18.0, 23.0, 21.6)","(8.0, 11.5, 10.970588235294118)","(11.0, 12.5, 12.449367088607595)","(10.0, 12.5, 12.423076923076923)","(41.0, 60.0, 56.12903225806451)","(91.0, 130.0, 127.6923076923077)"
06-01-2023 13:55:14.639442,"(9.0, 14.0, 13.578947368421053)","(13.0, 14.0, 13.411764705882353)","(4.8, 5.1, 5.059722222222222)","(6.0, 8.4, 8.263636363636364)","(5.0, 5.5, 5.409090909090909)","(18.0, 42.0, 39.473684210526315)","(18.0, 23.0, 21.6)","(8.0, 11.5, 10.970588235294118)","(11.0, 12.5, 12.449367088607595)","(10.0, 12.5, 12.423076923076923)","(41.0, 60.0, 56.12903225806451)","(91.0, 130.0, 127.6923076923077)"
06-01-2023 13:55:16.225166,"(9.0, 14.0, 14.25)","(13.0, 14.0, 13.761904761904763)","(4.8, 5.1, 5.003333333333333)","(6.0, 8.4, 8.024)","(5.0, 5.5, 5.409090909090909)","(18.0, 42.0, 39.77777777777778)","(18.0, 23.0, 21.6)","(8.0, 11.5, 10.970588235294118)","(11.0, 12.5, 12.452380952380953)","(10.0, 12.5, 12.423076923076923)","(41.0, 60.0, 56.12903225806451)","(91.0, 130.0, 127.6923076923077)"
06-01-2023 13:55:17.747373,"(9.0, 14.5, 13.875)","(13.0, 14.0, 13.761904761904763)","(4.6, 5.1, 5.013432835820895)","(6.0, 8.2, 8.024)","(5.0, 5.5, 5.409090909090909)","(18.0, 42.0, 39.14285714285714)","(18.0, 23.0, 21.6)","(8.0, 11.5, 10.921052631578947)","(11.0, 12.5, 12.449367088607595)","(10.0, 12.5, 12.423076923076923)","(41.0, 60.0, 56.12903225806451)","(91.0, 130.0, 127.6923076923077)"
06-01-2023 13:55:19.254529,"(9.0, 14.0, 13.875)","(13.0, 14.0, 13.777777777777779)","(4.6, 5.1, 5.013432835820895)","(6.0, 8.2, 7.933333333333334)","(5.0, 5.5, 5.409090909090909)","(18.0, 42.0, 39.333333333333336)","(18.0, 23.0, 21.6)","(8.0, 11.5, 10.68918918918919)","(11.0, 12.5, 12.449367088607595)","(10.0, 12.5, 12.428571428571429)","(41.0, 60.0, 56.12903225806451)","(91.0, 130.0, 127.6923076923077)"
06-01-2023 13:55:20.735704,"(9.0, 14.0, 13.875)","(13.0, 14.0, 13.714285714285714)","(4.6, 5.1, 5.055384615384615)","(6.0, 8.0, 7.872727272727273)","(5.0, 5.5, 5.4261904761904765)","(18.0, 40.0, 38.588235294117645)","(18.0, 23.0, 22.125)","(8.0, 11.0, 10.7125)","(11.0, 12.5, 12.467105263157894)","(10.0, 12.5, 12.333333333333334)","(41.0, 60.0, 56.25)","(91.0, 130.0, 128.33333333333334)"
06-01-2023 13:55:22.317717,"(9.0, 14.0, 13.712121212121213)","(13.0, 14.0, 13.5625)","(4.6, 5.1, 5.055384615384615)","(6.0, 8.0, 7.872727272727273)","(5.0, 5.5, 5.4261904761904765)","(18.0, 40.0, 37.6)","(18.0, 23.0, 22.125)","(8.0, 11.0, 10.717948717948717)","(11.0, 12.5, 12.467105263157894)","(10.0, 12.5, 12.333333333333334)","(41.0, 60.0, 56.25)","(91.0, 130.0, 128.33333333333334)"
06-01-2023 13:55:23.784588,"(9.0, 14.0, 13.712121212121213)","(13.0, 14.0, 14.526315789473685)","(4.8, 5.1, 5.055384615384615)","(6.5, 8.0, 7.9)","(5.0, 5.5, 5.4261904761904765)","(20.0, 40.0, 37.6)","(18.0, 23.0, 22.125)","(8.0, 11.0, 10.717948717948717)","(11.0, 12.5, 12.467105263157894)","(10.0, 12.5, 12.333333333333334)","(41.0, 60.0, 56.25)","(91.0, 130.0, 128.33333333333334)"
06-01-2023 13:55:25.177562,"(9.0, 14.0, 13.712121212121213)","(13.0, 15.0, 14.328947368421053)","(4.8, 5.1, 5.055384615384615)","(6.5, 8.0, 7.9)","(5.0, 5.5, 5.4225)","(20.0, 40.0, 37.25)","(18.0, 23.0, 22.125)","(8.0, 11.0, 10.717948717948717)","(11.0, 12.5, 12.467105263157894)","(10.0, 12.5, 12.333333333333334)","(41.0, 60.0, 56.25)","(91.0, 130.0, 128.33333333333334)"
06-01-2023 13:55:26.633655,"(9.0, 14.0, 13.712121212121213)","(13.0, 15.0, 14.328947368421053)","(4.8, 5.1, 5.055384615384615)","(6.5, 8.0, 7.9)","(5.0, 5.5, 5.4225)","(20.0, 38.0, 36.2)","(18.0, 23.0, 22.125)","(8.0, 11.0, 10.717948717948717)","(11.0, 12.5, 12.467105263157894)","(10.0, 12.5, 12.333333333333334)","(41.0, 60.0, 56.25)","(91.0, 130.0, 128.33333333333334)"
06-01-2023 13:55:28.086299,"(9.0, 14.0, 13.833333333333334)","(13.0, 15.0, 14.089285714285714)","(4.8, 5.1, 5.055384615384615)","(6.5, 8.0, 7.9)","(5.0, 5.5, 5.4225)","(20.0, 38.0, 36.2)","(18.0, 23.0, 22.125)","(8.0, 11.0, 10.684782608695652)","(11.0, 12.5, 12.806451612903226)","(10.0, 12.5, 12.333333333333334)","(41.0, 60.0, 56.25)","(91.0, 130.0, 127.14285714285714)"
06-01-2023 13:55:29.642877,"(10.0, 14.0, 13.857142857142858)","(13.0, 15.0, 14.089285714285714)","(4.6, 5.2, 5.08092485549133)","(6.5, 8.0, 7.828571428571428)","(4.8, 5.5, 5.4225)","(20.0, 38.0, 35.88235294117647)","(18.0, 23.0, 22.125)","(8.0, 11.0, 10.684782608695652)","(11.0, 13.0, 12.77319587628866)","(10.0, 12.5, 12.333333333333334)","(41.0, 60.0, 56.25)","(91.0, 130.0, 127.5)"
06-01-2023 13:55:31.096509,"(10.0, 14.0, 13.857142857142858)","(13.0, 15.0, 14.089285714285714)","(4.6, 5.2, 5.08092485549133)","(6.5, 8.0, 7.828571428571428)","(4.8, 5.5, 5.4225)","(20.0, 38.0, 35.5)","(18.0, 23.0, 22.125)","(8.0, 11.0, 10.684782608695652)","(11.0, 13.0, 12.677777777777777)","(10.0, 12.5, 12.444444444444445)","(41.0, 60.0, 56.25)","(91.0, 130.0, 127.5)"
06-01-2023 13:55:32.532787,"(10.0, 14.5, 14.307692307692308)","(13.0, 15.0, 14.31081081081081)","(4.6, 5.2, 5.08092485549133)","(6.5, 8.0, 7.828571428571428)","(4.8, 5.5, 5.4225)","(20.0, 36.0, 34.75)","(18.0, 23.0, 22.125)","(8.0, 11.0, 10.684782608695652)","(11.0, 13.0, 12.677777777777777)","(10.0, 12.5, 12.433333333333334)","(41.0, 60.0, 55.55555555555556)","(91.0, 130.0, 127.5)"
06-01-2023 13:55:33.982713,"(10.0, 14.5, 14.307692307692308)","(13.0, 15.0, 14.31081081081081)","(4.6, 5.2, 5.08235294117647)","(6.5, 8.0, 7.84)","(4.8, 5.5, 5.4225)","(20.0, 36.0, 30.285714285714285)","(18.0, 23.0, 22.125)","(8.0, 11.0, 10.677777777777777)","(11.0, 13.0, 12.482142857142858)","(10.0, 12.5, 12.38888888888889)","(41.0, 60.0, 55.0)","(91.0, 130.0, 127.5)"
06-01-2023 13:55:35.521692,"(10.0, 14.5, 14.307692307692308)","(13.0, 14.5, 13.921052631578947)","(4.6, 5.2, 5.123664122137404)","(6.5, 8.0, 7.927272727272727)","(4.8, 5.5, 5.442592592592593)","(20.0, 32.0, 30.90909090909091)","(18.0, 23.0, 21.6)","(8.0, 11.0, 10.647058823529411)","(11.0, 12.5, 12.482142857142858)","(10.0, 12.5, 12.375)","(41.0, 60.0, 55.0)","(91.0, 130.0, 127.5)"
06-01-2023 13:55:37.045742,"(10.0, 14.5, 14.157142857142857)","(13.0, 14.5, 14.11111111111111)","(4.6, 5.2, 5.1248)","(6.5, 8.0, 7.682352941176471)","(4.8, 5.5, 5.4575000000000005)","(20.0, 32.0, 30.285714285714285)","(18.0, 23.0, 22.6)","(8.0, 11.0, 10.670731707317072)","(11.0, 12.5, 12.650602409638553)","(10.0, 12.5, 12.461538461538462)","(41.0, 60.0, 54.44444444444444)","(91.0, 130.0, 128.57142857142858)"
06-01-2023 13:55:38.513872,"(10.0, 14.5, 14.157142857142857)","(13.0, 14.5, 14.25)","(4.6, 5.2, 5.121666666666666)","(6.5, 8.0, 7.666666666666666)","(4.8, 5.5, 5.453703703703704)","(20.0, 32.0, 29.818181818181817)","(18.0, 23.0, 22.25)","(8.0, 11.0, 10.702380952380953)","(11.0, 13.0, 12.53225806451613)","(10.0, 12.5, 12.481481481481481)","(41.0, 60.0, 54.642857142857146)","(91.0, 130.0, 128.57142857142858)"
06-01-2023 13:55:39.842025,"(10.0, 14.5, 14.18421052631579)","(13.0, 14.5, 14.25)","(4.6, 5.2, 5.121666666666666)","(6.5, 8.0, 7.676190476190476)","(4.8, 5.5, 5.46304347826087)","(20.0, 32.0, 23.18421052631579)","(18.0, 23.0, 22.25)","(8.0, 11.0, 10.702380952380953)","(11.0, 13.0, 12.712121212121213)","(10.0, 13.0, 12.481481481481481)","(41.0, 60.0, 54.642857142857146)","(91.0, 130.0, 128.57142857142858)"
06-01-2023 13:55:41.289178,"(10.0, 14.5, 14.18421052631579)","(13.0, 14.5, 14.25)","(4.6, 5.2, 5.121666666666666)","(6.5, 8.0, 7.676190476190476)","(4.8, 5.5, 5.46304347826087)","(20.0, 30.0, 27.352941176470587)","(18.0, 23.0, 22.25)","(8.0, 11.0, 10.702380952380953)","(11.0, 13.0, 12.712121212121213)","(10.0, 13.0, 12.136363636363637)","(41.0, 60.0, 54.642857142857146)","(91.0, 130.0, 129.0)"
06-01-2023 13:55:42.819202,"(10.0, 14.5, 14.26)","(13.0, 14.5, 14.214285714285714)","(4.6, 5.2, 5.067619047619047)","(6.5, 8.0, 7.676190476190476)","(4.8, 5.5, 5.46304347826087)","(20.0, 30.0, 27.428571428571427)","(18.0, 23.0, 22.25)","(8.0, 11.0, 10.642857142857142)","(11.0, 13.0, 12.538461538461538)","(10.0, 13.0, 12.136363636363637)","(41.0, 60.0, 54.642857142857146)","(91.0, 130.0, 129.0)"
06-01-2023 13:55:44.317618,"(10.0, 14.5, 14.3)","(13.0, 14.5, 13.946808510638299)","(4.6, 5.1, 5.05)","(6.5, 8.0, 7.676190476190476)","(4.8, 5.5, 5.532258064516129)","(20.0, 30.0, 27.88235294117647)","(18.0, 23.0, 22.25)","(8.0, 11.0, 10.642857142857142)","(11.0, 13.0, 12.72)","(10.0, 13.0, 12.136363636363637)","(41.0, 60.0, 54.642857142857146)","(91.0, 130.0, 129.0)"
06-01-2023 13:55:45.836691,"(10.0, 14.5, 14.3)","(13.0, 14.0, 13.946808510638299)","(4.6, 5.1, 5.05)","(6.5, 8.0, 7.676190476190476)","(4.8, 5.6, 5.54)","(19.0, 30.0, 28.923076923076923)","(18.0, 23.0, 22.666666666666668)","(8.0, 11.0, 10.662162162162161)","(11.0, 13.0, 12.72)","(10.0, 13.0, 12.136363636363637)","(41.0, 60.0, 54.642857142857146)","(91.0, 130.0, 129.0)"
