,Zulu Zephyr,Royal Carmilla,Paua Of Abby,Tarawi Lock Star,Zorros Sword
12-01-2023 18:46:12.279186,"(1.65, 1.91, 1.9060759493670885)","(21.0, 38.0, 36.5)","(3.6, 4.2, 4.139285714285714)","(26.0, 48.0, 43.935483870967744)","(3.8, 5.4, 5.325925925925926)"
12-01-2023 18:46:13.183483,"(1.65, 1.91, 1.9060759493670885)","(21.0, 38.0, 36.5)","(3.6, 4.2, 4.139285714285714)","(26.0, 48.0, 43.935483870967744)","(3.8, 5.4, 5.341176470588236)"
12-01-2023 18:46:14.111639,"(1.65, 1.91, 1.9060759493670885)","(21.0, 38.0, 36.5)","(3.6, 4.2, 4.139285714285714)","(26.0, 48.0, 43.935483870967744)","(3.8, 5.4, 5.341176470588236)"
12-01-2023 18:46:15.087370,"(1.65, 1.91, 1.9063529411764706)","(21.0, 38.0, 36.5)","(3.6, 4.2, 4.139285714285714)","(26.0, 48.0, 43.935483870967744)","(3.8, 5.4, 5.331034482758621)"
12-01-2023 18:46:15.988662,"(1.65, 1.91, 1.9063999999999999)","(21.0, 38.0, 36.5)","(3.6, 4.2, 4.139285714285714)","(26.0, 48.0, 43.935483870967744)","(3.8, 5.4, 5.325925925925926)"
12-01-2023 18:46:16.908065,"(1.65, 1.91, 1.9038095238095236)","(21.0, 38.0, 36.5)","(3.6, 4.2, 4.139285714285714)","(26.0, 48.0, 43.935483870967744)","(3.8, 5.4, 5.325925925925926)"
12-01-2023 18:46:17.790628,"(1.65, 1.91, 1.9007142857142856)","(21.0, 38.0, 36.666666666666664)","(3.6, 4.2, 4.139285714285714)","(26.0, 48.0, 43.935483870967744)","(3.8, 5.4, 5.3090909090909095)"
12-01-2023 18:46:18.705469,"(1.65, 1.92, 1.9078048780487804)","(21.0, 38.0, 35.2)","(3.6, 4.2, 4.139285714285714)","(26.0, 48.0, 44.0)","(3.8, 5.4, 5.3090909090909095)"
12-01-2023 18:46:19.668451,"(1.65, 1.92, 1.9078048780487804)","(21.0, 38.0, 35.2)","(3.6, 4.2, 4.139285714285714)","(26.0, 46.0, 43.333333333333336)","(3.8, 5.4, 5.3090909090909095)"
12-01-2023 18:46:20.462117,"(1.65, 1.92, 1.9071794871794872)","(21.0, 38.0, 35.2)","(3.6, 4.2, 4.139285714285714)","(26.0, 46.0, 43.333333333333336)","(3.8, 5.4, 5.3090909090909095)"
12-01-2023 18:46:21.345653,"(1.65, 1.92, 1.9071794871794872)","(21.0, 38.0, 35.2)","(3.6, 4.2, 4.139285714285714)","(26.0, 46.0, 42.19047619047619)","(3.8, 5.4, 5.3090909090909095)"
12-01-2023 18:46:22.301696,"(1.65, 1.92, 1.9071794871794872)","(21.0, 38.0, 35.2)","(3.6, 4.2, 4.135483870967742)","(26.0, 46.0, 42.17391304347826)","(3.8, 5.4, 5.3090909090909095)"
12-01-2023 18:46:23.296520,"(1.65, 1.93, 1.9218181818181816)","(21.0, 38.0, 35.2)","(3.6, 4.2, 4.135483870967742)","(26.0, 46.0, 42.17391304347826)","(3.8, 5.4, 5.3090909090909095)"
12-01-2023 18:46:24.133292,"(1.65, 1.93, 1.9205263157894736)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.135483870967742)","(26.0, 46.0, 42.17391304347826)","(3.8, 5.4, 5.3090909090909095)"
12-01-2023 18:46:24.939489,"(1.65, 1.93, 1.9205263157894736)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.135483870967742)","(26.0, 44.0, 41.03703703703704)","(3.8, 5.4, 5.3090909090909095)"
12-01-2023 18:46:25.803535,"(1.65, 1.93, 1.9218181818181816)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.135483870967742)","(26.0, 40.0, 38.0)","(3.8, 5.4, 5.3090909090909095)"
12-01-2023 18:46:26.661590,"(1.65, 1.93, 1.9218181818181816)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.135483870967742)","(26.0, 40.0, 38.22222222222222)","(3.8, 5.4, 5.3090909090909095)"
12-01-2023 18:46:27.554245,"(1.65, 1.93, 1.9218181818181816)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.135483870967742)","(26.0, 40.0, 38.22222222222222)","(3.8, 5.4, 5.3090909090909095)"
12-01-2023 18:46:28.447125,"(1.65, 1.93, 1.9218181818181816)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.135483870967742)","(26.0, 40.0, 38.22222222222222)","(3.8, 5.4, 5.32)"
12-01-2023 18:46:29.326849,"(1.65, 1.93, 1.9218181818181816)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.1090909090909085)","(26.0, 40.0, 37.0)","(3.8, 5.4, 5.3090909090909095)"
12-01-2023 18:46:30.273617,"(1.65, 1.94, 1.9258823529411764)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.121568627450981)","(26.0, 40.0, 37.5)","(3.8, 5.4, 5.3090909090909095)"
12-01-2023 18:46:31.240527,"(1.65, 1.94, 1.9366666666666665)","(21.0, 38.0, 36.4)","(3.6, 4.2, 4.127272727272727)","(26.0, 38.0, 37.5)","(3.8, 5.4, 5.325)"
12-01-2023 18:46:32.166358,"(1.65, 1.93, 1.927142857142857)","(21.0, 38.0, 37.0)","(3.6, 4.1, 4.09047619047619)","(26.0, 38.0, 37.8)","(4.0, 5.4, 5.341935483870968)"
12-01-2023 18:46:33.021438,"(1.65, 1.93, 1.9136363636363636)","(21.0, 38.0, 36.90909090909091)","(3.6, 4.2, 4.131034482758621)","(26.0, 38.0, 37.8)","(4.0, 5.4, 5.341935483870968)"
12-01-2023 18:46:33.945211,"(1.65, 1.93, 1.913076923076923)","(21.0, 38.0, 36.90909090909091)","(3.6, 4.2, 4.131034482758621)","(26.0, 38.0, 36.9)","(4.0, 5.4, 5.34375)"
12-01-2023 18:46:34.846329,"(1.65, 1.93, 1.913076923076923)","(21.0, 38.0, 36.90909090909091)","(3.6, 4.2, 4.131034482758621)","(26.0, 38.0, 36.9)","(4.0, 5.4, 5.3545454545454545)"
12-01-2023 18:46:35.725672,"(1.65, 1.93, 1.913076923076923)","(21.0, 38.0, 36.90909090909091)","(3.6, 4.2, 4.124528301886793)","(26.0, 38.0, 36.55172413793103)","(4.0, 5.4, 5.385714285714286)"
12-01-2023 18:46:36.520046,"(1.65, 1.93, 1.913076923076923)","(21.0, 38.0, 36.90909090909091)","(3.6, 4.2, 4.114893617021277)","(26.0, 38.0, 36.55172413793103)","(4.0, 5.4, 5.391666666666667)"
12-01-2023 18:46:37.329957,"(1.65, 1.93, 1.9234)","(21.0, 38.0, 36.90909090909091)","(3.6, 4.2, 4.111111111111112)","(26.0, 38.0, 36.55172413793103)","(4.0, 5.6, 5.482142857142857)"
12-01-2023 18:46:38.239516,"(1.65, 1.92, 1.91625)","(21.0, 38.0, 36.90909090909091)","(3.6, 4.2, 4.133333333333334)","(26.0, 38.0, 36.55172413793103)","(4.0, 5.7, 5.633333333333334)"
12-01-2023 18:46:39.121117,"(1.65, 1.92, 1.904705882352941)","(21.0, 38.0, 36.90909090909091)","(3.6, 4.2, 4.133333333333334)","(26.0, 38.0, 36.55172413793103)","(4.0, 5.7, 5.58)"
12-01-2023 18:46:39.965235,"(1.65, 1.92, 1.904705882352941)","(21.0, 38.0, 36.90909090909091)","(3.6, 4.2, 4.133333333333334)","(26.0, 38.0, 36.55172413793103)","(4.0, 5.7, 5.566666666666666)"
12-01-2023 18:46:40.757450,"(1.65, 1.92, 1.904705882352941)","(21.0, 38.0, 35.2)","(3.6, 4.2, 4.1230769230769235)","(26.0, 38.0, 36.5)","(4.0, 5.7, 5.59)"
12-01-2023 18:46:41.546100,"(1.65, 1.92, 1.907)","(21.0, 38.0, 35.2)","(3.6, 4.2, 4.1230769230769235)","(26.0, 38.0, 36.5)","(4.0, 5.7, 5.553333333333334)"
12-01-2023 18:46:42.402666,"(1.65, 1.92, 1.9152727272727272)","(21.0, 38.0, 35.2)","(3.6, 4.2, 4.091891891891892)","(26.0, 38.0, 36.5)","(4.0, 5.7, 5.59)"
12-01-2023 18:46:43.293613,"(1.65, 1.92, 1.916153846153846)","(21.0, 38.0, 35.2)","(3.6, 4.2, 4.091891891891892)","(26.0, 38.0, 36.5)","(4.0, 5.7, 5.530769230769231)"
12-01-2023 18:46:44.104579,"(1.65, 1.92, 1.9186046511627906)","(21.0, 38.0, 35.2)","(3.6, 4.2, 4.091891891891892)","(26.0, 38.0, 36.5)","(4.0, 5.7, 5.595238095238095)"
12-01-2023 18:46:45.023676,"(1.65, 1.92, 1.9177777777777778)","(21.0, 38.0, 35.2)","(3.6, 4.2, 4.091891891891892)","(26.0, 38.0, 36.5)","(4.0, 5.7, 5.633333333333334)"
12-01-2023 18:46:46.001136,"(1.65, 1.92, 1.91625)","(21.0, 38.0, 35.2)","(3.6, 4.2, 4.091891891891892)","(26.0, 38.0, 36.5)","(4.0, 5.7, 5.633333333333334)"
12-01-2023 18:46:47.095473,"(1.65, 1.9, 1.8896296296296295)","(21.0, 38.0, 35.6)","(3.6, 4.2, 4.116666666666666)","(26.0, 38.0, 36.53846153846154)","(4.0, 5.7, 5.6625)"
12-01-2023 18:46:48.015058,"(1.65, 1.89, 1.8816666666666666)","(21.0, 38.0, 35.6)","(3.6, 4.2, 4.116666666666666)","(26.0, 38.0, 36.53846153846154)","(4.0, 5.7, 5.666666666666667)"
12-01-2023 18:46:48.943330,"(1.65, 1.9, 1.8956140350877193)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.116)","(26.0, 38.0, 36.583333333333336)","(4.0, 5.7, 5.666666666666667)"
12-01-2023 18:46:49.945910,"(1.65, 1.9, 1.895)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.1)","(26.0, 48.0, 49.33333333333333)","(4.0, 5.7, 5.6454545454545455)"
12-01-2023 18:46:50.924144,"(1.65, 1.91, 1.9036585365853658)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.089473684210526)","(26.0, 55.0, 49.09090909090909)","(4.0, 5.7, 5.574999999999999)"
12-01-2023 18:46:51.813091,"(1.65, 1.91, 1.9036585365853658)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.089473684210526)","(26.0, 50.0, 49.09090909090909)","(4.0, 5.6, 5.574999999999999)"
12-01-2023 18:46:52.692221,"(1.65, 1.91, 1.898695652173913)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.089473684210526)","(26.0, 50.0, 46.25)","(4.0, 5.6, 5.574999999999999)"
12-01-2023 18:46:53.608807,"(1.65, 1.9, 1.8933333333333333)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.089655172413793)","(26.0, 50.0, 46.25)","(4.0, 5.6, 5.52)"
12-01-2023 18:46:54.413798,"(1.65, 1.9, 1.8983783783783783)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.133333333333334)","(26.0, 50.0, 46.25)","(4.0, 5.6, 5.52)"
12-01-2023 18:46:55.309114,"(1.65, 1.9, 1.8983783783783783)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.11875)","(26.0, 50.0, 46.25)","(4.0, 5.6, 5.52)"
12-01-2023 18:46:56.196426,"(1.65, 1.9, 1.89625)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.11875)","(26.0, 50.0, 46.470588235294116)","(4.0, 5.6, 5.516666666666667)"
12-01-2023 18:46:57.118754,"(1.65, 1.9, 1.8968421052631579)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.2, 4.103703703703704)","(26.0, 50.0, 46.470588235294116)","(4.0, 5.7, 5.515384615384615)"
12-01-2023 18:46:57.906626,"(1.65, 1.93, 1.9206666666666665)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.1, 4.036842105263157)","(26.0, 50.0, 46.25)","(4.0, 5.7, 5.515384615384615)"
12-01-2023 18:46:58.888497,"(1.65, 1.94, 1.9342105263157894)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.1, 4.005)","(26.0, 50.0, 46.25)","(4.0, 5.6, 5.554838709677419)"
12-01-2023 18:46:59.757266,"(1.65, 1.94, 1.9328571428571428)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.1, 3.9944444444444445)","(26.0, 50.0, 47.14285714285714)","(4.0, 5.6, 5.541176470588235)"
12-01-2023 18:47:00.789089,"(1.65, 1.94, 1.9328571428571428)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.1, 3.986)","(26.0, 50.0, 47.14285714285714)","(4.0, 5.6, 5.541176470588235)"
12-01-2023 18:47:01.778245,"(1.65, 1.94, 1.9363333333333332)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.1, 3.975714285714286)","(26.0, 50.0, 47.14285714285714)","(4.0, 5.6, 5.52972972972973)"
12-01-2023 18:47:02.805362,"(1.65, 1.96, 1.951)","(21.0, 38.0, 35.333333333333336)","(3.6, 4.1, 3.95)","(26.0, 50.0, 47.0)","(4.0, 5.6, 5.496428571428572)"
12-01-2023 18:47:03.692170,"(1.65, 1.95, 1.9476923076923076)","(21.0, 38.0, 35.333333333333336)","(3.6, 3.95, 3.925)","(26.0, 50.0, 47.0)","(4.0, 5.5, 5.496969696969697)"
12-01-2023 18:47:04.647688,"(1.65, 1.95, 1.9464285714285714)","(21.0, 38.0, 36.285714285714285)","(3.6, 3.95, 3.888888888888889)","(26.0, 50.0, 47.5)","(4.0, 5.5, 5.536363636363636)"
12-01-2023 18:47:05.559111,"(1.65, 1.95, 1.9489999999999998)","(21.0, 38.0, 35.333333333333336)","(3.5, 3.95, 3.888888888888889)","(26.0, 50.0, 47.5)","(4.0, 5.6, 5.665517241379311)"
12-01-2023 18:47:06.401609,"(1.65, 1.96, 1.948)","(21.0, 38.0, 36.285714285714285)","(3.5, 3.9, 3.864705882352941)","(26.0, 50.0, 47.5)","(4.0, 5.7, 5.665517241379311)"
12-01-2023 18:47:07.184823,"(1.65, 1.96, 1.9463157894736842)","(21.0, 38.0, 35.333333333333336)","(3.5, 3.9, 3.8714285714285714)","(26.0, 50.0, 47.5)","(4.0, 5.7, 5.665517241379311)"
12-01-2023 18:47:08.385946,"(1.65, 1.96, 1.9475)","(21.0, 38.0, 35.333333333333336)","(3.5, 3.9, 3.833333333333333)","(26.0, 50.0, 47.5)","(4.0, 5.7, 5.665517241379311)"
12-01-2023 18:47:09.312086,"(1.65, 1.96, 1.9475)","(21.0, 38.0, 35.333333333333336)","(3.5, 3.9, 3.833333333333333)","(26.0, 50.0, 47.5)","(4.0, 5.7, 5.665517241379311)"
12-01-2023 18:47:10.113822,"(1.65, 1.96, 1.95)","(21.0, 38.0, 35.333333333333336)","(3.5, 3.9, 3.783333333333333)","(26.0, 50.0, 47.5)","(4.0, 5.7, 5.665517241379311)"
12-01-2023 18:47:10.952209,"(1.65, 1.97, 1.957142857142857)","(21.0, 38.0, 36.15384615384615)","(3.5, 3.85, 3.81875)","(26.0, 50.0, 46.0)","(4.0, 5.7, 5.66875)"
12-01-2023 18:47:12.096574,"(1.65, 1.97, 1.9621739130434783)","(21.0, 38.0, 36.285714285714285)","(3.5, 3.85, 3.8115384615384618)","(26.0, 50.0, 47.1764705882353)","(4.0, 5.7, 5.66875)"
12-01-2023 18:47:13.058727,"(1.65, 1.97, 1.9621739130434783)","(21.0, 38.0, 36.285714285714285)","(3.5, 3.85, 3.7785714285714285)","(26.0, 50.0, 49.0)","(4.0, 5.7, 5.665517241379311)"
12-01-2023 18:47:13.920834,"(1.65, 1.97, 1.9664705882352942)","(21.0, 38.0, 35.333333333333336)","(3.5, 3.85, 3.7785714285714285)","(26.0, 50.0, 49.0)","(4.0, 5.7, 5.665517241379311)"
12-01-2023 18:47:14.802057,"(1.65, 1.97, 1.9593333333333334)","(21.0, 38.0, 36.285714285714285)","(3.5, 3.85, 3.8083333333333336)","(26.0, 50.0, 49.285714285714285)","(4.0, 5.7, 5.665517241379311)"
12-01-2023 18:47:15.717869,"(1.65, 1.97, 1.9593333333333334)","(21.0, 38.0, 35.333333333333336)","(3.5, 3.85, 3.765217391304348)","(26.0, 55.0, 54.35714285714286)","(4.0, 5.7, 5.665517241379311)"
12-01-2023 18:47:16.611547,"(1.65, 1.97, 1.9584210526315788)","(21.0, 38.0, 36.285714285714285)","(3.5, 3.85, 3.773076923076923)","(26.0, 55.0, 54.470588235294116)","(4.0, 5.7, 5.66969696969697)"
12-01-2023 18:47:17.474624,"(1.65, 1.97, 1.9604347826086956)","(21.0, 38.0, 35.333333333333336)","(3.5, 3.85, 3.773076923076923)","(26.0, 55.0, 54.470588235294116)","(4.0, 5.7, 5.66969696969697)"
12-01-2023 18:47:18.311433,"(1.65, 1.98, 1.9616129032258065)","(21.0, 38.0, 36.285714285714285)","(3.5, 3.9, 3.8499999999999996)","(26.0, 55.0, 54.470588235294116)","(4.0, 5.7, 5.655555555555556)"
12-01-2023 18:47:19.163617,"(1.65, 1.95, 1.948095238095238)","(21.0, 38.0, 35.333333333333336)","(3.5, 3.95, 3.9043478260869566)","(26.0, 55.0, 54.30769230769231)","(4.0, 5.8, 5.7124999999999995)"
12-01-2023 18:47:19.996640,"(1.65, 1.94, 1.9388461538461539)","(21.0, 38.0, 36.285714285714285)","(3.5, 3.95, 3.9033333333333333)","(26.0, 55.0, 54.30769230769231)","(4.0, 5.8, 5.741666666666666)"
12-01-2023 18:47:21.187324,"(1.65, 1.97, 1.9617857142857142)","(21.0, 38.0, 35.333333333333336)","(3.5, 3.85, 3.855)","(26.0, 55.0, 54.30769230769231)","(4.0, 5.7, 5.753333333333333)"
12-01-2023 18:47:22.116261,"(1.65, 1.95, 1.9355555555555555)","(21.0, 38.0, 36.285714285714285)","(3.5, 3.9, 3.855)","(26.0, 55.0, 54.30769230769231)","(4.0, 5.8, 5.78125)"
12-01-2023 18:47:22.957707,"(1.65, 1.95, 1.9345454545454546)","(21.0, 38.0, 35.333333333333336)","(3.5, 3.9, 3.86875)","(26.0, 55.0, 54.30769230769231)","(4.0, 5.8, 5.78125)"
12-01-2023 18:47:23.779824,"(1.65, 1.94, 1.9357142857142857)","(21.0, 38.0, 35.333333333333336)","(3.5, 3.9, 3.86875)","(26.0, 55.0, 54.30769230769231)","(4.0, 5.8, 5.785)"
12-01-2023 18:47:24.779587,"(1.65, 1.95, 1.9369565217391305)","(21.0, 38.0, 35.333333333333336)","(3.5, 3.9, 3.86875)","(26.0, 55.0, 54.30769230769231)","(4.0, 5.8, 5.716666666666667)"
12-01-2023 18:47:25.791458,"(1.65, 1.96, 1.9537499999999999)","(21.0, 38.0, 35.333333333333336)","(3.5, 3.85, 3.838888888888889)","(26.0, 55.0, 54.30769230769231)","(4.0, 5.8, 5.788461538461538)"
12-01-2023 18:47:26.686927,"(1.65, 1.95, 1.9376190476190476)","(21.0, 38.0, 36.285714285714285)","(3.5, 3.9, 3.8285714285714283)","(26.0, 55.0, 54.30769230769231)","(4.0, 5.8, 5.779999999999999)"
12-01-2023 18:47:27.656219,"(1.65, 1.95, 1.9355555555555555)","(21.0, 38.0, 35.333333333333336)","(3.5, 3.9, 3.8649999999999998)","(26.0, 55.0, 54.30769230769231)","(4.2, 5.8, 5.766666666666667)"
12-01-2023 18:47:28.558198,"(1.65, 1.92, 1.9162962962962962)","(21.0, 38.0, 36.4)","(3.5, 3.9, 3.886206896551724)","(26.0, 55.0, 54.30769230769231)","(4.2, 5.8, 5.783333333333333)"
12-01-2023 18:47:29.409641,"(1.65, 1.93, 1.9135)","(21.0, 38.0, 35.6)","(3.5, 3.9, 3.8846153846153846)","(26.0, 55.0, 54.30769230769231)","(4.2, 5.8, 5.783333333333333)"
12-01-2023 18:47:30.304751,"(1.65, 1.96, 1.9457142857142857)","(21.0, 38.0, 36.285714285714285)","(3.5, 3.85, 3.821428571428571)","(26.0, 55.0, 54.3)","(4.2, 5.8, 5.766666666666667)"
12-01-2023 18:47:31.155807,"(1.65, 1.95, 1.9363157894736842)","(21.0, 38.0, 35.0)","(3.5, 3.85, 3.8363636363636364)","(26.0, 55.0, 53.6)","(4.2, 5.8, 5.77)"
12-01-2023 18:47:31.973062,"(1.65, 1.95, 1.9364705882352942)","(21.0, 38.0, 36.285714285714285)","(3.5, 3.85, 3.8363636363636364)","(26.0, 55.0, 54.3)","(4.2, 5.8, 5.78)"
12-01-2023 18:47:32.801697,"(1.65, 1.94, 1.9303448275862067)","(21.0, 38.0, 35.0)","(3.5, 3.9, 3.872413793103448)","(26.0, 55.0, 53.6)","(4.2, 5.8, 5.725)"
12-01-2023 18:47:33.713207,"(1.65, 1.94, 1.9315151515151514)","(21.0, 38.0, 36.285714285714285)","(3.4, 3.9, 3.865625)","(26.0, 55.0, 54.3)","(4.2, 5.8, 5.7727272727272725)"
12-01-2023 18:47:34.597019,"(1.65, 1.95, 1.9429411764705882)","(21.0, 38.0, 35.0)","(3.4, 3.9, 3.86)","(26.0, 55.0, 53.6)","(4.2, 5.8, 5.785714285714286)"
12-01-2023 18:47:35.449809,"(1.65, 1.95, 1.9442857142857142)","(21.0, 38.0, 34.57142857142857)","(3.4, 3.85, 3.8205882352941174)","(26.0, 55.0, 54.3)","(4.2, 5.8, 5.775)"
12-01-2023 18:47:36.257528,"(1.65, 1.96, 1.9129411764705881)","(21.0, 38.0, 34.57142857142857)","(3.4, 3.85, 3.8442528735632187)","(26.0, 55.0, 51.5)","(4.2, 5.9, 5.800000000000001)"
12-01-2023 18:47:37.283294,"(1.65, 1.94, 1.929090909090909)","(21.0, 38.0, 34.57142857142857)","(3.4, 3.9, 3.8652173913043475)","(31.0, 55.0, 51.733333333333334)","(4.2, 5.9, 5.76)"
12-01-2023 18:47:38.187140,"(1.65, 1.93, 1.928)","(21.0, 38.0, 34.57142857142857)","(3.4, 3.9, 3.865625)","(31.0, 60.0, 52.74074074074074)","(4.2, 5.9, 5.800000000000001)"
12-01-2023 18:47:39.005548,"(1.65, 1.94, 1.92875)","(21.0, 38.0, 34.57142857142857)","(3.4, 3.9, 3.8652173913043475)","(31.0, 55.0, 52.88235294117647)","(4.2, 5.9, 5.7444444444444445)"
12-01-2023 18:47:39.859004,"(1.65, 1.94, 1.925090909090909)","(26.0, 38.0, 34.57142857142857)","(3.4, 3.9, 3.8576923076923078)","(31.0, 55.0, 52.88235294117647)","(4.6, 5.9, 5.828571428571428)"
12-01-2023 18:47:40.737610,"(1.65, 1.93, 1.922)","(26.0, 38.0, 34.57142857142857)","(3.4, 3.9, 3.833333333333333)","(31.0, 55.0, 52.88235294117647)","(4.6, 5.9, 5.885714285714286)"
12-01-2023 18:47:41.597361,"(1.65, 1.93, 1.9275)","(26.0, 38.0, 34.57142857142857)","(3.4, 3.9, 3.8449999999999998)","(31.0, 60.0, 52.74074074074074)","(4.6, 6.0, 5.825)"
12-01-2023 18:47:42.468854,"(1.65, 1.93, 1.9224999999999999)","(26.0, 38.0, 34.57142857142857)","(3.4, 3.9, 3.8541666666666665)","(31.0, 55.0, 52.26086956521739)","(4.6, 6.0, 5.966666666666667)"
12-01-2023 18:47:43.341261,"(1.65, 1.92, 1.9175)","(26.0, 38.0, 34.57142857142857)","(3.4, 3.9, 3.844444444444444)","(31.0, 55.0, 52.26086956521739)","(4.6, 6.2, 5.91764705882353)"
12-01-2023 18:47:44.172283,"(1.65, 1.93, 1.9277272727272727)","(26.0, 32.0, 30.122448979591837)","(3.4, 3.9, 3.890625)","(31.0, 55.0, 53.2)","(4.6, 6.2, 6.055555555555556)"
12-01-2023 18:47:45.011141,"(1.65, 1.93, 1.9242857142857142)","(26.0, 32.0, 29.850746268656717)","(3.4, 3.85, 3.84375)","(31.0, 55.0, 53.2)","(4.6, 6.2, 6.070588235294117)"
12-01-2023 18:47:45.875474,"(1.65, 1.94, 1.933157894736842)","(26.0, 32.0, 29.782608695652172)","(3.4, 3.75, 3.73)","(31.0, 55.0, 49.4)","(4.6, 6.2, 6.094736842105263)"
12-01-2023 18:47:46.737605,"(1.65, 1.95, 1.9453333333333334)","(26.0, 32.0, 29.782608695652172)","(3.4, 3.75, 3.7075757575757575)","(31.0, 55.0, 49.166666666666664)","(4.6, 6.2, 6.091891891891892)"
12-01-2023 18:47:47.615572,"(1.65, 1.95, 1.9421739130434783)","(26.0, 32.0, 29.760563380281692)","(3.4, 3.75, 3.7141025641025642)","(31.0, 55.0, 50.333333333333336)","(4.6, 6.2, 6.125)"
12-01-2023 18:47:48.451117,"(1.65, 1.99, 1.977037037037037)","(26.0, 32.0, 29.46153846153846)","(3.4, 3.8, 3.7939759036144576)","(31.0, 55.0, 52.0)","(4.6, 5.9, 5.857142857142858)"
12-01-2023 18:47:49.284072,"(1.65, 1.96, 1.9539130434782608)","(26.0, 32.0, 29.61764705882353)","(3.4, 3.85, 3.831609195402299)","(31.0, 55.0, 51.14285714285714)","(4.6, 6.0, 5.945454545454545)"
12-01-2023 18:47:50.195093,"(1.65, 1.96, 1.9539393939393939)","(26.0, 32.0, 29.61764705882353)","(3.4, 3.75, 3.72)","(31.0, 55.0, 52.0)","(4.6, 6.0, 5.96875)"
12-01-2023 18:47:51.077516,"(1.65, 1.97, 1.9584615384615385)","(26.0, 32.0, 29.61764705882353)","(3.4, 3.75, 3.713888888888889)","(31.0, 55.0, 52.1578947368421)","(4.6, 6.2, 6.037037037037037)"
12-01-2023 18:47:51.904835,"(1.65, 1.96, 1.9581481481481482)","(26.0, 32.0, 29.61764705882353)","(3.4, 3.75, 3.716666666666667)","(31.0, 55.0, 52.5)","(4.6, 6.2, 6.066666666666666)"
12-01-2023 18:47:52.728554,"(1.65, 1.96, 1.957674418604651)","(26.0, 30.0, 29.833333333333332)","(3.4, 3.75, 3.719047619047619)","(31.0, 55.0, 52.5)","(4.6, 6.2, 6.066666666666666)"
12-01-2023 18:47:53.608671,"(1.65, 1.98, 1.9644444444444444)","(26.0, 30.0, 29.192307692307693)","(3.4, 3.8, 3.7717391304347827)","(31.0, 42.0, 41.63636363636364)","(4.6, 6.2, 6.064864864864865)"
12-01-2023 18:47:54.463379,"(1.65, 1.95, 1.9482758620689655)","(26.0, 30.0, 29.305555555555557)","(3.4, 3.85, 3.7958333333333334)","(31.0, 40.0, 38.0)","(4.6, 6.2, 6.128888888888889)"
12-01-2023 18:47:55.300428,"(1.65, 1.96, 1.9547826086956521)","(26.0, 34.0, 33.333333333333336)","(3.4, 3.8, 3.7857142857142856)","(31.0, 40.0, 39.42857142857143)","(4.6, 6.2, 6.091891891891892)"
12-01-2023 18:47:56.168426,"(1.65, 1.96, 1.9451851851851851)","(26.0, 34.0, 31.6)","(3.4, 3.8, 3.8051724137931036)","(31.0, 40.0, 39.0)","(4.6, 6.2, 6.1257142857142854)"
12-01-2023 18:47:57.014482,"(1.65, 1.95, 1.947)","(26.0, 32.0, 31.6)","(3.4, 3.85, 3.811764705882353)","(31.0, 40.0, 38.0)","(4.6, 6.2, 6.186206896551724)"
12-01-2023 18:47:57.847070,"(1.65, 1.96, 1.9505263157894737)","(26.0, 32.0, 31.6)","(3.4, 3.85, 3.8108695652173914)","(31.0, 38.0, 37.0)","(4.6, 6.4, 6.189473684210527)"
12-01-2023 18:47:58.750870,"(1.65, 1.96, 1.9516666666666667)","(26.0, 34.0, 32.15384615384615)","(3.4, 3.8, 3.788235294117647)","(31.0, 40.0, 36.61538461538461)","(4.6, 6.4, 6.2250000000000005)"
12-01-2023 18:47:59.623571,"(1.65, 1.96, 1.9503225806451612)","(26.0, 32.0, 31.555555555555557)","(3.4, 3.8, 3.788235294117647)","(31.0, 38.0, 37.333333333333336)","(4.6, 6.4, 6.066666666666666)"
