,Bull Shark,Ruling,U Rock It,Wizard Of Odds,Awesummer,Attuck,Luckytobeinamerica
05-01-2023 13:32:51.414253,"(3.1, 3.9, 3.8058823529411767)","(2.3, 3.8, 3.75)","(19.0, 34.0, 31.4)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:52.520497,"(3.1, 3.9, 3.85)","(2.3, 3.8, 3.668181818181818)","(19.0, 34.0, 31.4)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 13.807692307692308)"
05-01-2023 13:32:53.630514,"(3.1, 3.9, 3.85)","(2.3, 3.75, 3.55)","(19.0, 34.0, 31.4)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 13.807692307692308)"
05-01-2023 13:32:55.276840,"(3.1, 3.9, 3.8058823529411767)","(2.3, 3.75, 3.55)","(19.0, 34.0, 31.4)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:56.664144,"(3.1, 3.9, 3.85)","(2.3, 3.75, 3.55)","(19.0, 34.0, 31.4)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:57.841371,"(3.1, 3.9, 3.85)","(2.3, 3.75, 3.668181818181818)","(19.0, 34.0, 31.4)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:59.104796,"(3.1, 3.9, 3.85)","(2.3, 3.75, 3.525)","(19.0, 34.0, 31.4)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:33:00.508161,"(3.1, 3.9, 3.85)","(2.3, 3.75, 3.384782608695652)","(19.0, 34.0, 31.4)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.742857142857143)","(9.0, 16.5, 14.05)"
05-01-2023 13:33:01.769575,"(3.1, 3.9, 3.85)","(2.3, 3.75, 3.444642857142857)","(19.0, 34.0, 31.4)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.742857142857143)","(9.0, 16.5, 13.777777777777779)"
05-01-2023 13:33:02.934108,"(3.1, 3.9, 3.85)","(2.3, 3.75, 3.6272727272727274)","(19.0, 34.0, 31.4)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.5)","(3.6, 5.0, 4.742857142857143)","(9.0, 16.5, 14.05)"
05-01-2023 13:33:04.191175,"(3.1, 3.9, 3.85)","(2.3, 3.7, 3.6272727272727274)","(19.0, 34.0, 32.55555555555556)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.5)","(3.6, 5.0, 4.742857142857143)","(9.0, 16.5, 14.05)"
05-01-2023 13:33:05.457773,"(3.1, 3.9, 3.85)","(2.3, 3.7, 3.6272727272727274)","(19.0, 34.0, 30.0)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.5)","(3.6, 5.0, 4.742857142857143)","(9.0, 16.5, 14.05)"
05-01-2023 13:33:06.625413,"(3.1, 3.9, 3.85)","(2.3, 3.7, 3.6272727272727274)","(19.0, 34.0, 30.0)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.5)","(3.6, 5.0, 4.742857142857143)","(9.0, 16.5, 14.05)"
05-01-2023 13:33:07.748621,"(3.1, 3.9, 3.85)","(2.3, 3.7, 3.6272727272727274)","(19.0, 34.0, 30.0)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.5)","(3.6, 5.0, 4.742857142857143)","(9.0, 16.5, 14.05)"
05-01-2023 13:33:09.153965,"(3.1, 3.9, 3.85)","(2.3, 3.7, 3.383720930232558)","(19.0, 34.0, 30.0)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.5)","(3.6, 5.0, 4.742857142857143)","(9.0, 16.5, 14.05)"
05-01-2023 13:33:10.570582,"(3.1, 3.9, 3.85)","(2.3, 3.7, 3.4384615384615382)","(19.0, 34.0, 30.0)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.5)","(3.6, 5.0, 4.7)","(9.0, 16.5, 14.05)"
05-01-2023 13:33:11.851856,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.4384615384615382)","(19.0, 34.0, 30.0)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.5)","(3.6, 5.0, 4.7)","(9.0, 16.5, 14.05)"
05-01-2023 13:33:13.187089,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.4384615384615382)","(19.0, 34.0, 30.0)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 12.0)","(3.6, 5.0, 4.796774193548387)","(9.0, 16.5, 14.05)"
05-01-2023 13:33:14.413010,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.511111111111111)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.6)","(3.6, 5.0, 4.625)","(9.0, 16.5, 15.1)"
05-01-2023 13:33:15.581253,"(3.1, 3.9, 3.8625)","(2.3, 3.65, 3.6166666666666667)","(19.0, 34.0, 30.0)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.6)","(3.6, 4.9, 4.62)","(9.0, 16.5, 15.1)"
05-01-2023 13:33:16.720680,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.511111111111111)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.6)","(3.6, 4.9, 4.7444444444444445)","(9.0, 16.5, 15.1)"
05-01-2023 13:33:17.969463,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.511111111111111)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.6)","(3.6, 4.9, 4.514285714285714)","(9.0, 16.5, 15.1)"
05-01-2023 13:33:19.181418,"(3.1, 3.9, 3.8625)","(2.3, 3.65, 3.6166666666666667)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.6)","(3.6, 4.8, 4.514285714285714)","(9.0, 16.5, 15.1)"
05-01-2023 13:33:20.432316,"(3.1, 3.9, 3.8625)","(2.3, 3.65, 3.484722222222222)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.9)","(3.6, 4.8, 4.55)","(9.0, 16.5, 15.1)"
05-01-2023 13:33:21.654495,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.511111111111111)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.9)","(3.6, 4.8, 4.684615384615385)","(9.0, 16.5, 15.1)"
05-01-2023 13:33:23.423186,"(3.1, 3.9, 3.8625)","(2.3, 3.65, 3.6166666666666667)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.9)","(3.6, 4.8, 4.684615384615385)","(9.0, 16.5, 15.1)"
05-01-2023 13:33:25.054629,"(3.1, 3.9, 3.8625)","(2.3, 3.65, 3.51969696969697)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.9)","(3.6, 4.8, 4.684615384615385)","(9.0, 16.5, 15.1)"
05-01-2023 13:33:26.350044,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.9)","(3.6, 4.8, 4.633333333333334)","(9.0, 16.5, 15.1)"
05-01-2023 13:33:27.587941,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.666666666666666)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 15.1)"
05-01-2023 13:33:28.851967,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.0, 11.666666666666666)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 15.1)"
05-01-2023 13:33:30.092046,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.0, 11.666666666666666)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 15.1)"
05-01-2023 13:33:31.238862,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.0, 11.666666666666666)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 15.1)"
05-01-2023 13:33:32.608136,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.0, 11.9)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 15.1)"
05-01-2023 13:33:33.995951,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 12.293103448275861)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:33:35.307166,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.892857142857142)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:33:36.799980,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.0, 11.5)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:33:38.287939,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.0, 11.5)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.615384615384615)"
05-01-2023 13:33:39.502549,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.0, 11.5)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.615384615384615)"
05-01-2023 13:33:40.791462,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.0, 11.5)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.615384615384615)"
05-01-2023 13:33:42.043653,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.0, 12.293103448275861)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.615384615384615)"
05-01-2023 13:33:43.249139,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.6)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.166666666666666)"
05-01-2023 13:33:44.429575,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.6)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.75)"
05-01-2023 13:33:45.526816,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.5013513513513517)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.6)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.75)"
05-01-2023 13:33:46.821385,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.5013513513513517)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.6)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.75)"
05-01-2023 13:33:48.081094,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.5013513513513517)","(19.0, 34.0, 28.5)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.6)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.75)"
05-01-2023 13:33:49.260849,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.5013513513513517)","(19.0, 34.0, 28.5)","(20.0, 36.0, 34.0)","(6.5, 12.5, 12.293103448275861)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.75)"
05-01-2023 13:33:50.637377,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.5013513513513517)","(19.0, 34.0, 32.0)","(20.0, 36.0, 38.25)","(6.5, 12.5, 12.293103448275861)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.75)"
05-01-2023 13:33:51.888457,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.5013513513513517)","(19.0, 34.0, 32.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.5)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.75)"
05-01-2023 13:33:53.615349,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.5013513513513517)","(19.0, 34.0, 31.25)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.0, 11.5)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.75)"
05-01-2023 13:33:55.861154,"(3.1, 3.9, 3.8625)","(2.3, 3.7, 3.6026315789473684)","(19.0, 34.0, 32.77777777777778)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.0, 11.5)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.75)"
05-01-2023 13:33:57.176206,"(3.1, 3.9, 3.8625)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 30.666666666666668)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.0, 11.5)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.166666666666666)"
05-01-2023 13:33:58.402649,"(3.1, 3.9, 3.8625)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 30.666666666666668)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.0, 12.293103448275861)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.166666666666666)"
05-01-2023 13:33:59.565967,"(3.1, 3.9, 3.8040000000000003)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 12.293103448275861)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.166666666666666)"
05-01-2023 13:34:00.816209,"(3.1, 3.9, 3.8040000000000003)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 12.293103448275861)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.166666666666666)"
05-01-2023 13:34:02.064222,"(3.1, 3.85, 3.8083333333333336)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.6)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.166666666666666)"
05-01-2023 13:34:03.248076,"(3.1, 3.85, 3.8083333333333336)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.6)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.166666666666666)"
05-01-2023 13:34:04.519279,"(3.1, 3.85, 3.8083333333333336)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.75)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.75)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:05.699964,"(3.1, 3.85, 3.8083333333333336)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.75)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.75)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:06.843237,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.5013513513513517)","(19.0, 34.0, 32.333333333333336)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.75)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:08.140012,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.5013513513513517)","(19.0, 34.0, 31.5)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:09.437347,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.5013513513513517)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:10.616995,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.5013513513513517)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:11.780095,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.5013513513513517)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:12.918018,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.5013513513513517)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:14.087687,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.5013513513513517)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:15.307001,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.5013513513513517)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:16.589978,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:17.752944,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:18.932958,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:20.246206,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:21.344722,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:22.622635,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:23.684473,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:24.836238,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:25.999060,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:27.052049,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:28.229660,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:29.454322,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:30.552309,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:31.688123,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:32.776485,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:33.929314,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:35.050394,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:36.185072,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:37.222836,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:38.226023,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:39.338525,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.7, 3.51969696969697)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.25)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:40.433874,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.818181818181818)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:41.535548,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.818181818181818)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:42.612347,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 11.818181818181818)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:43.611884,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 12.211538461538462)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:44.660717,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 12.211538461538462)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:45.764252,"(3.1, 3.85, 3.7964285714285717)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 12.258064516129032)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:46.923289,"(3.1, 3.85, 3.75)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 36.666666666666664)","(6.5, 12.5, 12.258064516129032)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
05-01-2023 13:34:47.994169,"(3.1, 3.85, 3.75)","(2.3, 3.65, 3.6026315789473684)","(19.0, 34.0, 31.0)","(20.0, 44.0, 37.0)","(6.5, 12.5, 12.258064516129032)","(3.6, 4.7, 4.633333333333334)","(9.0, 16.5, 14.4)"
