,Hes Gold,Sir Mambo,Silkinize,On The Full,Pink N Gray,The Lady Is A Vamp,Titian Queen
07-01-2023 14:55:43.229899,"(4.8, 5.6, 5.35)","(12.0, 21.0, 18.75)","(6.5, 11.0, 10.972222222222221)","(2.45, 2.88, 2.831785714285714)","(21.0, 36.0, 33.42857142857143)","(3.8, 4.4, 4.275862068965518)","(19.0, 26.0, 24.0)"
07-01-2023 14:55:44.519985,"(4.8, 5.6, 5.35)","(12.0, 20.0, 18.75)","(6.5, 11.0, 10.972222222222221)","(2.45, 2.88, 2.858076923076923)","(21.0, 36.0, 33.42857142857143)","(3.8, 4.4, 4.275862068965518)","(19.0, 26.0, 24.0)"
07-01-2023 14:55:45.629066,"(4.8, 5.6, 5.35)","(13.0, 20.0, 18.75)","(6.5, 11.0, 10.972222222222221)","(2.45, 2.92, 2.8095999999999997)","(21.0, 36.0, 33.42857142857143)","(3.8, 4.4, 4.275862068965518)","(19.0, 26.0, 24.0)"
07-01-2023 14:55:46.663236,"(4.8, 5.6, 5.35)","(13.0, 20.0, 18.75)","(6.5, 11.0, 10.972222222222221)","(2.45, 2.92, 2.808275862068965)","(21.0, 36.0, 33.42857142857143)","(3.8, 4.4, 4.275862068965518)","(19.0, 26.0, 24.0)"
07-01-2023 14:55:47.879763,"(4.8, 5.6, 5.533333333333333)","(13.0, 20.0, 18.75)","(6.5, 11.0, 10.972222222222221)","(2.45, 2.92, 2.7902)","(21.0, 36.0, 33.42857142857143)","(3.8, 4.4, 4.275862068965518)","(19.0, 26.0, 24.0)"
07-01-2023 14:55:49.102686,"(4.8, 5.6, 5.536842105263157)","(13.0, 20.0, 18.75)","(6.5, 11.0, 10.972222222222221)","(2.45, 2.8, 2.7163636363636363)","(21.0, 36.0, 33.42857142857143)","(3.8, 4.4, 4.275862068965518)","(19.0, 26.0, 23.0)"
07-01-2023 14:55:50.205209,"(4.8, 5.6, 5.536842105263157)","(13.0, 20.0, 18.75)","(6.5, 11.0, 10.972222222222221)","(2.45, 2.76, 2.706666666666667)","(21.0, 36.0, 33.42857142857143)","(3.8, 4.4, 4.275862068965518)","(19.0, 25.0, 23.0)"
07-01-2023 14:55:51.391095,"(4.8, 5.6, 5.375)","(13.0, 20.0, 19.0)","(6.5, 13.0, 12.347826086956522)","(2.45, 2.76, 2.706666666666667)","(21.0, 36.0, 33.42857142857143)","(3.8, 4.4, 4.275862068965518)","(19.0, 25.0, 23.0)"
07-01-2023 14:55:52.519964,"(4.8, 5.6, 5.375)","(13.0, 20.0, 19.0)","(6.5, 13.0, 12.347826086956522)","(2.45, 2.76, 2.706666666666667)","(21.0, 36.0, 33.42857142857143)","(3.8, 4.4, 4.275862068965518)","(19.0, 25.0, 23.0)"
07-01-2023 14:55:53.679488,"(4.8, 5.6, 5.375)","(13.0, 20.0, 19.0)","(6.5, 13.0, 12.347826086956522)","(2.45, 2.76, 2.706666666666667)","(21.0, 36.0, 33.42857142857143)","(3.8, 4.4, 4.275862068965518)","(19.0, 25.0, 23.0)"
07-01-2023 14:55:54.705122,"(4.8, 5.6, 5.375)","(13.0, 20.0, 19.0)","(6.5, 13.0, 12.625)","(2.45, 2.76, 2.706666666666667)","(21.0, 36.0, 33.42857142857143)","(3.8, 4.4, 4.275862068965518)","(19.0, 25.0, 23.0)"
07-01-2023 14:55:55.637328,"(4.8, 5.6, 5.375)","(13.0, 20.0, 19.0)","(6.5, 13.0, 12.625)","(2.45, 2.7, 2.6885714285714286)","(21.0, 36.0, 33.42857142857143)","(3.8, 4.4, 4.275862068965518)","(19.0, 25.0, 23.0)"
07-01-2023 14:55:56.718722,"(4.8, 5.6, 5.375)","(13.0, 20.0, 19.0)","(6.5, 13.0, 12.625)","(2.45, 2.7, 2.6885714285714286)","(21.0, 36.0, 33.42857142857143)","(3.8, 4.4, 4.275862068965518)","(19.0, 25.0, 23.0)"
07-01-2023 14:55:57.777907,"(4.8, 5.6, 5.375)","(13.0, 20.0, 19.0)","(6.5, 13.0, 12.625)","(2.45, 2.7, 2.6885714285714286)","(21.0, 36.0, 33.42857142857143)","(3.8, 4.4, 4.275862068965518)","(19.0, 25.0, 23.0)"
07-01-2023 14:55:58.819805,"(4.8, 5.6, 5.375)","(13.0, 20.0, 19.0)","(6.5, 13.0, 12.736842105263158)","(2.45, 2.7, 2.678709677419355)","(21.0, 36.0, 33.42857142857143)","(3.8, 4.4, 4.275862068965518)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:00.060478,"(4.8, 5.6, 5.375)","(13.0, 20.0, 19.454545454545453)","(6.5, 13.5, 13.291666666666668)","(2.45, 2.68, 2.678709677419355)","(21.0, 36.0, 34.2)","(3.8, 4.4, 4.275862068965518)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:01.045260,"(4.8, 5.6, 5.375)","(13.0, 20.0, 19.454545454545453)","(6.5, 13.5, 13.291666666666668)","(2.45, 2.68, 2.678709677419355)","(21.0, 36.0, 34.2)","(3.8, 4.4, 4.275862068965518)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:02.168512,"(4.6, 5.6, 5.375)","(13.0, 20.0, 19.454545454545453)","(6.5, 13.5, 12.5)","(2.45, 2.7, 2.672142857142857)","(21.0, 36.0, 34.2)","(3.8, 4.4, 4.275862068965518)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:03.336163,"(4.6, 5.6, 5.375)","(13.0, 20.0, 19.454545454545453)","(6.5, 13.5, 12.5)","(2.45, 2.7, 2.672142857142857)","(21.0, 36.0, 34.2)","(3.8, 4.4, 4.3047619047619055)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:04.362315,"(4.6, 5.6, 5.45)","(13.0, 20.0, 19.454545454545453)","(6.5, 13.5, 12.5)","(2.45, 2.7, 2.672142857142857)","(21.0, 36.0, 34.2)","(3.8, 4.4, 4.35)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:05.404510,"(4.6, 5.6, 5.45)","(13.0, 20.0, 19.454545454545453)","(6.5, 13.5, 12.5)","(2.45, 2.7, 2.672142857142857)","(21.0, 36.0, 34.2)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:06.443984,"(4.6, 5.6, 5.45)","(13.0, 20.0, 19.454545454545453)","(6.5, 13.5, 12.5)","(2.45, 2.7, 2.6690322580645165)","(21.0, 36.0, 34.2)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:07.525386,"(4.6, 5.6, 5.45)","(13.0, 20.0, 19.454545454545453)","(6.5, 13.5, 12.928571428571429)","(2.45, 2.7, 2.6690322580645165)","(21.0, 36.0, 34.2)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:08.607603,"(4.6, 5.6, 5.45)","(13.0, 20.0, 19.454545454545453)","(6.5, 13.5, 12.928571428571429)","(2.45, 2.7, 2.6690322580645165)","(21.0, 36.0, 34.2)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:09.533206,"(4.6, 5.6, 5.45)","(13.0, 19.0, 17.94736842105263)","(6.5, 13.5, 12.928571428571429)","(2.45, 2.7, 2.6690322580645165)","(21.0, 36.0, 34.2)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:10.575454,"(4.6, 5.6, 5.45)","(13.0, 19.0, 17.94736842105263)","(6.5, 13.5, 12.928571428571429)","(2.45, 2.7, 2.6690322580645165)","(21.0, 36.0, 34.2)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:11.682867,"(4.6, 5.6, 5.45)","(13.0, 19.0, 17.571428571428573)","(6.5, 13.5, 12.928571428571429)","(2.45, 2.7, 2.6690322580645165)","(21.0, 36.0, 33.75)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:12.773475,"(4.6, 5.6, 5.45)","(13.0, 19.0, 17.571428571428573)","(6.5, 13.5, 12.928571428571429)","(2.45, 2.7, 2.6690322580645165)","(21.0, 36.0, 33.75)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:13.754433,"(4.6, 5.6, 5.45)","(13.0, 19.0, 17.571428571428573)","(6.5, 13.5, 12.928571428571429)","(2.45, 2.7, 2.6690322580645165)","(21.0, 36.0, 33.75)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:14.746701,"(4.6, 5.6, 5.45)","(13.0, 19.0, 17.571428571428573)","(6.5, 13.5, 12.928571428571429)","(2.45, 2.7, 2.6690322580645165)","(21.0, 36.0, 33.75)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:15.855193,"(4.6, 5.6, 5.492307692307692)","(13.0, 19.0, 17.571428571428573)","(6.5, 13.5, 12.928571428571429)","(2.45, 2.7, 2.659493670886076)","(21.0, 36.0, 27.333333333333332)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:16.851728,"(4.6, 5.6, 5.545454545454545)","(13.0, 19.0, 17.571428571428573)","(6.5, 13.5, 12.928571428571429)","(2.45, 2.7, 2.659493670886076)","(21.0, 36.0, 30.42857142857143)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:17.905100,"(4.6, 5.6, 5.545454545454545)","(13.0, 19.0, 17.571428571428573)","(6.5, 13.5, 12.928571428571429)","(2.45, 2.74, 2.716)","(21.0, 36.0, 30.42857142857143)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:18.900060,"(4.6, 5.6, 5.545454545454545)","(13.0, 19.0, 17.571428571428573)","(6.5, 13.5, 12.928571428571429)","(2.45, 2.74, 2.716)","(21.0, 36.0, 28.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:20.041627,"(4.6, 5.6, 5.545454545454545)","(13.0, 19.0, 17.571428571428573)","(6.5, 13.5, 13.642857142857142)","(2.45, 2.74, 2.643076923076923)","(21.0, 34.0, 30.0)","(3.8, 4.5, 4.388888888888889)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:21.108942,"(4.6, 5.6, 5.545454545454545)","(13.0, 19.0, 17.94736842105263)","(6.5, 14.0, 13.642857142857142)","(2.45, 2.74, 2.643076923076923)","(21.0, 34.0, 30.0)","(3.8, 4.5, 4.388888888888889)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:22.188817,"(4.6, 5.6, 5.545454545454545)","(13.0, 19.0, 17.94736842105263)","(6.5, 14.0, 13.642857142857142)","(2.45, 2.74, 2.643076923076923)","(21.0, 34.0, 31.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:23.203547,"(4.6, 5.6, 5.545454545454545)","(13.0, 19.0, 17.94736842105263)","(6.5, 14.0, 13.642857142857142)","(2.45, 2.74, 2.643076923076923)","(21.0, 36.0, 31.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:24.230620,"(4.6, 5.6, 5.529411764705882)","(13.0, 19.0, 17.94736842105263)","(6.5, 14.0, 13.642857142857142)","(2.45, 2.74, 2.643076923076923)","(21.0, 36.0, 31.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:25.212549,"(4.6, 5.6, 5.529411764705882)","(13.0, 19.0, 17.94736842105263)","(6.5, 14.0, 13.642857142857142)","(2.45, 2.74, 2.643076923076923)","(21.0, 36.0, 31.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:26.378463,"(4.6, 5.6, 5.529411764705882)","(13.0, 19.0, 17.94736842105263)","(6.5, 14.0, 13.642857142857142)","(2.45, 2.74, 2.643076923076923)","(21.0, 36.0, 31.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:27.396546,"(4.6, 5.6, 5.529411764705882)","(13.0, 19.0, 17.94736842105263)","(6.5, 14.0, 13.642857142857142)","(2.45, 2.74, 2.643076923076923)","(21.0, 36.0, 31.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:28.415498,"(4.6, 5.6, 5.529411764705882)","(13.0, 19.0, 17.94736842105263)","(6.5, 14.0, 13.642857142857142)","(2.45, 2.74, 2.643076923076923)","(21.0, 36.0, 31.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:29.411406,"(4.6, 5.6, 5.36)","(13.0, 21.0, 19.25)","(6.5, 13.5, 12.75)","(2.45, 2.74, 2.643076923076923)","(21.0, 36.0, 31.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:30.488256,"(4.6, 5.6, 5.36)","(13.0, 21.0, 19.25)","(6.5, 13.5, 12.75)","(2.45, 2.74, 2.643076923076923)","(21.0, 36.0, 31.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:31.605930,"(4.6, 5.6, 5.36)","(13.0, 21.0, 19.25)","(6.5, 13.5, 12.75)","(2.45, 2.74, 2.643076923076923)","(21.0, 36.0, 29.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:32.610494,"(4.6, 5.6, 5.36)","(13.0, 21.0, 19.25)","(6.5, 13.5, 12.75)","(2.45, 2.74, 2.643076923076923)","(21.0, 36.0, 29.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:33.573107,"(4.6, 5.6, 5.36)","(13.0, 21.0, 19.25)","(6.5, 13.5, 12.75)","(2.45, 2.74, 2.643076923076923)","(21.0, 36.0, 29.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:34.609311,"(4.6, 5.6, 5.36)","(13.0, 21.0, 19.25)","(6.5, 13.5, 12.75)","(2.45, 2.74, 2.643076923076923)","(21.0, 36.0, 29.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:35.706801,"(4.6, 5.6, 5.36)","(13.0, 21.0, 19.25)","(6.5, 13.5, 12.75)","(2.45, 2.74, 2.643076923076923)","(21.0, 36.0, 29.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 25.0, 23.0)"
07-01-2023 14:56:36.710950,"(4.6, 5.6, 5.36)","(13.0, 20.0, 19.0)","(6.5, 13.5, 12.75)","(2.45, 2.74, 2.6063636363636364)","(21.0, 36.0, 29.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 24.0, 22.666666666666668)"
07-01-2023 14:56:37.681269,"(4.6, 5.6, 5.36)","(13.0, 20.0, 19.0)","(6.5, 13.5, 12.75)","(2.45, 2.74, 2.6)","(21.0, 36.0, 29.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 24.0, 22.666666666666668)"
07-01-2023 14:56:38.633896,"(4.6, 5.6, 5.333333333333333)","(13.0, 20.0, 19.0)","(6.5, 13.5, 12.75)","(2.45, 2.74, 2.6)","(21.0, 36.0, 29.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 24.0, 22.666666666666668)"
07-01-2023 14:56:39.697952,"(4.6, 5.6, 5.333333333333333)","(13.0, 20.0, 19.0)","(6.5, 13.5, 12.75)","(2.45, 2.74, 2.6)","(21.0, 36.0, 29.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 24.0, 22.666666666666668)"
07-01-2023 14:56:40.688819,"(4.6, 5.6, 5.333333333333333)","(13.0, 20.0, 19.555555555555557)","(6.5, 13.5, 13.25)","(2.45, 2.74, 2.5971428571428574)","(21.0, 36.0, 32.285714285714285)","(3.8, 4.5, 4.369565217391305)","(19.0, 24.0, 22.666666666666668)"
07-01-2023 14:56:41.681152,"(4.6, 5.6, 5.333333333333333)","(13.0, 20.0, 19.555555555555557)","(6.5, 13.5, 13.25)","(2.45, 2.74, 2.5971428571428574)","(21.0, 36.0, 32.285714285714285)","(3.8, 4.5, 4.369565217391305)","(19.0, 24.0, 22.666666666666668)"
07-01-2023 14:56:43.016781,"(4.6, 5.6, 5.333333333333333)","(13.0, 20.0, 19.555555555555557)","(6.5, 13.5, 13.25)","(2.45, 2.74, 2.5971428571428574)","(21.0, 36.0, 32.285714285714285)","(3.8, 4.5, 4.369565217391305)","(19.0, 24.0, 22.666666666666668)"
07-01-2023 14:56:44.059732,"(4.6, 5.6, 5.333333333333333)","(13.0, 20.0, 19.555555555555557)","(6.5, 13.5, 13.25)","(2.45, 2.74, 2.5971428571428574)","(21.0, 36.0, 32.285714285714285)","(3.8, 4.5, 4.369565217391305)","(19.0, 24.0, 22.666666666666668)"
07-01-2023 14:56:45.138122,"(4.6, 5.6, 5.333333333333333)","(13.0, 20.0, 19.555555555555557)","(6.5, 13.5, 13.25)","(2.45, 2.74, 2.6485714285714286)","(21.0, 36.0, 32.285714285714285)","(3.8, 4.5, 4.369565217391305)","(19.0, 24.0, 22.666666666666668)"
07-01-2023 14:56:46.301793,"(4.6, 5.6, 5.555555555555555)","(13.0, 20.0, 19.555555555555557)","(6.5, 13.5, 13.25)","(2.45, 2.72, 2.64)","(21.0, 36.0, 32.285714285714285)","(3.8, 4.5, 4.369565217391305)","(19.0, 24.0, 22.666666666666668)"
07-01-2023 14:56:47.357619,"(4.6, 5.6, 5.517241379310344)","(13.0, 20.0, 19.555555555555557)","(6.5, 13.5, 13.25)","(2.45, 2.72, 2.64)","(21.0, 36.0, 30.8)","(3.8, 4.5, 4.369565217391305)","(19.0, 24.0, 22.666666666666668)"
07-01-2023 14:56:48.374580,"(4.6, 5.6, 5.52)","(13.0, 20.0, 19.555555555555557)","(6.5, 13.5, 13.25)","(2.45, 2.72, 2.64)","(21.0, 36.0, 30.8)","(3.8, 4.5, 4.369565217391305)","(19.0, 24.0, 22.666666666666668)"
07-01-2023 14:56:49.547572,"(4.6, 5.6, 5.178947368421052)","(13.0, 20.0, 19.555555555555557)","(6.5, 13.5, 13.25)","(2.45, 2.72, 2.611764705882353)","(21.0, 36.0, 30.8)","(3.8, 4.5, 4.369565217391305)","(19.0, 24.0, 22.666666666666668)"
07-01-2023 14:56:50.555931,"(4.6, 5.6, 5.178947368421052)","(13.0, 20.0, 19.555555555555557)","(6.5, 13.5, 13.25)","(2.45, 2.76, 2.59125)","(21.0, 36.0, 30.8)","(3.8, 4.5, 4.375)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:56:51.549048,"(4.6, 5.6, 5.178947368421052)","(13.0, 20.0, 19.0)","(6.5, 13.5, 12.75)","(2.45, 2.76, 2.59125)","(21.0, 36.0, 27.333333333333332)","(3.8, 4.5, 4.375)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:56:52.563627,"(4.6, 5.6, 5.178947368421052)","(13.0, 20.0, 19.0)","(7.0, 13.5, 12.75)","(2.45, 2.76, 2.59125)","(21.0, 36.0, 27.333333333333332)","(3.8, 4.5, 4.375)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:56:53.500897,"(4.6, 5.6, 5.219047619047618)","(13.0, 20.0, 19.0)","(7.0, 13.5, 12.75)","(2.45, 2.58, 2.5636363636363635)","(21.0, 36.0, 27.333333333333332)","(3.8, 4.5, 4.375)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:56:54.473847,"(4.6, 5.6, 5.178947368421052)","(13.0, 20.0, 19.0)","(7.0, 13.5, 12.75)","(2.45, 2.8, 2.7889999999999997)","(21.0, 36.0, 27.333333333333332)","(3.8, 4.5, 4.375)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:56:55.478770,"(4.6, 5.6, 5.51864406779661)","(13.0, 20.0, 19.0)","(7.0, 13.5, 12.75)","(2.45, 2.68, 2.6750000000000003)","(21.0, 36.0, 27.333333333333332)","(3.8, 4.5, 4.375)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:56:56.568734,"(4.6, 5.6, 5.51864406779661)","(13.0, 20.0, 19.0)","(7.0, 13.5, 12.75)","(2.45, 2.68, 2.6750000000000003)","(21.0, 36.0, 27.333333333333332)","(3.8, 4.5, 4.375)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:56:57.540093,"(4.6, 5.6, 5.51864406779661)","(13.0, 20.0, 19.0)","(7.0, 13.5, 12.75)","(2.45, 2.68, 2.6750000000000003)","(21.0, 36.0, 27.333333333333332)","(3.8, 4.5, 4.375)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:56:58.568547,"(4.6, 5.6, 5.51864406779661)","(13.0, 20.0, 19.0)","(7.0, 13.5, 12.75)","(2.45, 2.68, 2.6750000000000003)","(21.0, 36.0, 27.333333333333332)","(3.8, 4.5, 4.375)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:56:59.604524,"(4.6, 5.6, 5.520661157024793)","(13.0, 20.0, 19.0)","(7.0, 13.5, 12.75)","(2.45, 2.68, 2.6750000000000003)","(21.0, 36.0, 27.333333333333332)","(3.8, 4.5, 4.375)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:57:00.752060,"(4.6, 5.6, 5.520661157024793)","(13.0, 20.0, 19.555555555555557)","(7.0, 13.5, 13.25)","(2.45, 2.68, 2.6750000000000003)","(21.0, 36.0, 26.25)","(3.8, 4.5, 4.375)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:57:01.809747,"(4.6, 5.6, 5.513513513513513)","(13.0, 20.0, 19.555555555555557)","(7.0, 13.5, 13.25)","(2.45, 2.68, 2.6750000000000003)","(21.0, 36.0, 26.25)","(3.8, 4.5, 4.409090909090909)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:57:02.760199,"(4.6, 5.6, 5.513513513513513)","(13.0, 20.0, 19.555555555555557)","(7.0, 13.5, 13.25)","(2.45, 2.68, 2.6783333333333337)","(21.0, 36.0, 26.25)","(3.8, 4.5, 4.409090909090909)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:57:03.844197,"(4.6, 5.6, 5.513513513513513)","(13.0, 20.0, 19.555555555555557)","(7.0, 13.5, 12.833333333333334)","(2.45, 2.68, 2.6789361702127663)","(21.0, 34.0, 25.2)","(3.8, 5.0, 4.586363636363636)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:57:04.958999,"(4.6, 5.6, 5.513513513513513)","(13.0, 20.0, 19.555555555555557)","(7.0, 13.5, 12.833333333333334)","(2.45, 2.68, 2.6789361702127663)","(21.0, 34.0, 25.2)","(3.8, 5.0, 4.586363636363636)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:57:05.937167,"(4.6, 5.6, 5.513513513513513)","(13.0, 20.0, 19.555555555555557)","(7.0, 13.5, 12.833333333333334)","(2.45, 2.68, 2.6789361702127663)","(21.0, 34.0, 25.2)","(3.8, 5.0, 4.586363636363636)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:57:07.127513,"(4.6, 5.6, 5.513513513513513)","(13.0, 20.0, 19.555555555555557)","(7.0, 13.5, 12.833333333333334)","(2.45, 2.68, 2.6789361702127663)","(21.0, 34.0, 28.8)","(3.8, 5.0, 4.65)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:57:08.212613,"(4.6, 5.6, 5.513513513513513)","(13.0, 20.0, 19.555555555555557)","(7.0, 13.5, 12.833333333333334)","(2.4, 2.68, 2.6789361702127663)","(21.0, 34.0, 28.8)","(3.8, 5.0, 4.65)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 14:57:09.228176,"(4.6, 5.6, 5.513513513513513)","(13.0, 20.0, 19.555555555555557)","(7.0, 14.0, 13.793103448275861)","(2.4, 2.64, 2.61744966442953)","(21.0, 34.0, 32.0)","(3.8, 5.0, 4.613793103448276)","(19.0, 23.0, 22.458333333333332)"
07-01-2023 14:57:10.323478,"(4.6, 5.6, 5.513513513513513)","(13.0, 20.0, 19.555555555555557)","(7.0, 14.0, 13.793103448275861)","(2.4, 2.64, 2.61744966442953)","(21.0, 34.0, 32.0)","(3.8, 5.0, 4.613793103448276)","(19.0, 23.0, 22.458333333333332)"
07-01-2023 14:57:11.337901,"(4.6, 5.6, 5.513513513513513)","(13.0, 20.0, 19.0)","(7.0, 14.0, 13.793103448275861)","(2.4, 2.64, 2.61744966442953)","(21.0, 36.0, 34.0)","(3.8, 5.0, 4.552)","(19.0, 23.0, 22.40909090909091)"
07-01-2023 14:57:12.476561,"(4.6, 5.6, 5.509433962264151)","(13.0, 20.0, 19.0)","(7.0, 14.0, 13.884615384615385)","(2.4, 2.64, 2.61744966442953)","(21.0, 36.0, 34.0)","(3.8, 5.0, 4.5249999999999995)","(19.0, 23.0, 22.06896551724138)"
07-01-2023 14:57:13.568091,"(4.6, 5.6, 5.509433962264151)","(13.0, 20.0, 19.0)","(7.0, 15.5, 14.9375)","(2.4, 2.64, 2.61744966442953)","(21.0, 36.0, 32.666666666666664)","(3.8, 5.0, 4.5249999999999995)","(19.0, 23.0, 22.06896551724138)"
07-01-2023 14:57:14.585774,"(4.6, 5.6, 5.509433962264151)","(13.0, 20.0, 19.0)","(7.0, 16.5, 16.083333333333332)","(2.4, 2.64, 2.61744966442953)","(21.0, 36.0, 32.666666666666664)","(3.8, 5.0, 4.5249999999999995)","(19.0, 23.0, 22.06896551724138)"
07-01-2023 14:57:15.899896,"(4.6, 5.6, 5.462068965517241)","(13.0, 20.0, 19.0)","(7.0, 16.5, 16.083333333333332)","(2.4, 2.64, 2.61744966442953)","(21.0, 36.0, 32.666666666666664)","(3.8, 4.9, 4.82)","(19.0, 23.0, 22.205882352941178)"
07-01-2023 14:57:17.010254,"(4.6, 5.6, 5.462068965517241)","(13.0, 20.0, 19.0)","(7.0, 16.5, 15.5)","(2.4, 2.64, 2.61744966442953)","(21.0, 36.0, 33.05882352941177)","(3.8, 4.9, 4.790909090909091)","(19.0, 23.0, 21.953488372093023)"
07-01-2023 14:57:18.149106,"(4.6, 5.6, 5.462068965517241)","(13.0, 20.0, 19.0)","(7.0, 17.0, 15.153846153846153)","(2.4, 2.64, 2.61744966442953)","(21.0, 36.0, 32.857142857142854)","(3.8, 4.9, 4.790909090909091)","(19.0, 22.0, 21.953488372093023)"
07-01-2023 14:57:19.438865,"(4.6, 5.6, 5.462068965517241)","(13.0, 19.5, 18.11111111111111)","(7.0, 17.0, 15.153846153846153)","(2.4, 2.64, 2.61744966442953)","(21.0, 34.0, 33.05882352941177)","(3.8, 4.9, 4.790909090909091)","(19.0, 22.0, 21.953488372093023)"
07-01-2023 14:57:20.529163,"(4.6, 5.6, 5.462068965517241)","(13.0, 19.5, 18.11111111111111)","(7.0, 17.0, 15.153846153846153)","(2.4, 2.64, 2.61744966442953)","(21.0, 34.0, 33.2)","(3.8, 4.9, 4.614285714285715)","(19.0, 22.0, 21.958333333333332)"
07-01-2023 14:57:21.728561,"(4.6, 5.6, 5.462068965517241)","(13.0, 19.5, 18.5)","(7.0, 17.0, 16.0)","(2.4, 2.64, 2.6182608695652174)","(21.0, 34.0, 33.2)","(3.8, 4.9, 4.7153846153846155)","(19.0, 22.0, 21.958333333333332)"
07-01-2023 14:57:22.890294,"(4.6, 5.6, 5.462068965517241)","(13.0, 19.5, 18.5)","(7.0, 17.0, 16.0)","(2.4, 2.62, 2.6182608695652174)","(21.0, 34.0, 33.2)","(3.8, 4.9, 4.7153846153846155)","(19.0, 22.0, 21.958333333333332)"
