,Rupurt Keen,Sketchy Deliver,Kid Freeze,Spot Of Rum,Wonder Woolly,Seabrook Baker,Charming Spirit,Izuku Bale
05-01-2023 16:18:13.943998,"(1.7, 2.1, 2.0885714285714285)","(3.4, 4.3, 3.9521739130434783)","(6.5, 10.5, 9.648387096774194)","(51.0, 120.0, 85.0)","(9.0, 12.5, 10.779069767441861)","(101.0, 650.0, 595.5555555555555)","(10.0, 13.0, 12.583333333333334)","(41.0, 220.0, 153.33333333333334)"
05-01-2023 16:18:15.056802,"(1.7, 2.1, 2.08)","(3.4, 4.3, 3.9203389830508475)","(6.5, 10.5, 9.648387096774194)","(51.0, 120.0, 85.0)","(9.0, 12.5, 10.779069767441861)","(101.0, 650.0, 595.5555555555555)","(10.0, 13.0, 12.583333333333334)","(41.0, 220.0, 153.33333333333334)"
05-01-2023 16:18:16.317253,"(1.7, 2.1, 2.08)","(3.4, 4.3, 3.9214285714285713)","(6.5, 10.5, 9.648387096774194)","(51.0, 120.0, 85.0)","(9.0, 12.5, 10.779069767441861)","(101.0, 650.0, 595.5555555555555)","(10.0, 13.0, 12.583333333333334)","(41.0, 220.0, 153.33333333333334)"
05-01-2023 16:18:17.427755,"(1.7, 2.1, 2.08)","(3.4, 4.3, 3.9214285714285713)","(6.5, 10.5, 9.648387096774194)","(51.0, 120.0, 85.0)","(9.0, 12.5, 10.779069767441861)","(101.0, 650.0, 595.5555555555555)","(10.0, 13.0, 12.583333333333334)","(41.0, 220.0, 153.33333333333334)"
05-01-2023 16:18:18.498913,"(1.7, 2.1, 2.08)","(3.4, 4.3, 3.9214285714285713)","(6.5, 10.5, 9.648387096774194)","(51.0, 120.0, 85.0)","(9.0, 12.5, 10.779069767441861)","(101.0, 650.0, 595.5555555555555)","(10.0, 13.0, 12.583333333333334)","(41.0, 220.0, 153.33333333333334)"
05-01-2023 16:18:19.535155,"(1.7, 2.1, 2.08)","(3.4, 4.3, 3.9145454545454546)","(6.5, 10.5, 9.648387096774194)","(51.0, 120.0, 85.0)","(9.0, 12.5, 10.779069767441861)","(101.0, 650.0, 595.5555555555555)","(10.0, 14.5, 12.75)","(41.0, 220.0, 153.33333333333334)"
05-01-2023 16:18:20.688020,"(1.7, 2.08, 2.0425)","(3.4, 4.3, 3.9214285714285713)","(6.5, 10.5, 10.255555555555556)","(51.0, 120.0, 85.0)","(9.0, 12.5, 10.779069767441861)","(101.0, 650.0, 595.5555555555555)","(10.0, 14.0, 12.666666666666666)","(41.0, 220.0, 180.0)"
05-01-2023 16:18:21.999629,"(1.7, 2.06, 2.0533333333333332)","(3.4, 4.3, 3.9214285714285713)","(6.5, 10.5, 10.255555555555556)","(51.0, 120.0, 95.0)","(9.0, 12.5, 10.779069767441861)","(101.0, 650.0, 595.5555555555555)","(10.0, 14.0, 12.615384615384615)","(41.0, 220.0, 180.0)"
05-01-2023 16:18:23.175295,"(1.7, 2.06, 2.0533333333333332)","(3.4, 4.3, 3.9214285714285713)","(6.5, 10.5, 10.255555555555556)","(51.0, 110.0, 95.0)","(9.0, 12.5, 10.779069767441861)","(101.0, 650.0, 595.5555555555555)","(10.0, 14.0, 12.615384615384615)","(41.0, 220.0, 175.0)"
05-01-2023 16:18:24.476519,"(1.7, 2.06, 2.0533333333333332)","(3.4, 4.3, 3.96)","(6.5, 10.5, 10.012500000000001)","(51.0, 110.0, 95.0)","(9.0, 12.5, 10.818181818181818)","(101.0, 650.0, 595.5555555555555)","(10.0, 14.0, 12.615384615384615)","(41.0, 220.0, 153.33333333333334)"
05-01-2023 16:18:25.564462,"(1.7, 2.0, 1.995)","(3.4, 4.3, 4.057142857142857)","(6.5, 11.5, 10.012500000000001)","(51.0, 110.0, 95.0)","(9.0, 12.5, 10.779069767441861)","(101.0, 650.0, 595.5555555555555)","(10.0, 14.0, 12.6875)","(41.0, 220.0, 170.0)"
05-01-2023 16:18:26.707768,"(1.7, 2.04, 2.0233333333333334)","(3.4, 4.3, 3.936363636363636)","(6.5, 11.5, 10.45)","(51.0, 110.0, 95.0)","(9.0, 12.5, 10.779069767441861)","(101.0, 650.0, 595.5555555555555)","(10.0, 14.0, 12.666666666666666)","(41.0, 230.0, 180.0)"
05-01-2023 16:18:27.923892,"(1.7, 2.04, 2.0233333333333334)","(3.4, 4.3, 3.9156862745098038)","(6.5, 11.5, 10.135)","(51.0, 110.0, 95.0)","(9.0, 12.5, 10.779069767441861)","(101.0, 650.0, 595.5555555555555)","(10.0, 13.5, 12.625)","(41.0, 220.0, 170.0)"
05-01-2023 16:18:28.968373,"(1.7, 2.04, 2.0233333333333334)","(3.4, 4.3, 3.9156862745098038)","(6.5, 11.5, 10.135)","(51.0, 110.0, 95.0)","(9.0, 12.5, 10.779069767441861)","(101.0, 650.0, 595.5555555555555)","(10.0, 13.5, 12.625)","(41.0, 230.0, 170.0)"
05-01-2023 16:18:30.125057,"(1.7, 2.04, 2.032857142857143)","(3.4, 4.3, 3.916)","(6.5, 11.5, 10.31875)","(51.0, 110.0, 95.0)","(9.0, 12.5, 10.779069767441861)","(101.0, 650.0, 595.5555555555555)","(10.0, 13.5, 12.625)","(41.0, 230.0, 170.0)"
05-01-2023 16:18:31.277139,"(1.7, 2.04, 2.0233333333333334)","(3.4, 4.3, 3.916)","(6.5, 11.5, 10.31875)","(51.0, 110.0, 95.0)","(9.0, 12.5, 10.779069767441861)","(101.0, 650.0, 595.5555555555555)","(10.0, 13.5, 12.625)","(41.0, 230.0, 155.0)"
05-01-2023 16:18:32.373036,"(1.7, 2.1, 1.9992)","(3.4, 4.3, 3.916)","(6.5, 11.5, 10.31875)","(51.0, 110.0, 95.0)","(9.0, 12.5, 10.779069767441861)","(101.0, 650.0, 595.5555555555555)","(10.0, 13.5, 12.625)","(41.0, 230.0, 180.0)"
05-01-2023 16:18:33.442072,"(1.7, 2.1, 2.0076)","(3.4, 4.2, 4.1)","(6.5, 11.5, 10.135)","(51.0, 110.0, 95.0)","(9.0, 12.5, 10.958333333333334)","(101.0, 650.0, 595.5555555555555)","(10.0, 13.5, 12.583333333333334)","(41.0, 220.0, 170.0)"
05-01-2023 16:18:34.484961,"(1.7, 2.08, 2.0742307692307693)","(3.4, 4.0, 3.9058823529411764)","(6.5, 11.5, 10.107142857142858)","(51.0, 110.0, 95.0)","(9.0, 12.5, 10.958333333333334)","(101.0, 650.0, 595.5555555555555)","(10.0, 13.0, 12.583333333333334)","(41.0, 230.0, 170.0)"
05-01-2023 16:18:35.472894,"(1.7, 2.08, 2.071891891891892)","(3.4, 4.0, 3.90327868852459)","(6.5, 11.5, 10.15)","(51.0, 110.0, 95.0)","(9.0, 12.5, 10.855555555555556)","(101.0, 650.0, 595.5555555555555)","(10.0, 13.0, 12.583333333333334)","(41.0, 230.0, 170.0)"
05-01-2023 16:18:36.523019,"(1.7, 2.1, 2.078181818181818)","(3.4, 4.0, 3.90327868852459)","(6.5, 11.5, 10.10909090909091)","(51.0, 110.0, 95.0)","(9.0, 12.5, 10.855555555555556)","(101.0, 650.0, 595.5555555555555)","(10.0, 13.0, 12.583333333333334)","(41.0, 230.0, 170.0)"
05-01-2023 16:18:37.550088,"(1.7, 2.1, 2.071891891891892)","(3.4, 4.0, 3.90327868852459)","(6.5, 11.5, 10.15)","(51.0, 110.0, 100.0)","(9.0, 12.5, 10.891304347826086)","(101.0, 650.0, 595.5555555555555)","(10.0, 13.0, 12.583333333333334)","(41.0, 230.0, 180.0)"
05-01-2023 16:18:38.842283,"(1.7, 2.08, 2.0527272727272727)","(3.4, 4.2, 4.0)","(6.5, 11.5, 10.809090909090909)","(51.0, 110.0, 105.0)","(9.0, 12.5, 10.939024390243903)","(101.0, 540.0, 488.8888888888889)","(10.0, 15.0, 14.214285714285714)","(41.0, 230.0, 185.0)"
05-01-2023 16:18:39.972987,"(1.7, 2.08, 2.0527272727272727)","(3.4, 4.2, 3.966666666666667)","(6.5, 11.5, 10.75)","(51.0, 110.0, 105.0)","(9.0, 12.5, 10.939024390243903)","(101.0, 530.0, 488.8888888888889)","(10.0, 14.5, 14.214285714285714)","(41.0, 230.0, 185.0)"
05-01-2023 16:18:41.491516,"(1.7, 2.08, 2.0527272727272727)","(3.4, 4.2, 3.966666666666667)","(6.5, 11.5, 10.45)","(51.0, 110.0, 105.0)","(9.0, 12.5, 11.0625)","(101.0, 530.0, 488.8888888888889)","(10.0, 14.5, 13.59090909090909)","(41.0, 230.0, 185.0)"
05-01-2023 16:18:42.665507,"(1.7, 2.08, 2.0527272727272727)","(3.4, 4.2, 3.966666666666667)","(6.5, 11.5, 10.45)","(51.0, 110.0, 105.0)","(9.0, 12.5, 11.267857142857142)","(101.0, 530.0, 488.8888888888889)","(10.0, 14.5, 13.166666666666666)","(41.0, 230.0, 185.0)"
05-01-2023 16:18:43.745163,"(1.7, 2.08, 2.0527272727272727)","(3.4, 4.2, 3.966666666666667)","(6.5, 11.5, 10.45)","(51.0, 110.0, 105.0)","(9.0, 12.5, 11.267857142857142)","(101.0, 530.0, 488.8888888888889)","(10.0, 14.5, 13.166666666666666)","(41.0, 230.0, 185.0)"
05-01-2023 16:18:45.049368,"(1.7, 2.1, 2.0733333333333333)","(3.4, 4.2, 3.966666666666667)","(6.5, 11.5, 10.45)","(51.0, 110.0, 105.0)","(9.0, 12.5, 11.421875)","(101.0, 530.0, 488.8888888888889)","(10.0, 14.5, 13.166666666666666)","(41.0, 230.0, 185.0)"
05-01-2023 16:18:46.403810,"(1.7, 2.08, 2.0527272727272727)","(3.4, 4.2, 3.966666666666667)","(6.5, 11.5, 10.45)","(51.0, 110.0, 105.0)","(9.0, 12.5, 11.0625)","(101.0, 530.0, 488.8888888888889)","(10.0, 14.5, 13.166666666666666)","(41.0, 230.0, 185.0)"
05-01-2023 16:18:47.773315,"(1.7, 2.08, 2.0527272727272727)","(3.4, 4.2, 3.966666666666667)","(6.5, 11.5, 10.45)","(51.0, 110.0, 105.0)","(9.0, 12.5, 11.387096774193548)","(101.0, 530.0, 488.8888888888889)","(10.0, 14.5, 13.166666666666666)","(41.0, 230.0, 185.0)"
05-01-2023 16:18:49.084519,"(1.7, 2.08, 2.0527272727272727)","(3.4, 4.2, 3.966666666666667)","(6.5, 11.5, 10.45)","(51.0, 110.0, 105.0)","(9.0, 12.5, 11.648148148148149)","(101.0, 530.0, 350.5882352941177)","(10.0, 14.5, 12.6)","(41.0, 230.0, 185.0)"
05-01-2023 16:18:50.316465,"(1.7, 2.08, 2.0527272727272727)","(3.4, 4.2, 3.966666666666667)","(6.5, 11.5, 10.45)","(51.0, 110.0, 105.0)","(9.0, 12.5, 11.648148148148149)","(101.0, 520.0, 475.0)","(10.0, 14.0, 12.333333333333334)","(41.0, 230.0, 185.0)"
05-01-2023 16:18:51.377100,"(1.7, 2.08, 2.0527272727272727)","(3.4, 4.2, 3.966666666666667)","(6.5, 11.5, 10.45)","(51.0, 110.0, 105.71428571428572)","(9.0, 12.5, 11.648148148148149)","(101.0, 510.0, 475.0)","(10.0, 14.0, 12.4)","(41.0, 230.0, 185.0)"
05-01-2023 16:18:52.442455,"(1.7, 2.1, 2.0733333333333333)","(3.4, 4.2, 3.966666666666667)","(6.5, 11.5, 10.45)","(51.0, 110.0, 100.0)","(9.0, 12.5, 11.648148148148149)","(101.0, 510.0, 475.0)","(10.0, 14.0, 12.4)","(41.0, 230.0, 185.0)"
05-01-2023 16:18:53.478633,"(1.7, 2.08, 2.0371428571428574)","(3.4, 4.2, 3.966666666666667)","(6.5, 11.5, 10.45)","(51.0, 120.0, 100.0)","(9.0, 12.5, 11.648148148148149)","(101.0, 510.0, 475.0)","(10.0, 14.0, 12.4)","(41.0, 230.0, 185.0)"
05-01-2023 16:18:54.747214,"(1.7, 2.08, 2.0300000000000002)","(3.4, 4.2, 3.966666666666667)","(6.5, 11.5, 10.45)","(51.0, 120.0, 100.0)","(9.0, 12.5, 11.648148148148149)","(101.0, 510.0, 475.0)","(10.0, 14.0, 12.4)","(41.0, 230.0, 185.0)"
05-01-2023 16:18:55.931159,"(1.7, 2.08, 2.0300000000000002)","(3.4, 4.2, 3.966666666666667)","(6.5, 11.5, 10.45)","(51.0, 120.0, 100.0)","(9.0, 12.5, 11.648148148148149)","(101.0, 510.0, 475.0)","(10.0, 14.0, 12.4)","(41.0, 230.0, 185.0)"
05-01-2023 16:18:57.084998,"(1.7, 2.08, 2.05)","(3.4, 4.2, 4.057142857142857)","(6.5, 11.0, 10.666666666666666)","(51.0, 120.0, 100.0)","(9.0, 12.5, 11.648148148148149)","(101.0, 510.0, 475.0)","(10.0, 13.5, 12.5625)","(41.0, 230.0, 185.0)"
05-01-2023 16:18:58.181666,"(1.7, 2.08, 2.0347826086956524)","(3.4, 4.2, 4.075)","(6.5, 11.0, 10.923076923076923)","(51.0, 120.0, 100.0)","(9.0, 12.5, 11.267857142857142)","(101.0, 510.0, 475.0)","(10.0, 13.5, 12.375)","(41.0, 230.0, 215.0)"
05-01-2023 16:18:59.342419,"(1.7, 2.08, 2.0389473684210526)","(3.4, 4.2, 4.131818181818182)","(6.5, 11.5, 11.0)","(51.0, 120.0, 100.0)","(9.0, 12.5, 11.421875)","(101.0, 510.0, 475.0)","(10.0, 13.5, 12.45)","(41.0, 230.0, 190.0)"
05-01-2023 16:19:00.526885,"(1.7, 2.08, 2.045714285714286)","(3.4, 4.2, 4.140000000000001)","(6.5, 11.5, 11.0)","(51.0, 120.0, 100.0)","(9.0, 12.5, 11.615384615384615)","(101.0, 510.0, 475.0)","(10.0, 13.5, 12.45)","(41.0, 230.0, 190.0)"
05-01-2023 16:19:01.680105,"(1.7, 2.06, 2.035)","(3.4, 4.3, 4.126086956521739)","(6.5, 11.5, 11.40909090909091)","(51.0, 120.0, 100.0)","(9.0, 12.5, 11.596774193548388)","(101.0, 490.0, 340.0)","(10.0, 13.5, 12.666666666666666)","(41.0, 230.0, 190.0)"
05-01-2023 16:19:02.897093,"(1.7, 2.06, 2.0300000000000002)","(3.4, 4.3, 4.135294117647058)","(6.5, 11.5, 11.375)","(51.0, 120.0, 100.0)","(9.0, 12.5, 11.384615384615385)","(101.0, 490.0, 460.0)","(10.0, 13.5, 12.375)","(41.0, 230.0, 200.0)"
05-01-2023 16:19:04.153406,"(1.7, 2.06, 2.04)","(3.4, 4.3, 4.192307692307692)","(6.5, 11.5, 11.447368421052632)","(51.0, 120.0, 100.0)","(9.0, 12.0, 11.183673469387756)","(101.0, 490.0, 460.0)","(10.0, 13.0, 12.375)","(41.0, 230.0, 200.0)"
05-01-2023 16:19:05.418169,"(1.7, 2.06, 2.04)","(3.4, 4.3, 4.206666666666666)","(6.5, 11.5, 11.447368421052632)","(51.0, 120.0, 100.0)","(9.0, 12.0, 11.183673469387756)","(101.0, 490.0, 438.3333333333333)","(10.0, 13.0, 12.53125)","(41.0, 230.0, 200.0)"
05-01-2023 16:19:06.654039,"(1.7, 2.04, 2.0300000000000002)","(3.4, 4.3, 4.206666666666666)","(6.5, 11.5, 11.447368421052632)","(51.0, 120.0, 98.18181818181819)","(9.0, 12.0, 11.183673469387756)","(101.0, 490.0, 438.3333333333333)","(10.0, 13.0, 12.53125)","(41.0, 230.0, 177.5)"
05-01-2023 16:19:07.820509,"(1.7, 2.04, 2.0300000000000002)","(3.4, 4.3, 4.206666666666666)","(6.5, 11.5, 11.447368421052632)","(51.0, 120.0, 90.0)","(9.0, 12.0, 11.183673469387756)","(101.0, 490.0, 438.3333333333333)","(10.0, 13.0, 12.53125)","(41.0, 230.0, 177.5)"
05-01-2023 16:19:08.896322,"(1.7, 2.04, 2.026666666666667)","(3.4, 4.3, 4.218518518518518)","(6.5, 11.5, 11.447368421052632)","(51.0, 120.0, 90.0)","(9.0, 12.0, 11.183673469387756)","(101.0, 490.0, 438.3333333333333)","(10.0, 13.0, 12.53125)","(41.0, 230.0, 142.5)"
05-01-2023 16:19:09.957366,"(1.7, 2.04, 2.0344444444444445)","(3.4, 4.2, 4.1761904761904765)","(6.5, 11.5, 11.454545454545455)","(51.0, 110.0, 89.16666666666667)","(9.0, 12.0, 11.209302325581396)","(101.0, 490.0, 438.3333333333333)","(10.0, 13.0, 13.375)","(41.0, 230.0, 151.25)"
05-01-2023 16:19:11.030334,"(1.7, 2.04, 2.027878787878788)","(3.4, 4.2, 4.1761904761904765)","(6.5, 11.5, 11.454545454545455)","(51.0, 110.0, 89.16666666666667)","(9.0, 12.0, 11.209302325581396)","(101.0, 490.0, 438.3333333333333)","(10.0, 14.0, 13.375)","(41.0, 230.0, 151.25)"
05-01-2023 16:19:12.177691,"(1.7, 2.04, 2.026666666666667)","(3.4, 4.2, 4.1761904761904765)","(6.5, 11.5, 11.454545454545455)","(51.0, 110.0, 89.16666666666667)","(9.0, 11.5, 11.236842105263158)","(101.0, 490.0, 438.3333333333333)","(10.0, 14.0, 12.285714285714286)","(41.0, 230.0, 168.75)"
05-01-2023 16:19:13.336837,"(1.7, 2.08, 2.0356521739130433)","(3.4, 4.2, 4.1761904761904765)","(6.5, 11.5, 11.454545454545455)","(51.0, 110.0, 89.16666666666667)","(9.0, 11.5, 11.321428571428571)","(101.0, 470.0, 421.6666666666667)","(10.0, 14.0, 12.153846153846153)","(41.0, 230.0, 168.75)"
05-01-2023 16:19:14.561980,"(1.7, 2.08, 2.042222222222222)","(3.4, 4.2, 4.1761904761904765)","(6.5, 11.5, 11.454545454545455)","(51.0, 110.0, 89.16666666666667)","(9.0, 11.5, 11.236842105263158)","(91.0, 470.0, 421.6666666666667)","(10.0, 14.0, 12.153846153846153)","(41.0, 230.0, 168.75)"
05-01-2023 16:19:15.762991,"(1.75, 2.08, 2.042222222222222)","(3.4, 4.2, 4.1761904761904765)","(7.0, 11.5, 11.454545454545455)","(51.0, 110.0, 89.16666666666667)","(9.0, 11.5, 11.06578947368421)","(91.0, 470.0, 421.6666666666667)","(10.0, 14.0, 12.153846153846153)","(41.0, 230.0, 168.75)"
05-01-2023 16:19:16.888319,"(1.75, 2.08, 2.040769230769231)","(3.4, 4.2, 4.1722222222222225)","(7.0, 12.5, 11.65625)","(51.0, 110.0, 89.16666666666667)","(9.0, 11.5, 10.75)","(91.0, 470.0, 421.6666666666667)","(10.0, 14.0, 12.973684210526315)","(41.0, 230.0, 151.25)"
05-01-2023 16:19:17.927835,"(1.75, 2.08, 2.040769230769231)","(3.4, 4.2, 4.1722222222222225)","(7.0, 12.0, 11.833333333333334)","(51.0, 110.0, 89.16666666666667)","(9.0, 11.5, 10.75)","(91.0, 470.0, 421.6666666666667)","(10.0, 13.5, 12.833333333333334)","(41.0, 230.0, 151.25)"
05-01-2023 16:19:19.034502,"(1.75, 2.06, 2.035)","(3.4, 4.2, 4.1722222222222225)","(7.0, 11.5, 11.4375)","(51.0, 110.0, 89.16666666666667)","(9.0, 11.5, 10.728571428571428)","(91.0, 470.0, 421.6666666666667)","(10.0, 13.5, 12.7)","(41.0, 230.0, 151.25)"
05-01-2023 16:19:20.185899,"(1.75, 2.06, 2.041818181818182)","(3.4, 4.2, 4.1722222222222225)","(7.0, 11.5, 11.4375)","(51.0, 110.0, 89.16666666666667)","(9.0, 11.5, 10.857142857142858)","(91.0, 470.0, 421.6666666666667)","(10.0, 13.5, 12.7)","(41.0, 230.0, 177.5)"
05-01-2023 16:19:21.401573,"(1.75, 2.06, 2.05)","(3.4, 4.2, 4.1722222222222225)","(7.0, 11.5, 11.423076923076923)","(51.0, 110.0, 89.16666666666667)","(9.0, 11.0, 10.592592592592593)","(91.0, 470.0, 421.6666666666667)","(10.0, 13.5, 12.75)","(41.0, 230.0, 177.5)"
05-01-2023 16:19:22.561107,"(1.75, 2.06, 2.046666666666667)","(3.4, 4.2, 4.1722222222222225)","(7.0, 11.5, 11.423076923076923)","(51.0, 110.0, 89.16666666666667)","(9.0, 11.5, 10.685185185185185)","(91.0, 470.0, 421.6666666666667)","(10.0, 13.5, 12.5625)","(41.0, 230.0, 177.5)"
05-01-2023 16:19:23.659629,"(1.75, 2.06, 2.055)","(3.4, 4.2, 4.1722222222222225)","(7.0, 11.5, 11.40909090909091)","(51.0, 110.0, 89.16666666666667)","(9.0, 11.5, 10.741379310344827)","(91.0, 470.0, 405.0)","(10.0, 13.5, 12.166666666666666)","(41.0, 230.0, 177.5)"
05-01-2023 16:19:24.743600,"(1.75, 2.08, 2.062222222222222)","(3.4, 4.2, 4.146428571428571)","(7.0, 11.5, 11.40909090909091)","(51.0, 110.0, 89.16666666666667)","(9.0, 11.5, 10.679487179487179)","(91.0, 450.0, 405.0)","(10.0, 13.0, 12.4)","(41.0, 230.0, 151.25)"
05-01-2023 16:19:25.814205,"(1.75, 2.08, 2.0733333333333333)","(3.4, 4.2, 4.136111111111111)","(7.0, 12.0, 11.76923076923077)","(51.0, 110.0, 89.16666666666667)","(9.0, 11.5, 10.679487179487179)","(91.0, 450.0, 405.0)","(10.0, 13.0, 12.625)","(41.0, 230.0, 151.25)"
05-01-2023 16:19:26.947469,"(1.75, 2.04, 2.0285714285714285)","(3.4, 4.2, 4.136111111111111)","(7.0, 12.0, 11.76923076923077)","(51.0, 110.0, 89.16666666666667)","(9.0, 11.5, 10.679487179487179)","(91.0, 450.0, 405.0)","(10.0, 13.0, 12.68)","(41.0, 230.0, 151.25)"
05-01-2023 16:19:28.160089,"(1.75, 2.04, 2.0363636363636366)","(3.4, 4.2, 4.136111111111111)","(7.0, 12.0, 11.76923076923077)","(51.0, 110.0, 89.16666666666667)","(9.0, 11.5, 10.791666666666666)","(91.0, 450.0, 405.0)","(10.0, 13.0, 12.724137931034482)","(41.0, 230.0, 177.5)"
05-01-2023 16:19:29.403503,"(1.75, 2.08, 2.066086956521739)","(3.4, 4.2, 4.136111111111111)","(7.0, 12.0, 11.76923076923077)","(51.0, 110.0, 92.5)","(9.0, 11.0, 10.583333333333334)","(91.0, 450.0, 405.0)","(10.0, 13.0, 12.724137931034482)","(41.0, 230.0, 177.5)"
05-01-2023 16:19:30.605024,"(1.75, 2.06, 2.055)","(3.4, 4.2, 4.136111111111111)","(7.0, 12.0, 11.76923076923077)","(51.0, 100.0, 92.5)","(9.0, 11.0, 10.553571428571429)","(91.0, 450.0, 320.0)","(10.0, 13.0, 12.875)","(41.0, 230.0, 151.25)"
05-01-2023 16:19:31.702096,"(1.75, 2.06, 2.046666666666667)","(3.4, 4.2, 4.136111111111111)","(7.0, 12.0, 11.76923076923077)","(51.0, 110.0, 98.75)","(9.0, 11.0, 10.539473684210526)","(91.0, 450.0, 320.0)","(10.0, 13.0, 12.477272727272727)","(41.0, 230.0, 151.25)"
05-01-2023 16:19:32.738703,"(1.75, 2.06, 2.05)","(3.4, 4.2, 4.141379310344828)","(7.0, 12.0, 11.571428571428571)","(51.0, 110.0, 98.75)","(9.0, 11.0, 10.539473684210526)","(91.0, 450.0, 320.0)","(10.0, 12.5, 13.029411764705882)","(41.0, 230.0, 195.0)"
05-01-2023 16:19:33.893891,"(1.75, 2.06, 2.037777777777778)","(3.4, 4.2, 4.141379310344828)","(7.0, 12.0, 11.571428571428571)","(51.0, 110.0, 98.75)","(9.0, 11.0, 10.558823529411764)","(91.0, 450.0, 320.0)","(10.0, 13.5, 13.166666666666666)","(41.0, 220.0, 164.44444444444446)"
05-01-2023 16:19:35.090678,"(1.75, 2.06, 2.0314285714285716)","(3.4, 4.2, 4.141379310344828)","(7.0, 12.0, 11.571428571428571)","(51.0, 110.0, 98.75)","(9.0, 11.0, 10.558823529411764)","(91.0, 450.0, 233.0)","(10.0, 13.5, 13.166666666666666)","(41.0, 220.0, 170.0)"
05-01-2023 16:19:36.321409,"(1.75, 2.06, 2.037777777777778)","(3.4, 4.2, 4.141379310344828)","(7.0, 12.0, 11.625)","(51.0, 110.0, 98.75)","(9.0, 11.0, 10.568965517241379)","(91.0, 440.0, 388.3333333333333)","(10.0, 13.5, 12.95)","(41.0, 210.0, 206.0)"
05-01-2023 16:19:37.548406,"(1.75, 2.04, 2.0300000000000002)","(3.4, 4.2, 4.171428571428572)","(7.0, 12.5, 11.625)","(51.0, 110.0, 98.75)","(9.0, 11.0, 10.568965517241379)","(91.0, 430.0, 388.3333333333333)","(10.0, 13.0, 12.95)","(41.0, 210.0, 206.0)"
05-01-2023 16:19:38.751173,"(1.75, 2.04, 2.033333333333333)","(3.4, 4.2, 4.173913043478261)","(7.0, 12.5, 12.3)","(51.0, 120.0, 101.17647058823529)","(9.0, 11.0, 10.51923076923077)","(91.0, 430.0, 402.22222222222223)","(10.0, 13.0, 12.9)","(41.0, 210.0, 185.0)"
05-01-2023 16:19:39.909227,"(1.75, 2.04, 2.0300000000000002)","(3.4, 4.2, 4.173913043478261)","(7.0, 12.5, 12.3)","(51.0, 120.0, 101.17647058823529)","(9.0, 11.0, 10.51923076923077)","(91.0, 430.0, 402.22222222222223)","(10.0, 13.0, 12.975)","(41.0, 210.0, 206.0)"
05-01-2023 16:19:41.040275,"(1.75, 2.04, 2.0216666666666665)","(3.4, 4.3, 4.271428571428571)","(7.0, 13.0, 12.2)","(51.0, 120.0, 101.17647058823529)","(9.0, 11.0, 10.585714285714285)","(91.0, 430.0, 402.22222222222223)","(10.0, 14.5, 14.0)","(41.0, 210.0, 206.52173913043478)"
05-01-2023 16:19:42.243367,"(1.75, 2.04, 2.0329411764705885)","(3.4, 4.3, 4.25)","(7.0, 13.0, 12.2)","(51.0, 120.0, 102.5)","(9.0, 11.0, 10.395833333333334)","(91.0, 430.0, 236.0)","(10.0, 14.5, 13.375)","(41.0, 210.0, 206.0)"
05-01-2023 16:19:43.407930,"(1.75, 2.06, 2.0474285714285716)","(3.4, 4.3, 4.25)","(7.0, 13.0, 12.36)","(51.0, 110.0, 102.5)","(9.0, 11.0, 10.395833333333334)","(91.0, 410.0, 300.0)","(10.0, 14.5, 13.375)","(41.0, 210.0, 206.0)"
05-01-2023 16:19:44.489808,"(1.75, 2.06, 2.0233333333333334)","(3.4, 4.3, 4.25)","(7.0, 13.0, 12.235294117647058)","(51.0, 110.0, 102.5)","(9.0, 11.0, 10.395833333333334)","(91.0, 410.0, 300.0)","(10.0, 14.5, 13.1875)","(41.0, 210.0, 206.0)"
05-01-2023 16:19:45.578342,"(1.75, 2.06, 2.0233333333333334)","(3.4, 4.3, 4.25)","(7.0, 13.0, 12.59375)","(51.0, 110.0, 102.5)","(9.0, 11.0, 10.395833333333334)","(91.0, 410.0, 300.0)","(10.0, 14.5, 13.84375)","(41.0, 210.0, 206.0)"
05-01-2023 16:19:46.692782,"(1.75, 2.04, 2.0151724137931035)","(3.4, 4.3, 4.25)","(7.0, 13.0, 12.59375)","(51.0, 120.0, 101.17647058823529)","(9.0, 10.5, 10.316666666666666)","(91.0, 410.0, 300.0)","(10.0, 14.5, 13.705882352941176)","(41.0, 210.0, 206.0)"
05-01-2023 16:19:47.851770,"(1.75, 2.02, 2.011)","(3.4, 4.3, 4.26)","(7.0, 13.0, 12.59375)","(51.0, 120.0, 101.17647058823529)","(9.0, 10.5, 10.316666666666666)","(91.0, 410.0, 300.0)","(10.0, 14.0, 13.631578947368421)","(41.0, 210.0, 206.0)"
05-01-2023 16:19:49.113557,"(1.75, 2.02, 2.01375)","(3.4, 4.4, 4.256521739130434)","(7.0, 13.0, 12.59375)","(51.0, 120.0, 101.17647058823529)","(9.0, 10.5, 10.231707317073171)","(91.0, 390.0, 290.0)","(10.0, 14.0, 13.631578947368421)","(41.0, 210.0, 175.0)"
05-01-2023 16:19:50.306707,"(1.75, 2.04, 2.0175)","(3.4, 4.4, 4.256)","(7.0, 13.0, 12.59375)","(51.0, 120.0, 107.6923076923077)","(9.0, 10.5, 10.2375)","(91.0, 390.0, 290.0)","(10.0, 14.0, 13.681818181818182)","(41.0, 210.0, 175.0)"
