,Regal Aura,Armarockstar,You Fly With Me Nz,Lorinda Kate,Beyond The Sea,Libba Racy,Terror In Texas,Caribbean Lily Nz
11-01-2023 19:07:54.108692,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.5)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.1, 2.875)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:55.414166,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.5)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.1, 2.875)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:56.736527,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.5)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.1, 2.875)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:58.005957,"(7.0, 8.6, 8.0)","(4.6, 8.6, 7.9)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.1, 2.875)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:07:59.278478,"(7.0, 8.6, 8.0)","(4.6, 8.6, 7.355555555555556)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.1, 2.875)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.338461538461538)","(4.4, 99999, 99990)"
11-01-2023 19:08:00.619493,"(7.0, 8.6, 8.0)","(4.6, 8.6, 7.34)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.1, 2.875)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.305882352941176)","(4.4, 99999, 99990)"
11-01-2023 19:08:01.942736,"(7.0, 8.6, 8.0)","(4.6, 8.6, 7.34)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.1, 2.875)","(51.0, 65.0, 60.0)","(4.2, 6.8, 6.252173913043478)","(4.4, 99999, 99990)"
11-01-2023 19:08:03.229823,"(7.0, 8.6, 8.0)","(4.6, 8.6, 7.34)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.1, 2.9)","(51.0, 65.0, 60.0)","(4.2, 6.6, 6.266666666666667)","(4.4, 99999, 99990)"
11-01-2023 19:08:04.523853,"(7.0, 8.6, 8.0)","(4.6, 8.6, 7.34)","(13.0, 99999, 99990)","(91.0, 190.0, 165.45454545454544)","(2.7, 3.1, 2.9166666666666665)","(51.0, 65.0, 60.0)","(4.2, 6.6, 6.139130434782609)","(4.4, 99999, 99990)"
11-01-2023 19:08:05.911803,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.075)","(13.0, 99999, 99990)","(91.0, 190.0, 171.11111111111111)","(2.7, 3.15, 2.821428571428571)","(51.0, 65.0, 60.0)","(4.2, 6.4, 6.076923076923077)","(4.4, 99999, 99990)"
11-01-2023 19:08:07.200722,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.075)","(13.0, 99999, 99990)","(91.0, 180.0, 171.11111111111111)","(2.7, 3.1, 2.9466666666666668)","(51.0, 65.0, 60.0)","(4.2, 6.4, 6.08)","(4.4, 99999, 99990)"
11-01-2023 19:08:08.580384,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.075)","(13.0, 99999, 99990)","(91.0, 180.0, 171.11111111111111)","(2.7, 3.05, 2.9466666666666668)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.08)","(4.4, 99999, 99990)"
11-01-2023 19:08:10.244753,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.075)","(13.0, 99999, 99990)","(91.0, 180.0, 171.11111111111111)","(2.7, 3.05, 2.9466666666666668)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.08)","(4.4, 99999, 99990)"
11-01-2023 19:08:11.972590,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.258823529411766)","(13.0, 99999, 99990)","(91.0, 180.0, 171.11111111111111)","(2.7, 2.98, 2.9066666666666667)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:13.491144,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.258823529411766)","(13.0, 99999, 99990)","(91.0, 180.0, 171.11111111111111)","(2.7, 2.98, 2.9066666666666667)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:14.855172,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.22857142857143)","(13.0, 99999, 99990)","(91.0, 180.0, 171.11111111111111)","(2.7, 2.98, 2.9066666666666667)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:16.163991,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.22857142857143)","(13.0, 99999, 99990)","(91.0, 180.0, 171.11111111111111)","(2.7, 2.98, 2.848)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:17.431157,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.22857142857143)","(13.0, 99999, 99990)","(91.0, 180.0, 172.0)","(2.7, 2.98, 2.87)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:18.711954,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.314285714285715)","(13.0, 99999, 99990)","(91.0, 180.0, 172.0)","(2.7, 2.98, 2.87)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:19.985861,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.357142857142858)","(13.0, 99999, 99990)","(91.0, 180.0, 172.0)","(2.7, 2.98, 2.87)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:21.248312,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.357142857142858)","(13.0, 99999, 99990)","(91.0, 180.0, 172.0)","(2.7, 2.98, 2.87)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:22.536466,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.358620689655172)","(13.0, 99999, 99990)","(91.0, 180.0, 172.0)","(2.7, 2.98, 2.9066666666666667)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:23.750581,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.358620689655172)","(13.0, 99999, 99990)","(91.0, 180.0, 172.0)","(2.7, 2.98, 2.9066666666666667)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:25.056312,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.358620689655172)","(13.0, 99999, 99990)","(91.0, 180.0, 173.33333333333334)","(2.7, 2.98, 2.9066666666666667)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:26.364128,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.358620689655172)","(13.0, 99999, 99990)","(91.0, 180.0, 173.33333333333334)","(2.7, 2.98, 2.9066666666666667)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:27.654226,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.358620689655172)","(13.0, 99999, 99990)","(91.0, 180.0, 173.33333333333334)","(2.7, 2.98, 2.9066666666666667)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:28.878021,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.358620689655172)","(13.0, 99999, 99990)","(91.0, 180.0, 173.33333333333334)","(2.7, 2.98, 2.9066666666666667)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:30.140391,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.358620689655172)","(13.0, 99999, 99990)","(91.0, 180.0, 173.33333333333334)","(2.7, 2.98, 2.9066666666666667)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:31.332439,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.358620689655172)","(13.0, 99999, 99990)","(91.0, 180.0, 173.33333333333334)","(2.7, 2.98, 2.9066666666666667)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:32.582455,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.358620689655172)","(13.0, 99999, 99990)","(91.0, 180.0, 173.84615384615387)","(2.7, 2.98, 2.8099999999999996)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:33.798631,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.358620689655172)","(13.0, 99999, 99990)","(91.0, 180.0, 173.84615384615387)","(2.7, 2.96, 2.8099999999999996)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:34.998445,"(7.0, 8.6, 8.0)","(4.6, 8.4, 8.358620689655172)","(13.0, 99999, 99990)","(91.0, 180.0, 173.84615384615387)","(2.7, 2.96, 2.8099999999999996)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:36.254178,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.435294117647059)","(13.0, 99999, 99990)","(91.0, 180.0, 173.84615384615387)","(2.7, 2.96, 2.8099999999999996)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:37.530603,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.435294117647059)","(13.0, 99999, 99990)","(91.0, 180.0, 173.84615384615387)","(2.7, 2.96, 2.8099999999999996)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:38.688413,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.435294117647059)","(13.0, 99999, 99990)","(91.0, 180.0, 173.84615384615387)","(2.7, 2.96, 2.8099999999999996)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:39.796975,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.435294117647059)","(13.0, 99999, 99990)","(91.0, 180.0, 173.84615384615387)","(2.7, 2.96, 2.8099999999999996)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.153846153846154)","(4.4, 99999, 99990)"
11-01-2023 19:08:40.977833,"(7.0, 8.6, 8.0)","(4.6, 8.6, 8.435294117647059)","(13.0, 99999, 99990)","(91.0, 180.0, 173.84615384615387)","(2.7, 2.96, 2.8099999999999996)","(51.0, 65.0, 57.5)","(4.2, 6.4, 5.777777777777778)","(4.4, 99999, 99990)"
11-01-2023 19:08:42.091959,"(7.0, 8.6, 8.0)","(4.6, 8.6, 9.059999999999999)","(13.0, 99999, 99990)","(91.0, 180.0, 173.84615384615387)","(2.7, 2.96, 2.8099999999999996)","(51.0, 65.0, 57.5)","(4.2, 6.4, 5.733333333333333)","(4.4, 99999, 99990)"
11-01-2023 19:08:43.257245,"(7.0, 8.6, 8.0)","(4.6, 9.2, 8.957142857142857)","(13.0, 99999, 99990)","(91.0, 180.0, 136.66666666666669)","(2.7, 2.96, 2.8099999999999996)","(51.0, 65.0, 57.5)","(4.2, 6.4, 5.818181818181818)","(4.4, 99999, 99990)"
11-01-2023 19:08:44.452585,"(7.0, 8.6, 8.0)","(4.6, 9.0, 8.957142857142857)","(13.0, 99999, 99990)","(91.0, 140.0, 136.66666666666669)","(2.7, 2.96, 2.8099999999999996)","(51.0, 65.0, 57.5)","(4.2, 6.4, 5.818181818181818)","(4.4, 99999, 99990)"
11-01-2023 19:08:45.673222,"(7.0, 8.6, 8.0)","(4.6, 9.0, 8.84)","(13.0, 99999, 99990)","(91.0, 140.0, 136.66666666666669)","(2.7, 2.96, 2.7963636363636364)","(51.0, 65.0, 57.5)","(4.2, 6.4, 5.672727272727273)","(4.4, 99999, 99990)"
11-01-2023 19:08:46.893314,"(7.0, 8.6, 8.0)","(4.6, 9.8, 9.32)","(13.0, 99999, 99990)","(91.0, 140.0, 136.66666666666669)","(2.7, 2.96, 2.817142857142857)","(51.0, 65.0, 57.5)","(4.2, 6.4, 5.672727272727273)","(4.4, 99999, 99990)"
11-01-2023 19:08:48.055429,"(7.0, 8.6, 8.0)","(4.6, 9.6, 9.32)","(13.0, 99999, 99990)","(91.0, 140.0, 136.66666666666669)","(2.7, 2.96, 2.904)","(51.0, 65.0, 57.5)","(4.2, 6.4, 5.672727272727273)","(4.4, 99999, 99990)"
11-01-2023 19:08:49.288398,"(7.0, 8.6, 8.0)","(4.6, 9.6, 9.506666666666666)","(13.0, 99999, 99990)","(91.0, 140.0, 136.66666666666669)","(2.7, 2.94, 2.904)","(51.0, 65.0, 57.5)","(4.2, 6.4, 6.0)","(4.4, 99999, 99990)"
11-01-2023 19:08:50.508876,"(7.0, 8.6, 8.0)","(4.6, 9.6, 9.506666666666666)","(13.0, 99999, 99990)","(101.0, 140.0, 136.66666666666669)","(2.7, 2.94, 2.904)","(51.0, 65.0, 57.5)","(4.4, 6.2, 6.0)","(4.6, 99999, 99990)"
11-01-2023 19:08:51.702206,"(6.5, 8.6, 8.0)","(4.6, 9.6, 9.506666666666666)","(13.0, 99999, 99990)","(101.0, 140.0, 136.66666666666669)","(2.7, 2.94, 2.904)","(51.0, 65.0, 57.5)","(4.4, 6.2, 6.0)","(4.6, 99999, 99990)"
11-01-2023 19:08:53.152556,"(6.5, 8.6, 8.0)","(4.6, 9.6, 9.506666666666666)","(13.0, 99999, 99990)","(101.0, 140.0, 136.66666666666669)","(2.7, 2.94, 2.904)","(51.0, 65.0, 57.5)","(4.4, 6.2, 6.0)","(4.6, 99999, 99990)"
11-01-2023 19:08:54.974132,"(6.5, 8.6, 8.0)","(4.6, 9.6, 9.506666666666666)","(13.0, 99999, 99990)","(101.0, 140.0, 136.66666666666669)","(2.7, 2.94, 2.904)","(51.0, 65.0, 57.5)","(4.4, 6.2, 6.0)","(4.6, 99999, 99990)"
11-01-2023 19:08:56.280457,"(6.5, 8.6, 8.0)","(4.6, 9.6, 9.3)","(13.0, 99999, 99990)","(101.0, 140.0, 136.66666666666669)","(2.7, 2.94, 2.9370212765957446)","(51.0, 65.0, 57.5)","(4.4, 6.2, 6.0)","(4.6, 99999, 99990)"
11-01-2023 19:08:57.540228,"(6.5, 8.6, 8.0)","(4.6, 9.6, 9.3)","(13.0, 99999, 99990)","(101.0, 140.0, 136.66666666666669)","(2.7, 2.94, 2.9370212765957446)","(51.0, 65.0, 57.5)","(4.4, 6.2, 6.0)","(4.6, 99999, 99990)"
11-01-2023 19:08:58.833418,"(6.5, 8.2, 7.933333333333333)","(4.6, 9.6, 8.666666666666666)","(13.0, 99999, 99990)","(101.0, 140.0, 136.66666666666669)","(2.7, 2.94, 2.9370212765957446)","(51.0, 65.0, 57.5)","(4.4, 6.2, 6.0)","(4.6, 99999, 99990)"
11-01-2023 19:09:00.130875,"(6.5, 8.2, 7.933333333333333)","(4.6, 9.6, 8.64)","(13.0, 99999, 99990)","(101.0, 140.0, 136.66666666666669)","(2.7, 2.94, 2.937254901960784)","(51.0, 65.0, 57.5)","(4.4, 6.2, 6.0)","(4.6, 99999, 99990)"
11-01-2023 19:09:01.437925,"(6.5, 8.2, 7.933333333333333)","(4.6, 9.6, 8.64)","(13.0, 99999, 99990)","(101.0, 140.0, 136.66666666666669)","(2.7, 2.94, 2.937254901960784)","(51.0, 65.0, 57.5)","(4.4, 6.2, 6.0)","(4.6, 99999, 99990)"
11-01-2023 19:09:02.775704,"(6.5, 8.2, 7.933333333333333)","(4.6, 9.6, 8.64)","(13.0, 99999, 99990)","(101.0, 140.0, 136.66666666666669)","(2.7, 2.94, 2.933333333333333)","(51.0, 65.0, 57.5)","(4.4, 6.2, 6.0)","(4.6, 99999, 99990)"
11-01-2023 19:09:04.113109,"(6.5, 8.2, 7.933333333333333)","(4.6, 9.6, 9.133333333333333)","(13.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.96, 2.8978723404255318)","(51.0, 65.0, 57.5)","(4.4, 6.2, 5.65)","(4.6, 99999, 99990)"
11-01-2023 19:09:05.403465,"(6.5, 8.2, 7.933333333333333)","(4.6, 9.4, 9.133333333333333)","(13.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.8978723404255318)","(51.0, 65.0, 57.5)","(4.4, 6.4, 5.65)","(4.6, 99999, 99990)"
11-01-2023 19:09:06.696602,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.8978723404255318)","(51.0, 65.0, 57.5)","(4.6, 6.4, 5.525)","(4.8, 99999, 99990)"
11-01-2023 19:09:07.954943,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.8978723404255318)","(51.0, 65.0, 57.5)","(4.6, 6.4, 5.525)","(4.8, 99999, 99990)"
11-01-2023 19:09:09.252370,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.8866666666666667)","(51.0, 65.0, 57.5)","(4.6, 6.4, 5.525)","(4.8, 99999, 99990)"
11-01-2023 19:09:10.592526,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.8866666666666667)","(51.0, 65.0, 57.5)","(4.6, 6.4, 5.541176470588236)","(4.8, 99999, 99990)"
11-01-2023 19:09:11.942839,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.8866666666666667)","(51.0, 65.0, 57.5)","(4.6, 6.2, 5.7)","(4.8, 99999, 99990)"
11-01-2023 19:09:13.218863,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.8866666666666667)","(51.0, 65.0, 57.5)","(4.6, 6.2, 5.7)","(4.8, 99999, 99990)"
11-01-2023 19:09:14.513425,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.8984905660377356)","(51.0, 65.0, 57.5)","(4.6, 6.2, 4.6)","(4.8, 99999, 99990)"
11-01-2023 19:09:15.780978,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.888)","(51.0, 65.0, 57.5)","(4.6, 5.3, 4.6)","(4.8, 99999, 99990)"
11-01-2023 19:09:17.057847,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.888)","(51.0, 65.0, 57.5)","(4.6, 5.3, 4.588888888888889)","(4.8, 99999, 99990)"
11-01-2023 19:09:18.294114,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.888)","(51.0, 65.0, 57.5)","(4.6, 5.3, 4.714285714285714)","(4.8, 99999, 99990)"
11-01-2023 19:09:19.534945,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.895)","(51.0, 65.0, 57.5)","(4.6, 6.0, 4.85)","(4.8, 99999, 99990)"
11-01-2023 19:09:20.853522,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.895)","(51.0, 65.0, 57.5)","(4.6, 5.9, 4.85)","(4.8, 99999, 99990)"
11-01-2023 19:09:22.106507,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.895)","(51.0, 65.0, 57.5)","(4.6, 5.9, 4.85)","(4.8, 99999, 99990)"
11-01-2023 19:09:23.344035,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.895)","(51.0, 65.0, 57.5)","(4.6, 5.9, 4.85)","(4.8, 99999, 99990)"
11-01-2023 19:09:24.640601,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.895)","(51.0, 65.0, 57.5)","(4.6, 5.9, 4.85)","(4.8, 99999, 99990)"
11-01-2023 19:09:25.906617,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.8828571428571426)","(51.0, 65.0, 57.5)","(4.6, 5.9, 4.85)","(4.8, 99999, 99990)"
11-01-2023 19:09:27.194964,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 133.84615384615384)","(2.7, 2.9, 2.8828571428571426)","(51.0, 65.0, 57.5)","(4.6, 5.9, 5.0600000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:09:28.447822,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 140.0, 127.5)","(2.7, 2.9, 2.88)","(51.0, 65.0, 57.5)","(4.6, 5.9, 5.0600000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:09:29.683090,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 130.0, 127.5)","(2.7, 2.9, 2.88)","(51.0, 65.0, 57.5)","(4.6, 5.9, 4.655555555555556)","(4.8, 99999, 99990)"
11-01-2023 19:09:30.989973,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 130.0, 127.5)","(2.7, 2.9, 2.8923076923076922)","(51.0, 65.0, 57.5)","(4.6, 5.9, 4.933333333333334)","(4.8, 99999, 99990)"
11-01-2023 19:09:32.237855,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 130.0, 127.5)","(2.7, 2.9, 2.8923076923076922)","(51.0, 65.0, 57.5)","(4.6, 5.8, 4.716666666666667)","(4.8, 99999, 99990)"
11-01-2023 19:09:33.525207,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 130.0, 127.5)","(2.7, 2.9, 2.8923076923076922)","(51.0, 65.0, 57.5)","(4.6, 5.8, 4.716666666666667)","(4.8, 99999, 99990)"
11-01-2023 19:09:34.807516,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 130.0, 127.5)","(2.7, 2.9, 2.884)","(51.0, 65.0, 57.5)","(4.6, 5.8, 4.788888888888889)","(4.8, 99999, 99990)"
11-01-2023 19:09:36.086267,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 130.0, 127.5)","(2.7, 2.9, 2.836)","(51.0, 65.0, 57.5)","(4.6, 5.8, 4.788888888888889)","(4.8, 99999, 99990)"
11-01-2023 19:09:37.431386,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 130.0, 127.5)","(2.7, 2.9, 2.836)","(51.0, 65.0, 57.5)","(4.6, 5.8, 5.4)","(4.8, 99999, 99990)"
11-01-2023 19:09:38.810576,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 130.0, 127.5)","(2.7, 2.9, 2.836)","(51.0, 65.0, 57.5)","(4.6, 5.7, 5.15)","(4.8, 99999, 99990)"
11-01-2023 19:09:40.169698,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 130.0, 127.5)","(2.7, 2.9, 2.836)","(51.0, 65.0, 57.5)","(4.6, 5.6, 5.15)","(4.8, 99999, 99990)"
11-01-2023 19:09:41.582252,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 130.0, 127.5)","(2.7, 2.9, 2.836)","(51.0, 65.0, 57.5)","(4.6, 5.6, 5.15)","(4.8, 99999, 99990)"
11-01-2023 19:09:43.126221,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 130.0, 127.5)","(2.7, 2.9, 2.8899999999999997)","(51.0, 65.0, 57.5)","(4.6, 5.6, 5.15)","(4.8, 99999, 99990)"
11-01-2023 19:09:44.388178,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 130.0, 127.5)","(2.7, 2.96, 2.964)","(51.0, 65.0, 57.5)","(4.6, 5.6, 5.457142857142857)","(4.8, 99999, 99990)"
11-01-2023 19:09:45.649837,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 130.0, 127.5)","(2.7, 3.0, 2.92)","(51.0, 65.0, 57.5)","(4.6, 5.8, 5.066666666666666)","(4.8, 99999, 99990)"
11-01-2023 19:09:46.955696,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 130.0, 127.5)","(2.7, 3.0, 2.92)","(51.0, 65.0, 57.5)","(4.6, 5.8, 4.8100000000000005)","(4.8, 99999, 99990)"
11-01-2023 19:09:48.226940,"(6.5, 8.2, 7.933333333333333)","(4.4, 9.4, 9.133333333333333)","(14.0, 99999, 99990)","(101.0, 130.0, 127.5)","(2.7, 3.0, 2.92)","(51.0, 65.0, 57.5)","(4.6, 5.8, 5.366666666666667)","(4.8, 99999, 99990)"
